"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",100,"Bowie ISD (169901)",34
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",100,"Forestburg ISD (169910)",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",100,"Gold Burg ISD (169906)",8
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",100,"Nocona ISD (169902)",22
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",100,"Saint Jo ISD (169911)",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",200,"","."
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",200,"Total Transfers In",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",100,"Transfers In From",300,"","."
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Bowie ISD (169901)",18
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Gold Burg ISD (169906)",8
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Muenster ISD (049902)",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Nocona ISD (169902)",22
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Prairie Valley ISD (169909)",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Saint Jo ISD (169911)",7
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",200,"","."
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",200,"Total Transfers Out",63
"2011-12",09,"Region IX Wichita Falls","Montague ISD (169908)",200,"Transfers Out To",300,"","."

