"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Abbott ISD (109901)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Amarillo ISD (188901)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bushland ISD (188904)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Canyon ISD (191901)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Channing ISD (103901)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Hereford ISD (059901)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Highland Park ISD (188903)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",100,"Vega ISD (180902)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",21
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bushland ISD (188904)",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",-999
"2017-2018",16,"Region XVI Amarillo","Boys Ranch ISD (180901)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

