"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Blooming Grove ISD (175902)",5
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Coolidge ISD (147901)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Corsicana ISD (175903)",17
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Frost ISD (175905)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Hubbard ISD (109905)",7
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",100,"Whitney ISD (109911)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",200,"","."
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",200,"Total Transfers In",35
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",100,"Transfers In From",300,"","."
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Blooming Grove ISD (175902)",6
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Corsicana ISD (175903)",10
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Hubbard ISD (109905)",22
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Malone ISD (109908)",6
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mexia ISD (147903)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mildred ISD (175910)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Mount Calm ISD (109910)",7
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Penelope ISD (109914)",10
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Rice ISD (175911)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",100,"Wortham ISD (081905)",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",200,"","."
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",200,"Total Transfers Out",-9999999
"2012-13",12,"Region XII Waco","Dawson ISD (175904)",200,"Transfers Out To",300,"","."

