T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Aubrey ISD (061907)",14
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Coppell ISD (057922)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Denton ISD (061901)",72
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Frisco ISD (043905)",28
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Houston ISD (101912)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Hurst-Euless-Bedford ISD (220916)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Keller ISD (220907)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Krum ISD (061905)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Lake Dallas ISD (061912)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Lewisville ISD (061902)",11
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"McKinney ISD (043907)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Pilot Point ISD (061903)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Prosper ISD (043912)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Richardson ISD (057916)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",100,"Tioga ISD (091907)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",149
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Allen ISD (043901)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Aubrey ISD (061907)",12
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brazos River Charter School (213801)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Carrollton-Farmers Branch ISD (057903)",21
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Coppell ISD (057922)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Dallas ISD (057905)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Denton ISD (061901)",32
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Farmersville ISD (043904)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Frisco ISD (043905)",236
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Gunter ISD (091917)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",21
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",11
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Imagine International Academy Of N (043801)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Irving ISD (057912)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lake Dallas ISD (061912)",10
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Leadership Prep School (061804)",248
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lewisville ISD (061902)",68
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Life School (057807)",-999
"2020-2021",11,"Region XI Fort Worth","Little Elm ISD (061914)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lovejoy ISD (043919)",-999
