T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"ALDINE ISD  -  101902",79
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"ALIEF ISD  -  101903",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"ALVIN ISD  -  020901",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"BELLVILLE ISD  -  008901",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"CLEAR CREEK ISD  -  084910",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"COLLEGE STATION ISD  -  021901",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"CONROE ISD  -  170902",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"DICKINSON ISD  -  084901",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"FORT BEND ISD  -  079907",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"HEMPSTEAD ISD  -  237902",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",54
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"HUMBLE ISD  -  101913",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"KATY ISD  -  101914",121
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"KLEIN ISD  -  101915",96
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"LAMAR CISD  -  079901",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"LIVINGSTON ISD  -  187907",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"MAGNOLIA ISD  -  170906",15
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"NAVASOTA ISD  -  093904",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"NEW CANEY ISD  -  170908",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"PASADENA ISD  -  101917",-999
"2021-2022",04,"REGION IV HOUSTON","CYPRESS-FAIRBANKS ISD  -  101907","Traditional ISD/CSD",100,"Transfers In From",100,"ROYAL ISD  -  237905",-999
