T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Austin ISD (227901)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Burkburnett ISD (243901)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Caddo Mills ISD (116901)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Chillicothe ISD (099902)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Crowell ISD (078901)",11
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Forney ISD (129902)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Magnolia ISD (170906)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Meridian ISD (018902)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"New Caney ISD (170908)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (244905)",-999
"2020-2021",09,"Region IX Wichita Falls","Vernon ISD (244903)","Traditional ISD/CSD",100,"Transfers In From",100,"Quanah ISD (099903)",-999
