T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"CEDAR HILL ISD  -  057904",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"COMMUNITY ISD  -  043918",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",31
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",94
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"DESOTO ISD  -  057906",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",101
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"GARLAND ISD  -  057909",76
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"KAUFMAN ISD  -  129903",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"LANCASTER ISD  -  057913",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MABANK ISD  -  129905",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MARTINS MILL ISD  -  234905",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MELISSA ISD  -  043908",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"MIDLOTHIAN ISD  -  070908",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"PLANO ISD  -  043910",-999
"2022-2023",10,"REGION X RICHARDSON","MESQUITE ISD  -  057914","Traditional ISD/CSD",100,"Transfers In From",100,"QUINLAN ISD  -  116908",-999
