T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Athens ISD (107901)",31
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Bullard ISD (212902)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Chapel Hill ISD (212909)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Eustace ISD (107905)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Frankston ISD (001904)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Lapoynor ISD (107910)",10
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Lindale ISD (212903)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Martins Mill ISD (234905)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Mineola ISD (250903)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Murchison ISD (107908)",29
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Palestine ISD (001907)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Tyler ISD (212905)",53
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Van ISD (234906)",39
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Whitehouse ISD (212906)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",100,"Winona ISD (212910)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",185
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Athens ISD (107901)",19
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Axtell ISD (161918)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bullard ISD (212902)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Chapel Hill ISD (212909)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cumberland Academy (212801)",37
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Elkhart ISD (001903)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Eustace ISD (107905)",-999
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Frankston ISD (001904)",25
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",11
"2020-2021",07,"Region VII Kilgore","Brownsboro ISD (107902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Jacksonville ISD (037904)",-999
