T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"EAST CENTRAL ISD  -  015911",13
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"FLORESVILLE ISD  -  247901",17
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"JUDSON ISD  -  015916",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"MARION ISD  -  094904",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"NEW BRAUNFELS ISD  -  046901",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"SAN ANTONIO ISD  -  015907",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"SCHERTZ-CIBOLO-U CITY ISD  -  094902",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"SEGUIN ISD  -  094901",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"SOUTHSIDE ISD  -  015917",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",100,"STOCKDALE ISD  -  247906",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",54
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",200,"Transfers Out To",100,"ALAMO HEIGHTS ISD  -  015901",-999
"2022-2023",20,"REGION XX SAN ANTONIO","LA VERNIA ISD  -  247903","Traditional ISD/CSD",200,"Transfers Out To",100,"COMPASS ROSE PUBLIC SCHOOLS  -  015838",-999
