"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvin ISD (020901)",9
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",9
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Dickinson ISD (084901)",26
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Friendswood ISD (084911)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Galveston ISD (084902)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Hitchcock ISD (084908)",6
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Pasadena ISD (101917)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearland ISD (020908)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",100,"Texas City ISD (084906)",6
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",63
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alvin ISD (020901)",7
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Axtell ISD (161918)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brazosport ISD (020905)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Clear Creek ISD (084910)",20
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Danbury ISD (020904)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Dickinson ISD (084901)",58
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Friendswood ISD (084911)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Galveston ISD (084902)",11
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Academy (101846)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hitchcock ISD (084908)",8
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Kipp Inc Charter (101813)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Odyssey Academy Inc (084802)",8
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pasadena ISD (101917)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Pearland ISD (020908)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",7
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Southwest School (101838)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas City ISD (084906)",-9999999
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",11
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",145
"2016-2017",04,"Region IV Houston","Santa Fe ISD (084909)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

