T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"AUSTIN ISD  -  227901",23
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"BEN BOLT-PALITO BLANCO ISD  -  125902",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"DRIPPING SPRINGS ISD  -  105904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"EANES ISD  -  227909",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"EARLY ISD  -  025909",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"GEORGETOWN ISD  -  246904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"JOHNSON CITY ISD  -  016901",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"LEANDER ISD  -  246913",11
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"MANOR ISD  -  227907",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"MARBLE FALLS ISD  -  027904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"PFLUGERVILLE ISD  -  227904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"SHARYLAND ISD  -  108911",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",100,"WESTWOOD ISD  -  001908",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",63
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"AUSTIN ISD  -  227901",13
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"BASIS TEXAS  -  015834",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"CHAPARRAL STAR ACADEMY  -  227814",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"COLLEGE STATION ISD  -  021901",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"DRIPPING SPRINGS ISD  -  105904",12
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"EANES ISD  -  227909",111
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"GEORGETOWN ISD  -  246904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"GRAPEVINE-COLLEYVILLE ISD  -  220906",15
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",11
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS  -  227816",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"IDEA PUBLIC SCHOOLS  -  108807",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"JUBILEE ACADEMIES  -  015822",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"KARNES CITY ISD  -  128901",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"LEANDER ISD  -  246913",11
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"MARBLE FALLS ISD  -  027904",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"NYOS CHARTER SCHOOL  -  227804",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",-999
"2022-2023",13,"REGION XIII AUSTIN","LAKE TRAVIS ISD  -  227913","Traditional ISD/CSD",200,"Transfers Out To",100,"ROSCOE COLLEGIATE ISD  -  177901",-999
