"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Aldine ISD (101902)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Boles ISD (116916)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Brock ISD (184909)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Cedar Hill ISD (057904)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Cypress-Fairbanks ISD (101907)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Dallas ISD (057905)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Denison ISD (091903)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Elysian Fields ISD (102906)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Fort Bend ISD (079907)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Frisco ISD (043905)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Garland ISD (057909)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hallsville ISD (102904)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hooks ISD (019902)",-999
"2017-2018",07,"Region VII Kilgore","Marshall ISD (102902)","Traditional ISD/CSD",100,"Transfers In From",100,"Houston ISD (101912)",-999
