T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"FLORENCE ISD  -  246902",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"GEORGETOWN ISD  -  246904",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"LAMPASAS ISD  -  141901",11
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"LIBERTY HILL ISD  -  246908",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"LLANO ISD  -  150901",19
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"MARBLE FALLS ISD  -  027904",11
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",100,"SALADO ISD  -  014908",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",52
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"CHAPARRAL STAR ACADEMY  -  227814",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"COPPERAS COVE ISD  -  050910",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"FLORENCE ISD  -  246902",15
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"GEORGETOWN ISD  -  246904",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"GOODWATER MONTESSORI SCHOOL  -  246802",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"GRAPEVINE-COLLEYVILLE ISD  -  220906",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"GREAT HEARTS TEXAS  -  015835",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",11
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS  -  227816",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"JOHNSON CITY ISD  -  016901",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"KARNES CITY ISD  -  128901",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"LAMPASAS ISD  -  141901",23
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"LEANDER ISD  -  246913",17
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"LIBERTY HILL ISD  -  246908",87
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"LLANO ISD  -  150901",33
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"MARBLE FALLS ISD  -  027904",42
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"ORENDA CHARTER SCHOOL  -  014804",18
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"RICE CISD  -  045903",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"ROSCOE COLLEGIATE ISD  -  177901",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"ROUND ROCK ISD  -  246909",-999
"2022-2023",13,"REGION XIII AUSTIN","BURNET CISD  -  027903","Traditional ISD/CSD",200,"Transfers Out To",100,"SALADO ISD  -  014908",-999
