T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Arlington ISD (220901)",17
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Azle ISD (220915)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Birdville ISD (220902)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Burleson ISD (126902)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Crowley ISD (220912)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Fort Worth ISD (220905)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Joshua ISD (126905)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Mansfield ISD (220908)",27
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Midlothian ISD (070908)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",100,"Venus ISD (126908)",-999
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",11,"Region XI Fort Worth","Kennedale ISD (220914)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",65
