"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Alvord ISD (249901)",10
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Bowie ISD (169901)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Bridgeport ISD (249903)",25
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Decatur ISD (249905)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Jacksboro ISD (119902)",6
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",100,"Paradise ISD (249906)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",200,"","."
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",200,"Total Transfers In",46
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",100,"Transfers In From",300,"","."
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Alvord ISD (249901)",10
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Bowie ISD (169901)",8
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Boyd ISD (249902)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Bridgeport ISD (249903)",15
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Decatur ISD (249905)",12
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Floresville ISD (247901)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Nocona ISD (169902)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Paradise ISD (249906)",5
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-9999999
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",200,"","."
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",200,"Total Transfers Out",57
"2014-15",11,"Region XI Fort Worth","Chico ISD (249904)",200,"Transfers Out To",300,"","."

