Time;Source;Event
2021-07-01 00:00:00;fridge operation;START
2021-07-01 00:00:00;REFRIGERATOR;ON
2021-07-01 00:13:42;REFRIGERATOR;OFF
2021-07-01 00:13:42;fridge operation;END
2021-07-01 01:14:53;fridge operation;START
2021-07-01 01:14:53;REFRIGERATOR;ON
2021-07-01 01:28:35;REFRIGERATOR;OFF
2021-07-01 01:28:35;fridge operation;END
2021-07-01 02:11:16;fridge operation;START
2021-07-01 02:11:16;REFRIGERATOR;ON
2021-07-01 02:24:58;REFRIGERATOR;OFF
2021-07-01 02:24:58;fridge operation;END
2021-07-01 02:58:14;fridge operation;START
2021-07-01 02:58:14;REFRIGERATOR;ON
2021-07-01 03:11:56;REFRIGERATOR;OFF
2021-07-01 03:11:56;fridge operation;END
2021-07-01 03:49:15;fridge operation;START
2021-07-01 03:49:15;REFRIGERATOR;ON
2021-07-01 04:02:57;REFRIGERATOR;OFF
2021-07-01 04:02:57;fridge operation;END
2021-07-01 04:27:25;fridge operation;START
2021-07-01 04:27:25;REFRIGERATOR;ON
2021-07-01 04:41:07;REFRIGERATOR;OFF
2021-07-01 04:41:07;fridge operation;END
2021-07-01 05:05:54;fridge operation;START
2021-07-01 05:05:54;REFRIGERATOR;ON
2021-07-01 05:19:36;REFRIGERATOR;OFF
2021-07-01 05:19:36;fridge operation;END
2021-07-01 06:09:02;fridge operation;START
2021-07-01 06:09:02;REFRIGERATOR;ON
2021-07-01 06:22:44;REFRIGERATOR;OFF
2021-07-01 06:22:44;fridge operation;END
2021-07-01 07:02:52;fridge operation;START
2021-07-01 07:02:52;REFRIGERATOR;ON
2021-07-01 07:16:34;REFRIGERATOR;OFF
2021-07-01 07:16:34;fridge operation;END
2021-07-01 08:02:25;fridge operation;START
2021-07-01 08:02:25;REFRIGERATOR;ON
2021-07-01 08:16:07;REFRIGERATOR;OFF
2021-07-01 08:16:07;fridge operation;END
2021-07-01 08:38:40;fridge operation;START
2021-07-01 08:38:40;REFRIGERATOR;ON
2021-07-01 08:52:22;REFRIGERATOR;OFF
2021-07-01 08:52:22;fridge operation;END
2021-07-01 09:39:04;fridge operation;START
2021-07-01 09:39:04;REFRIGERATOR;ON
2021-07-01 09:52:46;REFRIGERATOR;OFF
2021-07-01 09:52:46;fridge operation;END
2021-07-01 10:38:32;fridge operation;START
2021-07-01 10:38:32;REFRIGERATOR;ON
2021-07-01 10:52:14;REFRIGERATOR;OFF
2021-07-01 10:52:14;fridge operation;END
2021-07-01 12:13:51;fridge operation;START
2021-07-01 12:13:51;REFRIGERATOR;ON
2021-07-01 12:27:33;REFRIGERATOR;OFF
2021-07-01 12:27:33;fridge operation;END
2021-07-01 13:28:11;fridge operation;START
2021-07-01 13:28:11;REFRIGERATOR;ON
2021-07-01 13:41:53;REFRIGERATOR;OFF
2021-07-01 13:41:53;fridge operation;END
2021-07-01 14:28:46;fridge operation;START
2021-07-01 14:28:46;REFRIGERATOR;ON
2021-07-01 14:42:28;REFRIGERATOR;OFF
2021-07-01 14:42:28;fridge operation;END
2021-07-01 14:53:49;vacuuming;START
2021-07-01 14:53:49;VACUUMCLEANER;ON
2021-07-01 15:05:49;VACUUMCLEANER;OFF
2021-07-01 15:05:49;vacuuming;END
2021-07-01 15:28:25;fridge operation;START
2021-07-01 15:28:25;REFRIGERATOR;ON
2021-07-01 15:42:07;REFRIGERATOR;OFF
2021-07-01 15:42:07;fridge operation;END
2021-07-01 16:45:53;fridge operation;START
2021-07-01 16:45:53;REFRIGERATOR;ON
2021-07-01 16:59:35;REFRIGERATOR;OFF
2021-07-01 16:59:35;fridge operation;END
2021-07-01 17:06:53;use a personal computer;START
2021-07-01 17:06:53;PC;ON
2021-07-01 17:33:07;use a personal computer;START
2021-07-01 17:33:07;PC;ON
2021-07-01 18:07:40;fridge operation;START
2021-07-01 18:07:40;REFRIGERATOR;ON
2021-07-01 18:21:22;REFRIGERATOR;OFF
2021-07-01 18:21:22;fridge operation;END
2021-07-01 18:22:12;PC;OFF
2021-07-01 18:22:12;use a personal computer;END
2021-07-01 18:48:26;PC;OFF
2021-07-01 18:48:26;use a personal computer;END
2021-07-01 19:06:55;fridge operation;START
2021-07-01 19:06:55;REFRIGERATOR;ON
2021-07-01 19:16:04;watching TV;START
2021-07-01 19:16:04;TV;ON
2021-07-01 19:20:37;REFRIGERATOR;OFF
2021-07-01 19:20:37;fridge operation;END
2021-07-01 19:26:32;dishwasher operation;START
2021-07-01 19:26:39;DISHWASHER;ON
2021-07-01 19:27:24;watching TV;START
2021-07-01 19:27:24;TV;ON
2021-07-01 19:53:31;fridge operation;START
2021-07-01 19:53:31;REFRIGERATOR;ON
2021-07-01 20:07:13;REFRIGERATOR;OFF
2021-07-01 20:07:13;fridge operation;END
2021-07-01 20:13:24;TV;OFF
2021-07-01 20:13:25;TV;ON
2021-07-01 20:25:40;TV;OFF
2021-07-01 20:25:41;TV;ON
2021-07-01 20:31:24;TV;OFF
2021-07-01 20:31:24;watching TV;END
2021-07-01 20:33:55;DISHWASHER;OFF
2021-07-01 20:33:55;dishwasher operation;END
2021-07-01 20:45:23;fridge operation;START
2021-07-01 20:45:23;REFRIGERATOR;ON
2021-07-01 20:55:16;TV;OFF
2021-07-01 20:55:16;watching TV;END
2021-07-01 20:59:05;REFRIGERATOR;OFF
2021-07-01 20:59:05;fridge operation;END
2021-07-01 21:03:36;use a personal computer;START
2021-07-01 21:03:36;PC;ON
2021-07-01 21:50:23;fridge operation;START
2021-07-01 21:50:23;REFRIGERATOR;ON
2021-07-01 22:02:03;use a personal computer;START
2021-07-01 22:02:03;PC;ON
2021-07-01 22:04:05;REFRIGERATOR;OFF
2021-07-01 22:04:05;fridge operation;END
2021-07-01 22:18:55;PC;OFF
2021-07-01 22:18:55;use a personal computer;END
2021-07-01 22:52:25;fridge operation;START
2021-07-01 22:52:25;REFRIGERATOR;ON
2021-07-01 23:06:07;REFRIGERATOR;OFF
2021-07-01 23:06:07;fridge operation;END
2021-07-01 23:17:22;PC;OFF
2021-07-01 23:17:22;use a personal computer;END
2021-07-02 00:11:22;fridge operation;START
2021-07-02 00:11:22;REFRIGERATOR;ON
2021-07-02 00:25:04;REFRIGERATOR;OFF
2021-07-02 00:25:04;fridge operation;END
2021-07-02 01:03:26;fridge operation;START
2021-07-02 01:03:26;REFRIGERATOR;ON
2021-07-02 01:17:08;REFRIGERATOR;OFF
2021-07-02 01:17:08;fridge operation;END
2021-07-02 01:46:18;fridge operation;START
2021-07-02 01:46:18;REFRIGERATOR;ON
2021-07-02 02:00:00;REFRIGERATOR;OFF
2021-07-02 02:00:00;fridge operation;END
2021-07-02 02:43:11;fridge operation;START
2021-07-02 02:43:11;REFRIGERATOR;ON
2021-07-02 02:56:53;REFRIGERATOR;OFF
2021-07-02 02:56:53;fridge operation;END
2021-07-02 03:18:13;fridge operation;START
2021-07-02 03:18:13;REFRIGERATOR;ON
2021-07-02 03:31:55;REFRIGERATOR;OFF
2021-07-02 03:31:55;fridge operation;END
2021-07-02 04:11:42;fridge operation;START
2021-07-02 04:11:42;REFRIGERATOR;ON
2021-07-02 04:25:24;REFRIGERATOR;OFF
2021-07-02 04:25:24;fridge operation;END
2021-07-02 05:00:24;fridge operation;START
2021-07-02 05:00:24;REFRIGERATOR;ON
2021-07-02 05:14:06;REFRIGERATOR;OFF
2021-07-02 05:14:06;fridge operation;END
2021-07-02 05:45:26;fridge operation;START
2021-07-02 05:45:26;REFRIGERATOR;ON
2021-07-02 05:59:08;REFRIGERATOR;OFF
2021-07-02 05:59:08;fridge operation;END
2021-07-02 06:39:28;fridge operation;START
2021-07-02 06:39:28;REFRIGERATOR;ON
2021-07-02 06:53:10;REFRIGERATOR;OFF
2021-07-02 06:53:10;fridge operation;END
2021-07-02 07:00:00;dishwasher operation;START
2021-07-02 07:00:09;DISHWASHER;ON
2021-07-02 07:58:41;fridge operation;START
2021-07-02 07:58:41;REFRIGERATOR;ON
2021-07-02 08:07:25;DISHWASHER;OFF
2021-07-02 08:07:25;dishwasher operation;END
2021-07-02 08:12:23;REFRIGERATOR;OFF
2021-07-02 08:12:23;fridge operation;END
2021-07-02 08:40:13;fridge operation;START
2021-07-02 08:40:13;REFRIGERATOR;ON
2021-07-02 08:53:55;REFRIGERATOR;OFF
2021-07-02 08:53:55;fridge operation;END
2021-07-02 09:44:37;fridge operation;START
2021-07-02 09:44:37;REFRIGERATOR;ON
2021-07-02 09:58:19;REFRIGERATOR;OFF
2021-07-02 09:58:19;fridge operation;END
2021-07-02 11:21:34;fridge operation;START
2021-07-02 11:21:34;REFRIGERATOR;ON
2021-07-02 11:35:16;REFRIGERATOR;OFF
2021-07-02 11:35:16;fridge operation;END
2021-07-02 12:08:48;fridge operation;START
2021-07-02 12:08:48;REFRIGERATOR;ON
2021-07-02 12:22:30;REFRIGERATOR;OFF
2021-07-02 12:22:30;fridge operation;END
2021-07-02 12:46:40;fridge operation;START
2021-07-02 12:46:40;REFRIGERATOR;ON
2021-07-02 13:00:22;REFRIGERATOR;OFF
2021-07-02 13:00:22;fridge operation;END
2021-07-02 13:41:26;fridge operation;START
2021-07-02 13:41:26;REFRIGERATOR;ON
2021-07-02 13:55:08;REFRIGERATOR;OFF
2021-07-02 13:55:08;fridge operation;END
2021-07-02 14:44:42;vacuuming;START
2021-07-02 14:44:42;VACUUMCLEANER;ON
2021-07-02 14:56:42;VACUUMCLEANER;OFF
2021-07-02 14:56:42;vacuuming;END
2021-07-02 15:04:31;fridge operation;START
2021-07-02 15:04:31;REFRIGERATOR;ON
2021-07-02 15:18:13;REFRIGERATOR;OFF
2021-07-02 15:18:13;fridge operation;END
2021-07-02 16:14:02;fridge operation;START
2021-07-02 16:14:02;REFRIGERATOR;ON
2021-07-02 16:17:14;watching TV;START
2021-07-02 16:17:14;TV;ON
2021-07-02 16:27:44;REFRIGERATOR;OFF
2021-07-02 16:27:44;fridge operation;END
2021-07-02 16:51:36;vacuuming;START
2021-07-02 16:51:36;VACUUMCLEANER;ON
2021-07-02 17:03:36;VACUUMCLEANER;OFF
2021-07-02 17:03:36;vacuuming;END
2021-07-02 17:07:26;fridge operation;START
2021-07-02 17:07:26;REFRIGERATOR;ON
2021-07-02 17:21:08;REFRIGERATOR;OFF
2021-07-02 17:21:08;fridge operation;END
2021-07-02 17:41:39;watching TV;START
2021-07-02 17:41:39;TV;ON
2021-07-02 18:07:12;TV;OFF
2021-07-02 18:07:13;TV;ON
2021-07-02 18:23:17;fridge operation;START
2021-07-02 18:23:17;REFRIGERATOR;ON
2021-07-02 18:34:33;TV;OFF
2021-07-02 18:34:33;watching TV;END
2021-07-02 18:36:59;REFRIGERATOR;OFF
2021-07-02 18:36:59;fridge operation;END
2021-07-02 18:46:05;use a personal computer;START
2021-07-02 18:46:05;PC;ON
2021-07-02 19:04:44;fridge operation;START
2021-07-02 19:04:44;REFRIGERATOR;ON
2021-07-02 19:06:48;TV;OFF
2021-07-02 19:06:49;TV;ON
2021-07-02 19:18:26;REFRIGERATOR;OFF
2021-07-02 19:18:26;fridge operation;END
2021-07-02 19:26:56;TV;OFF
2021-07-02 19:26:56;watching TV;END
2021-07-02 19:46:55;fridge operation;START
2021-07-02 19:46:55;REFRIGERATOR;ON
2021-07-02 19:48:47;use a personal computer;START
2021-07-02 19:48:47;PC;ON
2021-07-02 20:00:37;REFRIGERATOR;OFF
2021-07-02 20:00:37;fridge operation;END
2021-07-02 20:01:24;PC;OFF
2021-07-02 20:01:24;use a personal computer;END
2021-07-02 20:38:30;dishwasher operation;START
2021-07-02 20:38:36;DISHWASHER;ON
2021-07-02 20:46:57;fridge operation;START
2021-07-02 20:46:57;REFRIGERATOR;ON
2021-07-02 21:00:39;REFRIGERATOR;OFF
2021-07-02 21:00:39;fridge operation;END
2021-07-02 21:04:06;PC;OFF
2021-07-02 21:04:06;use a personal computer;END
2021-07-02 21:05:16;use a personal computer;START
2021-07-02 21:05:16;PC;ON
2021-07-02 21:33:34;use a personal computer;START
2021-07-02 21:33:34;PC;ON
2021-07-02 21:45:52;DISHWASHER;OFF
2021-07-02 21:45:52;dishwasher operation;END
2021-07-02 22:17:12;fridge operation;START
2021-07-02 22:17:12;REFRIGERATOR;ON
2021-07-02 22:20:35;PC;OFF
2021-07-02 22:20:35;use a personal computer;END
2021-07-02 22:30:54;REFRIGERATOR;OFF
2021-07-02 22:30:54;fridge operation;END
2021-07-02 22:48:53;PC;OFF
2021-07-02 22:48:53;use a personal computer;END
2021-07-02 23:19:21;fridge operation;START
2021-07-02 23:19:21;REFRIGERATOR;ON
2021-07-02 23:33:03;REFRIGERATOR;OFF
2021-07-02 23:33:03;fridge operation;END
2021-07-03 00:17:48;fridge operation;START
2021-07-03 00:17:48;REFRIGERATOR;ON
2021-07-03 00:31:30;REFRIGERATOR;OFF
2021-07-03 00:31:30;fridge operation;END
2021-07-03 01:20:32;fridge operation;START
2021-07-03 01:20:32;REFRIGERATOR;ON
2021-07-03 01:34:14;REFRIGERATOR;OFF
2021-07-03 01:34:14;fridge operation;END
2021-07-03 02:04:17;fridge operation;START
2021-07-03 02:04:17;REFRIGERATOR;ON
2021-07-03 02:17:59;REFRIGERATOR;OFF
2021-07-03 02:17:59;fridge operation;END
2021-07-03 03:03:35;fridge operation;START
2021-07-03 03:03:35;REFRIGERATOR;ON
2021-07-03 03:17:17;REFRIGERATOR;OFF
2021-07-03 03:17:17;fridge operation;END
2021-07-03 04:08:40;fridge operation;START
2021-07-03 04:08:40;REFRIGERATOR;ON
2021-07-03 04:22:22;REFRIGERATOR;OFF
2021-07-03 04:22:22;fridge operation;END
2021-07-03 05:00:24;fridge operation;START
2021-07-03 05:00:24;REFRIGERATOR;ON
2021-07-03 05:14:06;REFRIGERATOR;OFF
2021-07-03 05:14:06;fridge operation;END
2021-07-03 06:23:35;fridge operation;START
2021-07-03 06:23:35;REFRIGERATOR;ON
2021-07-03 06:37:17;REFRIGERATOR;OFF
2021-07-03 06:37:17;fridge operation;END
2021-07-03 07:13:57;dishwasher operation;START
2021-07-03 07:14:06;DISHWASHER;ON
2021-07-03 07:16:54;dishwasher operation;START
2021-07-03 07:17:02;DISHWASHER;ON
2021-07-03 07:38:23;fridge operation;START
2021-07-03 07:38:23;REFRIGERATOR;ON
2021-07-03 07:52:05;REFRIGERATOR;OFF
2021-07-03 07:52:05;fridge operation;END
2021-07-03 08:21:22;DISHWASHER;OFF
2021-07-03 08:21:22;dishwasher operation;END
2021-07-03 08:24:18;DISHWASHER;OFF
2021-07-03 08:24:18;dishwasher operation;END
2021-07-03 08:28:13;fridge operation;START
2021-07-03 08:28:13;REFRIGERATOR;ON
2021-07-03 08:41:55;REFRIGERATOR;OFF
2021-07-03 08:41:55;fridge operation;END
2021-07-03 09:24:05;fridge operation;START
2021-07-03 09:24:05;REFRIGERATOR;ON
2021-07-03 09:37:47;REFRIGERATOR;OFF
2021-07-03 09:37:47;fridge operation;END
2021-07-03 10:24:53;fridge operation;START
2021-07-03 10:24:53;REFRIGERATOR;ON
2021-07-03 10:38:35;REFRIGERATOR;OFF
2021-07-03 10:38:35;fridge operation;END
2021-07-03 11:30:29;fridge operation;START
2021-07-03 11:30:29;REFRIGERATOR;ON
2021-07-03 11:44:11;REFRIGERATOR;OFF
2021-07-03 11:44:11;fridge operation;END
2021-07-03 12:18:56;fridge operation;START
2021-07-03 12:18:56;REFRIGERATOR;ON
2021-07-03 12:32:38;REFRIGERATOR;OFF
2021-07-03 12:32:38;fridge operation;END
2021-07-03 13:45:52;fridge operation;START
2021-07-03 13:45:52;REFRIGERATOR;ON
2021-07-03 13:59:34;REFRIGERATOR;OFF
2021-07-03 13:59:34;fridge operation;END
2021-07-03 14:14:46;vacuuming;START
2021-07-03 14:14:46;VACUUMCLEANER;ON
2021-07-03 14:26:46;VACUUMCLEANER;OFF
2021-07-03 14:26:46;vacuuming;END
2021-07-03 14:41:55;fridge operation;START
2021-07-03 14:41:55;REFRIGERATOR;ON
2021-07-03 14:55:37;REFRIGERATOR;OFF
2021-07-03 14:55:37;fridge operation;END
2021-07-03 15:29:43;fridge operation;START
2021-07-03 15:29:43;REFRIGERATOR;ON
2021-07-03 15:43:25;REFRIGERATOR;OFF
2021-07-03 15:43:25;fridge operation;END
2021-07-03 16:46:06;fridge operation;START
2021-07-03 16:46:06;REFRIGERATOR;ON
2021-07-03 16:59:48;REFRIGERATOR;OFF
2021-07-03 16:59:48;fridge operation;END
2021-07-03 17:07:25;vacuuming;START
2021-07-03 17:07:25;VACUUMCLEANER;ON
2021-07-03 17:16:55;watching TV;START
2021-07-03 17:16:55;TV;ON
2021-07-03 17:19:25;VACUUMCLEANER;OFF
2021-07-03 17:19:25;vacuuming;END
2021-07-03 17:53:23;watching TV;START
2021-07-03 17:53:23;TV;ON
2021-07-03 18:01:29;fridge operation;START
2021-07-03 18:01:29;REFRIGERATOR;ON
2021-07-03 18:15:11;REFRIGERATOR;OFF
2021-07-03 18:15:11;fridge operation;END
2021-07-03 18:16:51;TV;OFF
2021-07-03 18:16:52;TV;ON
