Time;Source;Event
2021-07-03 18:34:06;TV;OFF
2021-07-03 18:34:07;TV;ON
2021-07-03 18:45:18;TV;OFF
2021-07-03 18:45:18;watching TV;END
2021-07-03 18:55:28;TV;OFF
2021-07-03 18:55:28;watching TV;END
2021-07-03 19:26:12;fridge operation;START
2021-07-03 19:26:12;REFRIGERATOR;ON
2021-07-03 19:39:54;REFRIGERATOR;OFF
2021-07-03 19:39:54;fridge operation;END
2021-07-03 20:00:00;use a personal computer;START
2021-07-03 20:00:00;PC;ON
2021-07-03 20:00:43;use a personal computer;START
2021-07-03 20:00:43;PC;ON
2021-07-03 20:52:50;fridge operation;START
2021-07-03 20:52:50;REFRIGERATOR;ON
2021-07-03 21:06:32;REFRIGERATOR;OFF
2021-07-03 21:06:32;fridge operation;END
2021-07-03 21:15:19;PC;OFF
2021-07-03 21:15:19;use a personal computer;END
2021-07-03 21:16:02;PC;OFF
2021-07-03 21:16:02;use a personal computer;END
2021-07-03 21:20:52;use a personal computer;START
2021-07-03 21:20:52;PC;ON
2021-07-03 21:43:37;use a personal computer;START
2021-07-03 21:43:37;PC;ON
2021-07-03 21:49:35;fridge operation;START
2021-07-03 21:49:35;REFRIGERATOR;ON
2021-07-03 22:03:17;REFRIGERATOR;OFF
2021-07-03 22:03:17;fridge operation;END
2021-07-03 22:36:11;PC;OFF
2021-07-03 22:36:11;use a personal computer;END
2021-07-03 22:58:56;PC;OFF
2021-07-03 22:58:56;use a personal computer;END
2021-07-03 23:13:17;fridge operation;START
2021-07-03 23:13:17;REFRIGERATOR;ON
2021-07-03 23:26:59;REFRIGERATOR;OFF
2021-07-03 23:26:59;fridge operation;END
2021-07-04 00:17:41;fridge operation;START
2021-07-04 00:17:41;REFRIGERATOR;ON
2021-07-04 00:31:23;REFRIGERATOR;OFF
2021-07-04 00:31:23;fridge operation;END
2021-07-04 01:24:32;fridge operation;START
2021-07-04 01:24:32;REFRIGERATOR;ON
2021-07-04 01:38:14;REFRIGERATOR;OFF
2021-07-04 01:38:14;fridge operation;END
2021-07-04 01:53:46;fridge operation;START
2021-07-04 01:53:46;REFRIGERATOR;ON
2021-07-04 02:07:28;REFRIGERATOR;OFF
2021-07-04 02:07:28;fridge operation;END
2021-07-04 02:29:45;fridge operation;START
2021-07-04 02:29:45;REFRIGERATOR;ON
2021-07-04 02:43:27;REFRIGERATOR;OFF
2021-07-04 02:43:27;fridge operation;END
2021-07-04 03:37:27;fridge operation;START
2021-07-04 03:37:27;REFRIGERATOR;ON
2021-07-04 03:51:09;REFRIGERATOR;OFF
2021-07-04 03:51:09;fridge operation;END
2021-07-04 04:38:34;fridge operation;START
2021-07-04 04:38:34;REFRIGERATOR;ON
2021-07-04 04:52:16;REFRIGERATOR;OFF
2021-07-04 04:52:16;fridge operation;END
2021-07-04 05:27:23;fridge operation;START
2021-07-04 05:27:23;REFRIGERATOR;ON
2021-07-04 05:41:05;REFRIGERATOR;OFF
2021-07-04 05:41:05;fridge operation;END
2021-07-04 06:22:01;fridge operation;START
2021-07-04 06:22:01;REFRIGERATOR;ON
2021-07-04 06:35:43;REFRIGERATOR;OFF
2021-07-04 06:35:43;fridge operation;END
2021-07-04 07:00:00;dishwasher operation;START
2021-07-04 07:00:08;DISHWASHER;ON
2021-07-04 07:30:49;fridge operation;START
2021-07-04 07:30:49;REFRIGERATOR;ON
2021-07-04 07:44:31;REFRIGERATOR;OFF
2021-07-04 07:44:31;fridge operation;END
2021-07-04 08:07:24;DISHWASHER;OFF
2021-07-04 08:07:24;dishwasher operation;END
2021-07-04 08:45:13;fridge operation;START
2021-07-04 08:45:13;REFRIGERATOR;ON
2021-07-04 08:58:55;REFRIGERATOR;OFF
2021-07-04 08:58:55;fridge operation;END
2021-07-04 09:50:17;fridge operation;START
2021-07-04 09:50:17;REFRIGERATOR;ON
2021-07-04 10:03:59;REFRIGERATOR;OFF
2021-07-04 10:03:59;fridge operation;END
2021-07-04 10:31:02;fridge operation;START
2021-07-04 10:31:02;REFRIGERATOR;ON
2021-07-04 10:44:44;REFRIGERATOR;OFF
2021-07-04 10:44:44;fridge operation;END
2021-07-04 11:29:43;fridge operation;START
2021-07-04 11:29:43;REFRIGERATOR;ON
2021-07-04 11:43:25;REFRIGERATOR;OFF
2021-07-04 11:43:25;fridge operation;END
2021-07-04 12:38:13;fridge operation;START
2021-07-04 12:38:13;REFRIGERATOR;ON
2021-07-04 12:51:55;REFRIGERATOR;OFF
2021-07-04 12:51:55;fridge operation;END
2021-07-04 13:10:05;fridge operation;START
2021-07-04 13:10:05;REFRIGERATOR;ON
2021-07-04 13:23:47;REFRIGERATOR;OFF
2021-07-04 13:23:47;fridge operation;END
2021-07-04 14:31:56;fridge operation;START
2021-07-04 14:31:56;REFRIGERATOR;ON
2021-07-04 14:45:38;REFRIGERATOR;OFF
2021-07-04 14:45:38;fridge operation;END
2021-07-04 14:53:48;vacuuming;START
2021-07-04 14:53:48;VACUUMCLEANER;ON
2021-07-04 15:05:48;VACUUMCLEANER;OFF
2021-07-04 15:05:48;vacuuming;END
2021-07-04 15:38:11;fridge operation;START
2021-07-04 15:38:11;REFRIGERATOR;ON
2021-07-04 15:40:08;vacuuming;START
2021-07-04 15:40:08;VACUUMCLEANER;ON
2021-07-04 15:50:09;use a personal computer;START
2021-07-04 15:50:09;PC;ON
2021-07-04 15:51:53;REFRIGERATOR;OFF
2021-07-04 15:51:53;fridge operation;END
2021-07-04 15:52:08;VACUUMCLEANER;OFF
2021-07-04 15:52:08;vacuuming;END
2021-07-04 16:02:12;use a personal computer;START
2021-07-04 16:02:12;PC;ON
2021-07-04 16:52:38;fridge operation;START
2021-07-04 16:52:38;REFRIGERATOR;ON
2021-07-04 17:05:28;PC;OFF
2021-07-04 17:05:28;use a personal computer;END
2021-07-04 17:06:20;REFRIGERATOR;OFF
2021-07-04 17:06:20;fridge operation;END
2021-07-04 17:16:00;watching TV;START
2021-07-04 17:16:00;TV;ON
2021-07-04 17:17:31;PC;OFF
2021-07-04 17:17:31;use a personal computer;END
2021-07-04 17:21:20;use a personal computer;START
2021-07-04 17:21:20;PC;ON
2021-07-04 17:27:54;fridge operation;START
2021-07-04 17:27:54;REFRIGERATOR;ON
2021-07-04 17:41:36;REFRIGERATOR;OFF
2021-07-04 17:41:36;fridge operation;END
2021-07-04 18:17:36;fridge operation;START
2021-07-04 18:17:36;REFRIGERATOR;ON
2021-07-04 18:30:10;TV;OFF
2021-07-04 18:30:11;TV;ON
2021-07-04 18:31:18;REFRIGERATOR;OFF
2021-07-04 18:31:18;fridge operation;END
2021-07-04 18:36:39;PC;OFF
2021-07-04 18:36:39;use a personal computer;END
2021-07-04 18:57:52;TV;OFF
2021-07-04 18:57:52;watching TV;END
2021-07-04 18:58:28;fridge operation;START
2021-07-04 18:58:28;REFRIGERATOR;ON
2021-07-04 19:09:35;watching TV;START
2021-07-04 19:09:35;TV;ON
2021-07-04 19:12:10;REFRIGERATOR;OFF
2021-07-04 19:12:10;fridge operation;END
2021-07-04 19:16:38;dishwasher operation;START
2021-07-04 19:16:45;DISHWASHER;ON
2021-07-04 19:42:22;fridge operation;START
2021-07-04 19:42:22;REFRIGERATOR;ON
2021-07-04 19:56:04;REFRIGERATOR;OFF
2021-07-04 19:56:04;fridge operation;END
2021-07-04 20:09:41;TV;OFF
2021-07-04 20:09:42;TV;ON
2021-07-04 20:24:01;DISHWASHER;OFF
2021-07-04 20:24:01;dishwasher operation;END
2021-07-04 20:30:48;TV;OFF
2021-07-04 20:30:48;watching TV;END
2021-07-04 20:37:41;use a personal computer;START
2021-07-04 20:37:41;PC;ON
2021-07-04 20:39:49;watching TV;START
2021-07-04 20:39:49;TV;ON
2021-07-04 20:45:50;fridge operation;START
2021-07-04 20:45:50;REFRIGERATOR;ON
2021-07-04 20:59:32;REFRIGERATOR;OFF
2021-07-04 20:59:32;fridge operation;END
2021-07-04 21:53:00;PC;OFF
2021-07-04 21:53:00;use a personal computer;END
2021-07-04 22:08:39;TV;OFF
2021-07-04 22:08:40;TV;ON
2021-07-04 22:14:30;fridge operation;START
2021-07-04 22:14:30;REFRIGERATOR;ON
2021-07-04 22:24:08;TV;OFF
2021-07-04 22:24:08;watching TV;END
2021-07-04 22:28:12;REFRIGERATOR;OFF
2021-07-04 22:28:12;fridge operation;END
2021-07-04 23:05:01;fridge operation;START
2021-07-04 23:05:01;REFRIGERATOR;ON
2021-07-04 23:18:43;REFRIGERATOR;OFF
2021-07-04 23:18:43;fridge operation;END
2021-07-05 00:00:00;fridge operation;START
2021-07-05 00:00:00;REFRIGERATOR;ON
2021-07-05 00:13:42;REFRIGERATOR;OFF
2021-07-05 00:13:42;fridge operation;END
2021-07-05 00:35:33;fridge operation;START
2021-07-05 00:35:33;REFRIGERATOR;ON
2021-07-05 00:49:15;REFRIGERATOR;OFF
2021-07-05 00:49:15;fridge operation;END
2021-07-05 01:22:28;fridge operation;START
2021-07-05 01:22:28;REFRIGERATOR;ON
2021-07-05 01:36:10;REFRIGERATOR;OFF
2021-07-05 01:36:10;fridge operation;END
2021-07-05 02:57:56;fridge operation;START
2021-07-05 02:57:56;REFRIGERATOR;ON
2021-07-05 03:11:38;REFRIGERATOR;OFF
2021-07-05 03:11:38;fridge operation;END
2021-07-05 03:54:11;fridge operation;START
2021-07-05 03:54:11;REFRIGERATOR;ON
2021-07-05 04:07:53;REFRIGERATOR;OFF
2021-07-05 04:07:53;fridge operation;END
2021-07-05 04:44:44;fridge operation;START
2021-07-05 04:44:44;REFRIGERATOR;ON
2021-07-05 04:58:26;REFRIGERATOR;OFF
2021-07-05 04:58:26;fridge operation;END
2021-07-05 05:42:13;fridge operation;START
2021-07-05 05:42:13;REFRIGERATOR;ON
2021-07-05 05:55:55;REFRIGERATOR;OFF
2021-07-05 05:55:55;fridge operation;END
2021-07-05 06:52:03;fridge operation;START
2021-07-05 06:52:03;REFRIGERATOR;ON
2021-07-05 07:05:45;REFRIGERATOR;OFF
2021-07-05 07:05:45;fridge operation;END
2021-07-05 07:26:38;fridge operation;START
2021-07-05 07:26:38;REFRIGERATOR;ON
2021-07-05 07:40:20;REFRIGERATOR;OFF
2021-07-05 07:40:20;fridge operation;END
2021-07-05 08:12:46;fridge operation;START
2021-07-05 08:12:46;REFRIGERATOR;ON
2021-07-05 08:26:28;REFRIGERATOR;OFF
2021-07-05 08:26:28;fridge operation;END
2021-07-05 09:08:07;fridge operation;START
2021-07-05 09:08:07;REFRIGERATOR;ON
2021-07-05 09:21:49;REFRIGERATOR;OFF
2021-07-05 09:21:49;fridge operation;END
2021-07-05 10:09:28;fridge operation;START
2021-07-05 10:09:28;REFRIGERATOR;ON
2021-07-05 10:23:10;REFRIGERATOR;OFF
