SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2021-2022,123805,EHRHART SCHOOL,5,OPEN ENROLLMENT CHARTER,507,392,12,27,445,298,152,-999,21,0,-999,22,48,507
STATE,DISTRICT,2021-2022,241903,EL CAMPO ISD,3,TRADITIONAL ISD/CSD,3426,1744,88,126,2563,424,215,-999,250,45,-999,277,413,1575
STATE,DISTRICT,2021-2022,71804,EL PASO ACADEMY,19,OPEN ENROLLMENT CHARTER,272,272,0,-999,194,43,38,-999,0,-999,0,21,26,272
STATE,DISTRICT,2021-2022,71902,EL PASO ISD,19,TRADITIONAL ISD/CSD,50769,32362,11228,1704,37274,17591,6724,34,6264,476,5250,2885,5777,48205
STATE,DISTRICT,2021-2022,71810,EL PASO LEADERSHIP ACADEMY,19,OPEN ENROLLMENT CHARTER,266,221,0,-999,230,187,166,0,13,0,-999,18,29,257
STATE,DISTRICT,2021-2022,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,489,110,0,-999,87,39,35,0,0,0,74,30,39,0
STATE,DISTRICT,2021-2022,243902,ELECTRA ISD,9,TRADITIONAL ISD/CSD,454,207,0,13,308,-999,-999,-999,22,-999,-999,43,73,292
STATE,DISTRICT,2021-2022,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,55,22,0,0,44,0,0,-999,0,-999,0,0,-999,0
STATE,DISTRICT,2021-2022,11902,ELGIN ISD,13,TRADITIONAL ISD/CSD,4996,3878,862,269,3548,2059,693,-999,379,120,-999,445,626,2638
STATE,DISTRICT,2021-2022,1903,ELKHART ISD,7,TRADITIONAL ISD/CSD,1150,336,0,65,522,32,31,-999,53,16,23,79,139,1150
STATE,DISTRICT,2021-2022,102906,ELYSIAN FIELDS ISD,7,TRADITIONAL ISD/CSD,829,282,-999,51,516,-999,-999,-999,54,0,-999,42,119,381
STATE,DISTRICT,2021-2022,70903,ENNIS ISD,10,TRADITIONAL ISD/CSD,6013,2969,348,492,6011,973,349,-999,459,143,-999,677,719,6013
STATE,DISTRICT,2021-2022,49906,ERA ISD,11,TRADITIONAL ISD/CSD,495,232,0,24,165,-999,-999,0,37,-999,20,21,62,495
STATE,DISTRICT,2021-2022,72802,ERATH EXCELS ACADEMY INC,11,OPEN ENROLLMENT CHARTER,94,88,0,-999,83,-999,-999,-999,0,0,-999,10,-999,94
STATE,DISTRICT,2021-2022,101872,ETOILE ACADEMY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,341,234,0,-999,340,213,0,0,0,0,0,-999,30,252
STATE,DISTRICT,2021-2022,174910,ETOILE ISD,7,TRADITIONAL ISD/CSD,94,68,0,-999,81,0,0,-999,-999,0,-999,-999,15,94
STATE,DISTRICT,2021-2022,30906,EULA ISD,14,TRADITIONAL ISD/CSD,464,150,0,20,197,-999,-999,0,30,-999,18,29,78,258
STATE,DISTRICT,2021-2022,107905,EUSTACE ISD,7,TRADITIONAL ISD/CSD,1650,772,0,142,1140,63,59,13,61,0,28,133,287,1650
STATE,DISTRICT,2021-2022,121906,EVADALE ISD,5,TRADITIONAL ISD/CSD,397,135,0,29,158,-999,-999,0,0,0,0,44,47,188
STATE,DISTRICT,2021-2022,50901,EVANT ISD,12,TRADITIONAL ISD/CSD,213,118,0,21,136,27,27,0,19,-999,-999,29,28,213
STATE,DISTRICT,2021-2022,220904,EVERMAN ISD,11,TRADITIONAL ISD/CSD,5463,4327,627,225,5091,1838,935,21,188,64,50,379,606,5463
STATE,DISTRICT,2021-2022,57834,EVOLUTION ACADEMY CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,669,663,0,11,450,56,0,-999,0,44,-999,40,53,669
STATE,DISTRICT,2021-2022,101811,EXCEL ACADEMY,4,OPEN ENROLLMENT CHARTER,217,217,0,-999,217,29,29,-999,0,0,-999,-999,53,217
STATE,DISTRICT,2021-2022,108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,OPEN ENROLLMENT CHARTER,301,265,179,18,258,195,48,0,10,0,-999,22,43,301
STATE,DISTRICT,2021-2022,210906,EXCELSIOR ISD,7,TRADITIONAL ISD/CSD,68,18,0,10,49,10,10,0,0,0,0,-999,-999,68
STATE,DISTRICT,2021-2022,143906,EZZELL ISD,3,TRADITIONAL ISD/CSD,95,15,0,-999,54,0,0,0,0,0,-999,-999,-999,95
STATE,DISTRICT,2021-2022,71903,FABENS ISD,19,TRADITIONAL ISD/CSD,1991,1493,421,55,1806,1003,357,0,73,45,58,152,260,1991
STATE,DISTRICT,2021-2022,81902,FAIRFIELD ISD,12,TRADITIONAL ISD/CSD,1687,652,0,110,1035,110,109,17,56,18,-999,176,173,1196
STATE,DISTRICT,2021-2022,128904,FALLS CITY ISD,20,TRADITIONAL ISD/CSD,431,43,0,19,103,11,10,0,28,0,-999,30,36,26
STATE,DISTRICT,2021-2022,60914,FANNINDEL ISD,8,TRADITIONAL ISD/CSD,148,65,0,15,132,11,11,0,-999,-999,0,24,36,148
STATE,DISTRICT,2021-2022,43904,FARMERSVILLE ISD,10,TRADITIONAL ISD/CSD,2025,468,17,139,1078,297,197,10,99,15,11,173,279,922
STATE,DISTRICT,2021-2022,185902,FARWELL ISD,16,TRADITIONAL ISD/CSD,588,242,0,20,290,102,101,0,35,-999,-999,16,73,588
STATE,DISTRICT,2021-2022,75906,FAYETTEVILLE ISD,13,TRADITIONAL ISD/CSD,279,90,0,12,57,17,17,-999,22,0,-999,21,28,269
STATE,DISTRICT,2021-2022,70905,FERRIS ISD,10,TRADITIONAL ISD/CSD,2630,1736,235,98,2142,915,446,0,133,39,65,122,376,2630
STATE,DISTRICT,2021-2022,75901,FLATONIA ISD,13,TRADITIONAL ISD/CSD,630,181,0,34,328,59,58,13,70,10,0,58,83,630
STATE,DISTRICT,2021-2022,246902,FLORENCE ISD,13,TRADITIONAL ISD/CSD,1117,626,31,75,690,326,201,-999,56,12,114,87,152,772
STATE,DISTRICT,2021-2022,247901,FLORESVILLE ISD,20,TRADITIONAL ISD/CSD,4016,2238,173,197,2149,314,193,30,316,55,200,293,410,3985
STATE,DISTRICT,2021-2022,178914,FLOUR BLUFF ISD,2,TRADITIONAL ISD/CSD,5546,2694,0,329,2699,168,166,23,656,17,562,578,670,2735
STATE,DISTRICT,2021-2022,77901,FLOYDADA COLLEGIATE ISD,17,TRADITIONAL ISD/CSD,687,345,0,41,524,53,26,-999,22,-999,12,56,57,683
STATE,DISTRICT,2021-2022,148902,FOLLETT ISD,16,TRADITIONAL ISD/CSD,176,76,0,-999,102,17,17,0,14,0,-999,14,27,176
STATE,DISTRICT,2021-2022,169910,FORESTBURG ISD,9,TRADITIONAL ISD/CSD,176,24,0,14,84,0,0,0,15,0,0,17,36,176
STATE,DISTRICT,2021-2022,129902,FORNEY ISD,10,TRADITIONAL ISD/CSD,14349,7008,596,1051,5094,1646,1148,67,816,29,129,1320,1744,4961
STATE,DISTRICT,2021-2022,114904,FORSAN ISD,18,TRADITIONAL ISD/CSD,769,320,0,52,258,18,18,0,51,-999,-999,66,64,369
STATE,DISTRICT,2021-2022,79907,FORT BEND ISD,4,TRADITIONAL ISD/CSD,77545,33177,2328,2779,37049,14427,11711,323,4987,567,431,3785,8810,15768
STATE,DISTRICT,2021-2022,242906,FORT ELLIOTT CISD,16,TRADITIONAL ISD/CSD,159,50,0,-999,49,-999,-999,0,0,0,-999,-999,17,0
STATE,DISTRICT,2021-2022,186902,FORT STOCKTON ISD,18,TRADITIONAL ISD/CSD,2248,1533,42,85,1681,243,54,-999,62,23,-999,107,268,2248
STATE,DISTRICT,2021-2022,220809,FORT WORTH ACADEMY OF FINE ARTS,11,OPEN ENROLLMENT CHARTER,654,70,0,31,98,36,36,0,654,-999,12,73,41,97
STATE,DISTRICT,2021-2022,220905,FORT WORTH ISD,11,TRADITIONAL ISD/CSD,74850,57679,11651,3534,63707,28032,12147,12,8996,1945,1435,4898,8049,72278
STATE,DISTRICT,2021-2022,198903,FRANKLIN ISD,6,TRADITIONAL ISD/CSD,1349,330,0,109,551,51,50,11,87,-999,41,202,175,543
STATE,DISTRICT,2021-2022,1904,FRANKSTON ISD,7,TRADITIONAL ISD/CSD,808,361,0,52,438,33,33,-999,59,-999,29,69,106,808
STATE,DISTRICT,2021-2022,86901,FREDERICKSBURG ISD,13,TRADITIONAL ISD/CSD,3121,1476,232,163,1854,512,263,-999,158,47,89,202,499,1982
STATE,DISTRICT,2021-2022,66903,FREER ISD,2,TRADITIONAL ISD/CSD,760,107,0,40,607,22,19,-999,61,0,12,22,96,760
STATE,DISTRICT,2021-2022,152907,FRENSHIP ISD,17,TRADITIONAL ISD/CSD,10877,4051,163,489,5252,506,331,44,894,12,149,1022,1127,2689
STATE,DISTRICT,2021-2022,84911,FRIENDSWOOD ISD,4,TRADITIONAL ISD/CSD,6180,1415,0,596,686,146,132,-999,541,-999,447,716,810,1252
STATE,DISTRICT,2021-2022,185903,FRIONA ISD,16,TRADITIONAL ISD/CSD,1080,586,57,60,788,397,170,-999,36,-999,-999,62,116,1080
STATE,DISTRICT,2021-2022,43905,FRISCO ISD,10,TRADITIONAL ISD/CSD,65825,14834,476,3272,8431,5895,2337,-999,8408,46,2340,5877,6816,6575
STATE,DISTRICT,2021-2022,175905,FROST ISD,12,TRADITIONAL ISD/CSD,439,222,0,43,191,67,67,-999,25,12,-999,52,54,439
STATE,DISTRICT,2021-2022,234909,FRUITVALE ISD,7,TRADITIONAL ISD/CSD,428,245,0,50,277,19,18,-999,36,25,-999,50,66,428
STATE,DISTRICT,2021-2022,122901,FT DAVIS ISD,18,TRADITIONAL ISD/CSD,178,102,0,-999,92,19,19,0,21,0,0,-999,25,178
STATE,DISTRICT,2021-2022,115901,FT HANCOCK ISD,19,TRADITIONAL ISD/CSD,400,306,177,13,353,239,116,0,24,0,-999,10,38,399
STATE,DISTRICT,2021-2022,15914,FT SAM HOUSTON ISD,20,TRADITIONAL ISD/CSD,1639,589,0,67,420,31,28,-999,99,-999,1549,105,225,861
STATE,DISTRICT,2021-2022,49901,GAINESVILLE ISD,11,TRADITIONAL ISD/CSD,3145,1989,211,78,1969,885,444,-999,158,-999,-999,138,337,2282
STATE,DISTRICT,2021-2022,101910,GALENA PARK ISD,4,TRADITIONAL ISD/CSD,21431,15886,4152,543,18959,8443,4198,32,1426,186,92,787,2392,21428
STATE,DISTRICT,2021-2022,84902,GALVESTON ISD,4,TRADITIONAL ISD/CSD,6661,3773,696,219,5277,1519,611,20,293,193,94,405,746,6661
STATE,DISTRICT,2021-2022,120902,GANADO ISD,3,TRADITIONAL ISD/CSD,738,335,0,23,414,79,79,-999,55,0,-999,72,60,353
STATE,DISTRICT,2021-2022,57909,GARLAND ISD,10,TRADITIONAL ISD/CSD,53674,26628,7002,3618,39717,19691,11828,78,4329,653,419,4091,5571,52034
STATE,DISTRICT,2021-2022,184911,GARNER ISD,11,TRADITIONAL ISD/CSD,245,129,0,20,134,10,10,0,18,-999,-999,17,45,245
STATE,DISTRICT,2021-2022,174903,GARRISON ISD,7,TRADITIONAL ISD/CSD,749,354,0,62,473,20,20,-999,40,-999,-999,86,94,747
STATE,DISTRICT,2021-2022,183904,GARY ISD,7,TRADITIONAL ISD/CSD,487,121,0,35,241,14,14,0,14,0,0,55,61,487
STATE,DISTRICT,2021-2022,50902,GATESVILLE ISD,12,TRADITIONAL ISD/CSD,2697,1184,0,326,1580,131,129,14,235,17,317,443,363,1490
STATE,DISTRICT,2021-2022,57831,GATEWAY CHARTER ACADEMY,10,OPEN ENROLLMENT CHARTER,654,204,0,-999,487,0,0,-999,-999,0,0,15,31,654
STATE,DISTRICT,2021-2022,166902,GAUSE ISD,6,TRADITIONAL ISD/CSD,163,70,0,21,111,15,15,-999,-999,0,0,27,11,163
STATE,DISTRICT,2021-2022,15802,GEORGE GERVIN ACADEMY,20,OPEN ENROLLMENT CHARTER,776,425,58,25,673,134,-999,-999,14,22,-999,19,103,776
STATE,DISTRICT,2021-2022,101804,GEORGE I SANCHEZ CHARTER,4,OPEN ENROLLMENT CHARTER,947,821,20,-999,903,467,446,0,0,-999,0,27,79,947
STATE,DISTRICT,2021-2022,149901,GEORGE WEST ISD,2,TRADITIONAL ISD/CSD,1036,273,0,77,581,44,44,-999,83,10,31,102,118,774
STATE,DISTRICT,2021-2022,246904,GEORGETOWN ISD,13,TRADITIONAL ISD/CSD,12618,6659,1012,1270,4404,1961,1040,29,814,47,1400,1310,1692,4617
STATE,DISTRICT,2021-2022,161925,GHOLSON ISD,12,TRADITIONAL ISD/CSD,232,82,0,21,158,-999,-999,-999,-999,-999,-999,27,36,232
STATE,DISTRICT,2021-2022,144901,GIDDINGS ISD,13,TRADITIONAL ISD/CSD,1939,1018,125,62,1321,423,98,-999,142,15,15,138,206,1939
STATE,DISTRICT,2021-2022,230902,GILMER ISD,7,TRADITIONAL ISD/CSD,2678,1450,-999,142,2275,259,82,44,133,70,58,206,277,2678
STATE,DISTRICT,2021-2022,92901,GLADEWATER ISD,7,TRADITIONAL ISD/CSD,1703,812,0,105,1289,126,120,10,116,-999,21,163,273,1703
STATE,DISTRICT,2021-2022,87901,GLASSCOCK COUNTY ISD,18,TRADITIONAL ISD/CSD,293,78,0,30,51,26,26,0,17,0,-999,40,29,293
STATE,DISTRICT,2021-2022,213901,GLEN ROSE ISD,11,TRADITIONAL ISD/CSD,1989,811,69,121,718,189,120,-999,160,12,114,200,225,498
STATE,DISTRICT,2021-2022,126911,GODLEY ISD,11,TRADITIONAL ISD/CSD,2604,1264,0,292,1067,317,279,23,186,-999,94,358,340,2604
STATE,DISTRICT,2021-2022,169906,GOLD BURG ISD,9,TRADITIONAL ISD/CSD,144,68,0,14,95,-999,-999,0,-999,-999,0,15,23,144
STATE,DISTRICT,2021-2022,57835,GOLDEN RULE CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,1557,918,239,24,1557,903,193,0,22,0,-999,31,117,1557
STATE,DISTRICT,2021-2022,167901,GOLDTHWAITE ISD,12,TRADITIONAL ISD/CSD,533,168,0,85,223,29,28,-999,39,-999,41,100,60,533
STATE,DISTRICT,2021-2022,88902,GOLIAD ISD,3,TRADITIONAL ISD/CSD,1315,569,0,90,713,23,20,-999,78,34,-999,160,181,1315
STATE,DISTRICT,2021-2022,89901,GONZALES ISD,13,TRADITIONAL ISD/CSD,2614,1865,210,202,1840,597,328,-999,174,-999,16,251,398,2614
STATE,DISTRICT,2021-2022,187903,GOODRICH ISD,6,TRADITIONAL ISD/CSD,244,145,0,-999,202,61,13,-999,-999,0,-999,-999,24,244
STATE,DISTRICT,2021-2022,246802,GOODWATER MONTESSORI SCHOOL,13,OPEN ENROLLMENT CHARTER,369,37,0,18,135,27,20,-999,-999,0,-999,12,35,369
STATE,DISTRICT,2021-2022,101911,GOOSE CREEK CISD,4,TRADITIONAL ISD/CSD,23908,13568,1866,1392,17124,4764,1646,20,1798,146,33,1895,3166,12979
STATE,DISTRICT,2021-2022,182901,GORDON ISD,11,TRADITIONAL ISD/CSD,264,105,0,15,149,29,23,0,17,0,-999,20,23,264
STATE,DISTRICT,2021-2022,67904,GORMAN ISD,14,TRADITIONAL ISD/CSD,265,132,0,30,174,20,19,0,12,26,-999,29,38,144
STATE,DISTRICT,2021-2022,156905,GRADY ISD,18,TRADITIONAL ISD/CSD,249,69,0,25,49,13,13,0,36,0,0,39,11,249
STATE,DISTRICT,2021-2022,182902,GRAFORD ISD,11,TRADITIONAL ISD/CSD,321,105,0,15,169,14,14,0,45,-999,-999,32,33,320
STATE,DISTRICT,2021-2022,252901,GRAHAM ISD,9,TRADITIONAL ISD/CSD,2297,984,99,231,1350,281,141,21,45,27,-999,304,360,2290
STATE,DISTRICT,2021-2022,111901,GRANBURY ISD,11,TRADITIONAL ISD/CSD,7732,3412,245,635,4018,761,485,25,633,93,143,875,1128,7686
STATE,DISTRICT,2021-2022,57910,GRAND PRAIRIE ISD,10,TRADITIONAL ISD/CSD,27420,19351,3727,1231,20361,9301,5266,45,1782,832,272,1910,2639,18349
STATE,DISTRICT,2021-2022,234904,GRAND SALINE ISD,7,TRADITIONAL ISD/CSD,1175,593,0,114,682,150,141,-999,64,-999,15,149,154,1166
STATE,DISTRICT,2021-2022,238904,GRANDFALLS-ROYALTY ISD,18,TRADITIONAL ISD/CSD,148,58,0,-999,92,-999,-999,0,-999,0,0,-999,25,148
STATE,DISTRICT,2021-2022,126904,GRANDVIEW ISD,11,TRADITIONAL ISD/CSD,1374,366,0,67,539,76,75,-999,86,0,10,104,180,946
STATE,DISTRICT,2021-2022,90905,GRANDVIEW-HOPKINS ISD,16,TRADITIONAL ISD/CSD,46,-999,0,-999,-999,0,0,0,0,0,0,-999,-999,0
STATE,DISTRICT,2021-2022,246905,GRANGER ISD,13,TRADITIONAL ISD/CSD,506,223,0,25,311,76,44,0,16,24,-999,52,49,505
STATE,DISTRICT,2021-2022,226907,GRAPE CREEK ISD,15,TRADITIONAL ISD/CSD,1133,653,0,74,758,57,57,-999,69,11,51,58,244,808
STATE,DISTRICT,2021-2022,113902,GRAPELAND ISD,6,TRADITIONAL ISD/CSD,632,88,0,36,404,-999,-999,-999,26,0,12,27,95,321
STATE,DISTRICT,2021-2022,220906,GRAPEVINE-COLLEYVILLE ISD,11,TRADITIONAL ISD/CSD,14013,4255,638,920,3158,1463,903,10,2809,284,971,1257,1428,3350
STATE,DISTRICT,2021-2022,15835,GREAT HEARTS TEXAS,20,OPEN ENROLLMENT CHARTER,8136,1187,0,200,1811,625,587,-999,0,0,140,536,600,0
STATE,DISTRICT,2021-2022,116905,GREENVILLE ISD,10,TRADITIONAL ISD/CSD,5325,3132,485,373,3992,1302,707,-999,438,33,155,556,749,3630
STATE,DISTRICT,2021-2022,165902,GREENWOOD ISD,18,TRADITIONAL ISD/CSD,3089,1442,0,190,1032,269,136,-999,240,43,-999,197,327,3089
STATE,DISTRICT,2021-2022,205902,GREGORY-PORTLAND ISD,2,TRADITIONAL ISD/CSD,4736,2144,55,389,2734,251,179,16,291,-999,66,431,569,1693
STATE,DISTRICT,2021-2022,147902,GROESBECK ISD,12,TRADITIONAL ISD/CSD,1546,872,0,105,997,84,83,-999,109,10,11,131,199,1054
STATE,DISTRICT,2021-2022,33901,GROOM ISD,16,TRADITIONAL ISD/CSD,143,44,0,23,36,-999,-999,0,-999,0,-999,18,30,143
STATE,DISTRICT,2021-2022,228901,GROVETON ISD,6,TRADITIONAL ISD/CSD,742,96,0,25,438,11,11,0,52,-999,-999,37,127,742
STATE,DISTRICT,2021-2022,98901,GRUVER ISD,16,TRADITIONAL ISD/CSD,422,195,0,25,164,88,88,0,43,-999,0,27,42,422
STATE,DISTRICT,2021-2022,91917,GUNTER ISD,10,TRADITIONAL ISD/CSD,1115,303,0,56,1114,62,60,0,77,-999,68,146,107,418
STATE,DISTRICT,2021-2022,47903,GUSTINE ISD,14,TRADITIONAL ISD/CSD,145,86,0,-999,105,50,35,0,-999,-999,0,11,18,145
STATE,DISTRICT,2021-2022,135001,GUTHRIE CSD,17,TRADITIONAL ISD/CSD,136,39,0,10,26,-999,-999,0,-999,0,13,-999,13,0
STATE,DISTRICT,2021-2022,95903,HALE CENTER ISD,17,TRADITIONAL ISD/CSD,599,359,0,16,401,53,53,11,-999,-999,-999,50,57,599
STATE,DISTRICT,2021-2022,143901,HALLETTSVILLE ISD,3,TRADITIONAL ISD/CSD,1156,452,0,62,458,37,37,-999,69,-999,-999,137,158,1156
STATE,DISTRICT,2021-2022,161924,HALLSBURG ISD,12,TRADITIONAL ISD/CSD,162,23,0,14,82,-999,-999,0,-999,-999,-999,15,11,162
STATE,DISTRICT,2021-2022,102904,HALLSVILLE ISD,7,TRADITIONAL ISD/CSD,19104,13458,0,1280,10285,1460,781,36,678,94,125,2121,2975,3437
STATE,DISTRICT,2021-2022,97902,HAMILTON ISD,12,TRADITIONAL ISD/CSD,833,317,0,137,456,63,63,-999,62,45,0,139,108,832
STATE,DISTRICT,2021-2022,127903,HAMLIN COLLEGIATE ISD,14,TRADITIONAL ISD/CSD,431,186,0,16,293,20,13,-999,-999,36,-999,14,55,431
STATE,DISTRICT,2021-2022,123914,HAMSHIRE-FANNETT ISD,5,TRADITIONAL ISD/CSD,1954,826,0,60,747,113,106,-999,143,21,53,158,220,749
STATE,DISTRICT,2021-2022,219901,HAPPY ISD,16,TRADITIONAL ISD/CSD,259,83,0,22,86,11,11,0,-999,0,0,33,31,259
STATE,DISTRICT,2021-2022,146904,HARDIN ISD,5,TRADITIONAL ISD/CSD,1281,657,0,43,749,39,39,-999,47,17,-999,75,144,1281
STATE,DISTRICT,2021-2022,100905,HARDIN-JEFFERSON ISD,5,TRADITIONAL ISD/CSD,2609,576,0,210,985,91,90,-999,125,19,36,325,361,1304
STATE,DISTRICT,2021-2022,15904,HARLANDALE ISD,20,TRADITIONAL ISD/CSD,12080,9668,1540,584,10668,2120,661,-999,813,157,115,1059,1487,11432
STATE,DISTRICT,2021-2022,102905,HARLETON ISD,7,TRADITIONAL ISD/CSD,711,239,0,0,333,12,12,-999,60,-999,-999,67,87,331
STATE,DISTRICT,2021-2022,31903,HARLINGEN CISD,1,TRADITIONAL ISD/CSD,17037,10081,1878,873,13111,2585,1269,47,1183,76,299,1105,2006,11650
STATE,DISTRICT,2021-2022,230905,HARMONY ISD,7,TRADITIONAL ISD/CSD,1037,395,0,86,566,63,63,-999,68,-999,-999,109,87,746
STATE,DISTRICT,2021-2022,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,OPEN ENROLLMENT CHARTER,4225,2561,0,126,2809,2048,1734,-999,468,16,-999,213,294,3684
STATE,DISTRICT,2021-2022,101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,4,OPEN ENROLLMENT CHARTER,5896,1988,0,183,4302,1626,1291,0,846,-999,0,183,510,5896
STATE,DISTRICT,2021-2022,101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,4,OPEN ENROLLMENT CHARTER,3584,1741,0,98,3096,1386,1238,0,222,10,0,131,346,3584
STATE,DISTRICT,2021-2022,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,4,OPEN ENROLLMENT CHARTER,4092,1337,0,94,2494,935,852,-999,578,-999,0,136,276,4092
STATE,DISTRICT,2021-2022,161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,12,OPEN ENROLLMENT CHARTER,9892,3904,0,357,6577,3047,2671,-999,928,30,-999,408,981,9892
STATE,DISTRICT,2021-2022,15828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,20,OPEN ENROLLMENT CHARTER,4466,2364,0,138,3843,1763,1565,0,330,67,-999,269,429,4466
STATE,DISTRICT,2021-2022,71806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,19,OPEN ENROLLMENT CHARTER,4573,1610,0,108,3280,1257,1000,0,384,-999,22,225,371,4573
STATE,DISTRICT,2021-2022,86902,HARPER ISD,13,TRADITIONAL ISD/CSD,560,199,0,25,189,20,19,-999,44,-999,13,31,67,560
STATE,DISTRICT,2021-2022,244901,HARROLD ISD,9,TRADITIONAL ISD/CSD,105,37,0,-999,57,0,0,0,11,0,0,-999,10,0
STATE,DISTRICT,2021-2022,35902,HART ISD,16,TRADITIONAL ISD/CSD,211,119,0,-999,182,54,56,0,-999,43,0,10,26,211
STATE,DISTRICT,2021-2022,103902,HARTLEY ISD,16,TRADITIONAL ISD/CSD,232,105,0,-999,151,75,75,0,14,0,0,-999,20,232
STATE,DISTRICT,2021-2022,225907,HARTS BLUFF ISD,8,TRADITIONAL ISD/CSD,805,468,171,119,497,256,111,-999,17,23,-999,145,74,696
STATE,DISTRICT,2021-2022,104901,HASKELL CISD,14,TRADITIONAL ISD/CSD,537,240,0,16,363,10,10,15,14,25,17,40,85,537
STATE,DISTRICT,2021-2022,250902,HAWKINS ISD,7,TRADITIONAL ISD/CSD,747,348,0,0,491,16,16,30,70,81,62,99,76,747
STATE,DISTRICT,2021-2022,127904,HAWLEY ISD,14,TRADITIONAL ISD/CSD,768,464,0,47,399,-999,-999,-999,76,54,78,59,110,768
STATE,DISTRICT,2021-2022,105906,HAYS CISD,13,TRADITIONAL ISD/CSD,21405,11812,1595,1815,9851,4178,2497,67,1357,249,1836,2407,2927,10028
STATE,DISTRICT,2021-2022,198905,HEARNE ISD,6,TRADITIONAL ISD/CSD,741,528,0,30,716,137,0,-999,11,-999,-999,35,128,741
STATE,DISTRICT,2021-2022,65902,HEDLEY ISD,16,TRADITIONAL ISD/CSD,124,11,0,14,105,-999,-999,0,-999,0,-999,-999,30,124
STATE,DISTRICT,2021-2022,202903,HEMPHILL ISD,7,TRADITIONAL ISD/CSD,902,307,0,45,541,17,16,-999,48,25,0,63,117,902
STATE,DISTRICT,2021-2022,237902,HEMPSTEAD ISD,4,TRADITIONAL ISD/CSD,1586,1169,177,24,1394,537,262,10,113,25,11,91,158,1584
STATE,DISTRICT,2021-2022,201902,HENDERSON ISD,7,TRADITIONAL ISD/CSD,3414,1876,76,121,2081,530,316,25,223,-999,32,300,443,2390
STATE,DISTRICT,2021-2022,39902,HENRIETTA ISD,9,TRADITIONAL ISD/CSD,945,423,0,76,290,-999,-999,-999,59,13,92,90,163,435
STATE,DISTRICT,2021-2022,15833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,20,OPEN ENROLLMENT CHARTER,93,54,0,0,43,0,0,0,0,0,-999,16,-999,93
STATE,DISTRICT,2021-2022,59901,HEREFORD ISD,16,TRADITIONAL ISD/CSD,3967,2605,334,168,3097,946,535,13,113,16,96,178,465,3967
STATE,DISTRICT,2021-2022,15815,HERITAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,572,466,0,10,457,287,-999,-999,10,-999,11,40,48,572
STATE,DISTRICT,2021-2022,208901,HERMLEIGH ISD,14,TRADITIONAL ISD/CSD,258,144,0,11,119,16,16,0,22,-999,0,22,22,258
STATE,DISTRICT,2021-2022,97903,HICO ISD,12,TRADITIONAL ISD/CSD,604,244,0,42,317,60,59,0,14,-999,-999,61,66,604
STATE,DISTRICT,2021-2022,108905,HIDALGO ISD,1,TRADITIONAL ISD/CSD,2839,2225,1001,30,2515,1840,1031,-999,272,0,10,142,250,2839
STATE,DISTRICT,2021-2022,84903,HIGH ISLAND ISD,5,TRADITIONAL ISD/CSD,158,50,0,-999,92,0,0,0,10,-999,0,18,25,158
STATE,DISTRICT,2021-2022,220819,HIGH POINT ACADEMY,11,OPEN ENROLLMENT CHARTER,1431,342,0,121,1270,108,75,-999,98,13,125,174,144,961
STATE,DISTRICT,2021-2022,177905,HIGHLAND ISD,14,TRADITIONAL ISD/CSD,226,74,0,12,58,0,0,0,26,-999,18,18,22,226
STATE,DISTRICT,2021-2022,57911,HIGHLAND PARK ISD,10,TRADITIONAL ISD/CSD,6724,662,0,476,13,73,68,-999,1028,-999,0,1061,725,0
STATE,DISTRICT,2021-2022,188903,HIGHLAND PARK ISD,16,TRADITIONAL ISD/CSD,826,384,0,80,472,68,67,-999,16,-999,13,84,106,826
STATE,DISTRICT,2021-2022,109904,HILLSBORO ISD,12,TRADITIONAL ISD/CSD,1933,1032,74,100,1439,327,152,12,82,41,81,94,272,1933
