SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2022-2023,148905,DARROUZETT ISD,16,TRADITIONAL ISD/CSD,112,46,0,-999,81,26,24,0,-999,0,0,-999,20,112
STATE,DISTRICT,2022-2023,175904,DAWSON ISD,12,TRADITIONAL ISD/CSD,546,142,0,27,397,49,43,0,40,-999,0,41,87,546
STATE,DISTRICT,2022-2023,58902,DAWSON ISD,17,TRADITIONAL ISD/CSD,139,86,0,10,103,21,21,0,-999,0,-999,-999,14,139
STATE,DISTRICT,2022-2023,146902,DAYTON ISD,4,TRADITIONAL ISD/CSD,5776,3563,282,348,4149,1256,246,31,379,44,169,351,849,5776
STATE,DISTRICT,2022-2023,47902,DE LEON ISD,14,TRADITIONAL ISD/CSD,720,250,0,38,450,46,37,0,55,17,-999,42,100,720
STATE,DISTRICT,2022-2023,249905,DECATUR ISD,11,TRADITIONAL ISD/CSD,3838,1628,149,302,1777,580,310,0,293,23,149,343,611,1555
STATE,DISTRICT,2022-2023,101908,DEER PARK ISD,4,TRADITIONAL ISD/CSD,12263,5271,921,867,6313,1808,1095,10,862,86,234,1047,1915,5213
STATE,DISTRICT,2022-2023,19901,DEKALB ISD,8,TRADITIONAL ISD/CSD,828,137,0,83,580,44,40,-999,74,10,-999,106,105,828
STATE,DISTRICT,2022-2023,227910,DEL VALLE ISD,13,TRADITIONAL ISD/CSD,11118,8336,2026,829,10167,5233,2703,-999,523,157,12,607,1764,10902
STATE,DISTRICT,2022-2023,115903,DELL CITY ISD,19,TRADITIONAL ISD/CSD,61,23,0,0,49,17,17,0,-999,-999,-999,-999,12,61
STATE,DISTRICT,2022-2023,91903,DENISON ISD,10,TRADITIONAL ISD/CSD,4868,2252,152,359,3032,469,284,-999,144,44,23,429,802,2050
STATE,DISTRICT,2022-2023,61901,DENTON ISD,11,TRADITIONAL ISD/CSD,32521,11008,2495,2436,15831,5731,3548,98,3098,299,684,3498,4488,11040
STATE,DISTRICT,2022-2023,251901,DENVER CITY ISD,17,TRADITIONAL ISD/CSD,1557,887,36,41,937,343,185,-999,86,-999,-999,109,160,674
STATE,DISTRICT,2022-2023,57906,DESOTO ISD,10,TRADITIONAL ISD/CSD,6322,2559,247,123,4153,699,239,67,301,27,-999,235,654,6290
STATE,DISTRICT,2022-2023,194905,DETROIT ISD,8,TRADITIONAL ISD/CSD,490,198,0,73,346,-999,-999,0,30,-999,-999,73,86,490
STATE,DISTRICT,2022-2023,146903,DEVERS ISD,4,TRADITIONAL ISD/CSD,204,34,0,-999,71,16,16,-999,-999,0,-999,11,23,204
STATE,DISTRICT,2022-2023,163901,DEVINE ISD,20,TRADITIONAL ISD/CSD,2007,930,0,135,1148,105,93,-999,98,18,177,210,333,970
STATE,DISTRICT,2022-2023,81906,DEW ISD,12,TRADITIONAL ISD/CSD,137,17,0,-999,87,-999,-999,0,0,0,0,-999,14,137
STATE,DISTRICT,2022-2023,176903,DEWEYVILLE ISD,5,TRADITIONAL ISD/CSD,548,163,0,17,325,-999,-999,-999,22,12,26,26,90,548
STATE,DISTRICT,2022-2023,3905,DIBOLL ISD,7,TRADITIONAL ISD/CSD,1669,829,11,109,1135,252,221,-999,58,23,-999,128,215,1664
STATE,DISTRICT,2022-2023,84901,DICKINSON ISD,4,TRADITIONAL ISD/CSD,12360,6326,651,676,8200,2298,1114,15,882,144,485,762,1939,12239
STATE,DISTRICT,2022-2023,82902,DILLEY ISD,20,TRADITIONAL ISD/CSD,899,610,0,36,732,45,45,-999,57,122,-999,74,165,898
STATE,DISTRICT,2022-2023,144903,DIME BOX ISD,13,TRADITIONAL ISD/CSD,170,67,0,12,131,28,28,-999,11,0,0,10,39,170
STATE,DISTRICT,2022-2023,35901,DIMMITT ISD,16,TRADITIONAL ISD/CSD,1097,612,13,37,936,286,75,-999,62,-999,12,41,112,1091
STATE,DISTRICT,2022-2023,133905,DIVIDE ISD,20,TRADITIONAL ISD/CSD,37,-999,0,-999,20,-999,-999,0,0,0,0,-999,-999,0
STATE,DISTRICT,2022-2023,74904,DODD CITY ISD,10,TRADITIONAL ISD/CSD,331,74,0,-999,128,-999,-999,0,10,-999,-999,11,47,331
STATE,DISTRICT,2022-2023,108902,DONNA ISD,1,TRADITIONAL ISD/CSD,13165,10683,3397,114,12630,7363,2976,10,1032,803,110,452,1376,13165
STATE,DISTRICT,2022-2023,105804,DORAL ACADEMY OF TEXAS,13,OPEN ENROLLMENT CHARTER,370,28,0,0,158,20,20,-999,-999,-999,55,11,41,0
STATE,DISTRICT,2022-2023,86024,DOSS CONSOLIDATED CSD,13,TRADITIONAL ISD/CSD,22,-999,0,0,0,0,0,0,0,0,0,0,-999,0
STATE,DISTRICT,2022-2023,174911,DOUGLASS ISD,7,TRADITIONAL ISD/CSD,436,83,0,40,168,32,29,0,29,0,45,41,47,101
STATE,DISTRICT,2022-2023,178801,DR M L GARZA-GONZALEZ CHARTER SCHOOL,2,OPEN ENROLLMENT CHARTER,180,28,0,-999,172,26,26,0,0,0,0,-999,11,180
STATE,DISTRICT,2022-2023,101856,DRAW ACADEMY,4,OPEN ENROLLMENT CHARTER,678,633,469,-999,678,632,163,0,0,0,0,-999,23,678
STATE,DISTRICT,2022-2023,105904,DRIPPING SPRINGS ISD,13,TRADITIONAL ISD/CSD,8375,1879,106,765,752,416,267,16,525,16,73,1102,1061,1893
STATE,DISTRICT,2022-2023,178905,DRISCOLL ISD,2,TRADITIONAL ISD/CSD,287,93,0,-999,263,13,13,0,-999,10,13,11,36,287
STATE,DISTRICT,2022-2023,72902,DUBLIN ISD,11,TRADITIONAL ISD/CSD,1146,431,17,56,877,251,181,0,69,0,-999,73,101,1146
STATE,DISTRICT,2022-2023,171901,DUMAS ISD,16,TRADITIONAL ISD/CSD,4192,2674,113,127,2849,1681,690,-999,188,61,-999,183,455,2367
STATE,DISTRICT,2022-2023,57907,DUNCANVILLE ISD,10,TRADITIONAL ISD/CSD,11915,8880,1599,350,9792,2893,1125,66,602,81,157,429,1240,7369
STATE,DISTRICT,2022-2023,220918,EAGLE MT-SAGINAW ISD,11,TRADITIONAL ISD/CSD,23196,11791,642,1431,11779,3449,2637,38,1648,95,1781,1858,3179,7046
STATE,DISTRICT,2022-2023,159901,EAGLE PASS ISD,20,TRADITIONAL ISD/CSD,13935,9803,3841,408,11475,6389,2407,-999,846,56,34,809,1621,13935
STATE,DISTRICT,2022-2023,227909,EANES ISD,13,TRADITIONAL ISD/CSD,7733,1109,0,680,332,234,187,0,898,-999,242,1138,854,0
STATE,DISTRICT,2022-2023,25909,EARLY ISD,15,TRADITIONAL ISD/CSD,1155,468,0,116,538,30,29,21,63,12,127,118,124,789
STATE,DISTRICT,2022-2023,241902,EAST BERNARD ISD,3,TRADITIONAL ISD/CSD,974,317,0,40,395,70,63,-999,110,0,43,133,99,379
STATE,DISTRICT,2022-2023,15911,EAST CENTRAL ISD,20,TRADITIONAL ISD/CSD,10617,6107,739,656,6329,1449,690,18,762,42,453,788,1412,7095
STATE,DISTRICT,2022-2023,36903,EAST CHAMBERS ISD,5,TRADITIONAL ISD/CSD,1556,775,65,107,987,416,234,-999,102,27,55,123,202,748
STATE,DISTRICT,2022-2023,220811,EAST FORT WORTH MONTESSORI ACADEMY,11,OPEN ENROLLMENT CHARTER,175,57,0,-999,136,55,55,0,-999,0,0,-999,-999,174
STATE,DISTRICT,2022-2023,92801,EAST TEXAS CHARTER SCHOOLS,7,OPEN ENROLLMENT CHARTER,136,104,0,-999,41,0,0,0,0,0,-999,17,13,0
STATE,DISTRICT,2022-2023,67903,EASTLAND ISD,14,TRADITIONAL ISD/CSD,1057,374,0,64,648,78,73,0,83,29,-999,82,137,748
STATE,DISTRICT,2022-2023,68901,ECTOR COUNTY ISD,18,TRADITIONAL ISD/CSD,33340,20261,3559,1259,22145,7920,1722,66,3016,1318,277,287,3462,23096
STATE,DISTRICT,2022-2023,74905,ECTOR ISD,10,TRADITIONAL ISD/CSD,230,98,0,23,121,-999,-999,0,-999,-999,-999,29,55,230
STATE,DISTRICT,2022-2023,108903,EDCOUCH-ELSA ISD,1,TRADITIONAL ISD/CSD,4366,3357,499,138,4101,1213,679,10,420,41,52,189,510,4366
STATE,DISTRICT,2022-2023,48901,EDEN CISD,15,TRADITIONAL ISD/CSD,215,123,0,10,145,15,-999,-999,-999,-999,0,-999,47,213
STATE,DISTRICT,2022-2023,234903,EDGEWOOD ISD,7,TRADITIONAL ISD/CSD,1042,318,0,88,526,25,25,-999,74,0,33,112,178,497
STATE,DISTRICT,2022-2023,15905,EDGEWOOD ISD,20,TRADITIONAL ISD/CSD,8177,6474,996,409,7696,1998,401,10,219,118,-999,547,1045,8177
STATE,DISTRICT,2022-2023,108904,EDINBURG CISD,1,TRADITIONAL ISD/CSD,33911,20965,6029,665,27988,12747,6563,25,2270,63,727,1691,2647,33686
STATE,DISTRICT,2022-2023,120901,EDNA ISD,3,TRADITIONAL ISD/CSD,1573,802,0,57,975,146,135,-999,136,24,13,116,224,1573
STATE,DISTRICT,2022-2023,57833,EDUCATION CENTER INTERNATIONAL ACADEMY,10,OPEN ENROLLMENT CHARTER,461,75,0,14,254,25,25,-999,0,0,-999,22,34,332
STATE,DISTRICT,2022-2023,123805,EHRHART SCHOOL,5,OPEN ENROLLMENT CHARTER,529,358,12,32,468,312,163,-999,33,0,-999,32,53,529
STATE,DISTRICT,2022-2023,241903,EL CAMPO ISD,3,TRADITIONAL ISD/CSD,3349,1661,69,184,2382,435,226,-999,241,26,-999,281,451,1563
STATE,DISTRICT,2022-2023,71804,EL PASO ACADEMY,19,OPEN ENROLLMENT CHARTER,384,384,0,-999,248,72,56,0,0,-999,-999,28,32,384
STATE,DISTRICT,2022-2023,71902,EL PASO ISD,19,TRADITIONAL ISD/CSD,50031,32106,11407,2161,37951,18138,6570,37,6105,456,4942,3269,5915,43529
STATE,DISTRICT,2022-2023,71810,EL PASO LEADERSHIP ACADEMY,19,OPEN ENROLLMENT CHARTER,594,351,0,-999,540,280,271,0,-999,19,-999,25,48,594
STATE,DISTRICT,2022-2023,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,478,118,0,11,87,49,21,0,0,0,56,34,37,0
STATE,DISTRICT,2022-2023,243902,ELECTRA ISD,9,TRADITIONAL ISD/CSD,456,308,0,22,321,-999,-999,-999,22,-999,19,46,92,277
STATE,DISTRICT,2022-2023,101877,ELEVATE COLLEGIATE CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,117,17,0,0,104,-999,0,-999,0,0,0,0,-999,0
STATE,DISTRICT,2022-2023,11902,ELGIN ISD,13,TRADITIONAL ISD/CSD,5404,4147,986,295,4333,2421,691,-999,452,170,-999,418,721,2877
STATE,DISTRICT,2022-2023,1903,ELKHART ISD,7,TRADITIONAL ISD/CSD,1194,352,0,70,704,35,35,-999,56,24,36,67,163,1191
STATE,DISTRICT,2022-2023,102906,ELYSIAN FIELDS ISD,7,TRADITIONAL ISD/CSD,813,308,-999,64,381,-999,-999,-999,67,-999,-999,47,115,373
STATE,DISTRICT,2022-2023,70903,ENNIS ISD,10,TRADITIONAL ISD/CSD,6185,2876,391,485,4437,1093,462,-999,496,101,-999,625,807,6078
STATE,DISTRICT,2022-2023,49906,ERA ISD,11,TRADITIONAL ISD/CSD,542,205,0,34,190,14,13,0,45,0,17,20,91,542
STATE,DISTRICT,2022-2023,72802,ERATH EXCELS ACADEMY INC,11,OPEN ENROLLMENT CHARTER,103,97,0,-999,94,-999,-999,-999,0,0,-999,17,-999,103
STATE,DISTRICT,2022-2023,15844,ESSENCE PREPARATORY CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,103,42,0,0,76,0,0,0,0,0,-999,0,-999,0
STATE,DISTRICT,2022-2023,101872,ETOILE ACADEMY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,512,395,0,-999,498,349,0,0,0,-999,0,14,35,512
STATE,DISTRICT,2022-2023,30906,EULA ISD,14,TRADITIONAL ISD/CSD,474,155,0,26,222,-999,-999,-999,29,17,14,23,84,263
STATE,DISTRICT,2022-2023,107905,EUSTACE ISD,7,TRADITIONAL ISD/CSD,1727,793,0,176,1121,73,67,11,68,-999,42,149,291,1727
STATE,DISTRICT,2022-2023,121906,EVADALE ISD,5,TRADITIONAL ISD/CSD,371,120,0,20,165,-999,-999,-999,-999,0,0,40,43,371
STATE,DISTRICT,2022-2023,50901,EVANT ISD,12,TRADITIONAL ISD/CSD,203,124,0,17,134,30,30,-999,15,-999,-999,26,23,203
STATE,DISTRICT,2022-2023,220904,EVERMAN ISD,11,TRADITIONAL ISD/CSD,5354,4347,519,239,4971,1954,970,-999,208,73,38,375,668,5354
STATE,DISTRICT,2022-2023,57834,EVOLUTION ACADEMY CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,678,678,0,19,459,91,17,-999,0,37,-999,63,73,678
STATE,DISTRICT,2022-2023,101811,EXCEL ACADEMY,4,OPEN ENROLLMENT CHARTER,255,255,0,-999,254,32,32,-999,0,0,-999,17,72,255
STATE,DISTRICT,2022-2023,108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,OPEN ENROLLMENT CHARTER,263,229,169,12,226,179,42,0,-999,0,-999,20,34,263
STATE,DISTRICT,2022-2023,210906,EXCELSIOR ISD,7,TRADITIONAL ISD/CSD,74,22,0,10,56,-999,-999,0,0,0,0,-999,12,74
STATE,DISTRICT,2022-2023,143906,EZZELL ISD,3,TRADITIONAL ISD/CSD,112,24,0,-999,48,0,0,0,0,0,-999,-999,10,96
STATE,DISTRICT,2022-2023,71903,FABENS ISD,19,TRADITIONAL ISD/CSD,1931,1540,376,58,1784,1021,349,0,76,71,47,147,293,1931
STATE,DISTRICT,2022-2023,81902,FAIRFIELD ISD,12,TRADITIONAL ISD/CSD,1662,696,0,103,1025,110,110,24,61,21,10,178,186,1177
STATE,DISTRICT,2022-2023,128904,FALLS CITY ISD,20,TRADITIONAL ISD/CSD,442,64,0,17,84,-999,-999,0,31,-999,-999,26,54,64
STATE,DISTRICT,2022-2023,60914,FANNINDEL ISD,8,TRADITIONAL ISD/CSD,147,90,0,21,133,14,14,0,-999,-999,0,21,34,147
STATE,DISTRICT,2022-2023,43904,FARMERSVILLE ISD,10,TRADITIONAL ISD/CSD,2115,693,25,189,1249,312,161,11,106,14,-999,208,300,1116
STATE,DISTRICT,2022-2023,185902,FARWELL ISD,16,TRADITIONAL ISD/CSD,606,244,0,23,339,101,84,0,33,0,-999,18,77,606
STATE,DISTRICT,2022-2023,75906,FAYETTEVILLE ISD,13,TRADITIONAL ISD/CSD,302,78,0,10,69,19,19,0,31,0,-999,19,32,279
STATE,DISTRICT,2022-2023,70905,FERRIS ISD,10,TRADITIONAL ISD/CSD,2716,1693,283,123,2194,984,427,-999,147,38,38,130,397,2713
STATE,DISTRICT,2022-2023,75901,FLATONIA ISD,13,TRADITIONAL ISD/CSD,661,173,0,39,343,56,56,14,64,22,0,58,97,659
STATE,DISTRICT,2022-2023,246902,FLORENCE ISD,13,TRADITIONAL ISD/CSD,1167,702,23,83,626,379,232,-999,66,0,101,88,157,790
STATE,DISTRICT,2022-2023,247901,FLORESVILLE ISD,20,TRADITIONAL ISD/CSD,4042,2212,220,215,2388,381,182,16,309,65,315,278,487,4019
STATE,DISTRICT,2022-2023,178914,FLOUR BLUFF ISD,2,TRADITIONAL ISD/CSD,5732,2742,0,391,2789,193,191,27,699,22,514,664,737,2866
STATE,DISTRICT,2022-2023,77901,FLOYDADA COLLEGIATE ISD,17,TRADITIONAL ISD/CSD,684,317,0,44,528,50,25,0,25,-999,13,62,67,682
STATE,DISTRICT,2022-2023,148902,FOLLETT ISD,16,TRADITIONAL ISD/CSD,184,85,0,19,101,18,18,0,12,0,12,15,34,184
STATE,DISTRICT,2022-2023,169910,FORESTBURG ISD,9,TRADITIONAL ISD/CSD,185,38,0,18,95,0,0,0,20,0,0,19,37,185
STATE,DISTRICT,2022-2023,129902,FORNEY ISD,10,TRADITIONAL ISD/CSD,16211,8137,745,1181,6984,2064,1427,59,1046,43,146,1398,2135,7924
STATE,DISTRICT,2022-2023,114904,FORSAN ISD,18,TRADITIONAL ISD/CSD,753,289,0,53,295,24,23,0,48,0,-999,59,65,359
STATE,DISTRICT,2022-2023,79907,FORT BEND ISD,4,TRADITIONAL ISD/CSD,79660,33213,2311,3459,40060,16407,12665,339,5165,699,2040,3782,9831,16535
STATE,DISTRICT,2022-2023,242906,FORT ELLIOTT CISD,16,TRADITIONAL ISD/CSD,153,43,0,-999,39,-999,-999,0,0,0,-999,-999,20,0
STATE,DISTRICT,2022-2023,186902,FORT STOCKTON ISD,18,TRADITIONAL ISD/CSD,2187,1343,36,82,1543,268,69,-999,99,-999,-999,86,324,2187
STATE,DISTRICT,2022-2023,220809,FORT WORTH ACADEMY OF FINE ARTS,11,OPEN ENROLLMENT CHARTER,642,30,0,32,110,-999,-999,0,639,0,22,73,46,0
STATE,DISTRICT,2022-2023,220905,FORT WORTH ISD,11,TRADITIONAL ISD/CSD,72783,55644,10698,3690,61505,28444,12445,35,8837,2148,1745,4643,8534,70141
STATE,DISTRICT,2022-2023,198903,FRANKLIN ISD,6,TRADITIONAL ISD/CSD,1353,343,0,122,539,48,47,12,91,-999,79,195,193,534
STATE,DISTRICT,2022-2023,1904,FRANKSTON ISD,7,TRADITIONAL ISD/CSD,802,290,0,59,472,35,35,-999,52,11,31,75,117,802
STATE,DISTRICT,2022-2023,86901,FREDERICKSBURG ISD,13,TRADITIONAL ISD/CSD,3094,1708,247,179,1856,571,304,-999,150,13,79,213,534,1943
STATE,DISTRICT,2022-2023,66903,FREER ISD,2,TRADITIONAL ISD/CSD,734,480,0,46,594,24,22,-999,57,0,10,56,105,734
STATE,DISTRICT,2022-2023,152907,FRENSHIP ISD,17,TRADITIONAL ISD/CSD,11165,3937,117,790,5705,572,403,36,969,-999,105,1032,1363,3410
STATE,DISTRICT,2022-2023,84911,FRIENDSWOOD ISD,4,TRADITIONAL ISD/CSD,6213,1246,0,669,732,188,172,-999,546,0,421,720,896,1314
STATE,DISTRICT,2022-2023,185903,FRIONA ISD,16,TRADITIONAL ISD/CSD,1063,574,51,50,722,411,203,0,41,13,-999,58,114,1063
STATE,DISTRICT,2022-2023,43905,FRISCO ISD,10,TRADITIONAL ISD/CSD,66916,15686,575,3408,9523,7363,2504,-999,8738,83,18,5879,7228,6413
STATE,DISTRICT,2022-2023,175905,FROST ISD,12,TRADITIONAL ISD/CSD,458,213,0,40,257,82,82,-999,23,19,12,49,55,457
STATE,DISTRICT,2022-2023,234909,FRUITVALE ISD,7,TRADITIONAL ISD/CSD,398,210,0,55,262,19,19,-999,34,13,-999,39,86,398
STATE,DISTRICT,2022-2023,122901,FT DAVIS ISD,18,TRADITIONAL ISD/CSD,183,51,0,-999,108,28,28,0,16,0,0,-999,23,183
STATE,DISTRICT,2022-2023,115901,FT HANCOCK ISD,19,TRADITIONAL ISD/CSD,377,276,159,15,338,229,118,0,22,0,17,13,44,377
STATE,DISTRICT,2022-2023,15914,FT SAM HOUSTON ISD,20,TRADITIONAL ISD/CSD,1627,503,0,65,356,37,35,0,102,0,1505,125,247,850
STATE,DISTRICT,2022-2023,49901,GAINESVILLE ISD,11,TRADITIONAL ISD/CSD,3096,2053,247,81,2007,947,467,-999,150,-999,-999,135,383,2232
STATE,DISTRICT,2022-2023,101910,GALENA PARK ISD,4,TRADITIONAL ISD/CSD,21392,15178,3588,578,18893,8874,4265,39,1434,171,90,793,2685,21382
STATE,DISTRICT,2022-2023,84902,GALVESTON ISD,4,TRADITIONAL ISD/CSD,6486,3740,731,250,5213,1592,621,24,307,215,93,379,742,6486
STATE,DISTRICT,2022-2023,120902,GANADO ISD,3,TRADITIONAL ISD/CSD,711,302,0,22,377,90,87,0,53,-999,0,73,61,346
STATE,DISTRICT,2022-2023,57909,GARLAND ISD,10,TRADITIONAL ISD/CSD,52767,28304,7055,3853,37710,20535,12724,48,4352,624,563,4126,6003,49761
STATE,DISTRICT,2022-2023,184911,GARNER ISD,11,TRADITIONAL ISD/CSD,323,154,0,25,176,19,19,0,21,-999,-999,25,52,323
STATE,DISTRICT,2022-2023,174903,GARRISON ISD,7,TRADITIONAL ISD/CSD,760,322,0,71,412,24,24,-999,42,-999,-999,89,102,760
STATE,DISTRICT,2022-2023,183904,GARY ISD,7,TRADITIONAL ISD/CSD,493,195,0,37,339,14,14,-999,12,0,-999,63,65,493
STATE,DISTRICT,2022-2023,50902,GATESVILLE ISD,12,TRADITIONAL ISD/CSD,2708,1222,0,331,1481,139,139,16,229,21,401,414,431,1496
STATE,DISTRICT,2022-2023,57831,GATEWAY CHARTER ACADEMY,10,OPEN ENROLLMENT CHARTER,614,226,0,-999,513,0,0,-999,-999,-999,0,14,27,614
STATE,DISTRICT,2022-2023,166902,GAUSE ISD,6,TRADITIONAL ISD/CSD,154,49,0,18,104,17,17,0,-999,0,18,24,11,154
STATE,DISTRICT,2022-2023,15802,GEORGE GERVIN ACADEMY,20,OPEN ENROLLMENT CHARTER,689,689,20,18,689,109,-999,0,-999,32,-999,12,85,689
STATE,DISTRICT,2022-2023,101804,GEORGE I SANCHEZ CHARTER,4,OPEN ENROLLMENT CHARTER,962,831,28,-999,925,523,495,0,0,-999,0,24,83,962
STATE,DISTRICT,2022-2023,149901,GEORGE WEST ISD,2,TRADITIONAL ISD/CSD,1083,482,0,74,691,52,52,-999,86,-999,27,112,130,803
STATE,DISTRICT,2022-2023,246904,GEORGETOWN ISD,13,TRADITIONAL ISD/CSD,13155,5092,930,1432,5327,2122,1376,31,851,59,1542,1425,2059,3400
STATE,DISTRICT,2022-2023,161925,GHOLSON ISD,12,TRADITIONAL ISD/CSD,263,40,0,27,174,11,11,0,-999,-999,-999,27,42,263
STATE,DISTRICT,2022-2023,144901,GIDDINGS ISD,13,TRADITIONAL ISD/CSD,1930,974,133,79,1145,452,116,-999,135,22,18,157,235,1930
STATE,DISTRICT,2022-2023,230902,GILMER ISD,7,TRADITIONAL ISD/CSD,2825,1411,0,156,2190,283,109,31,146,57,60,239,312,2825
STATE,DISTRICT,2022-2023,92901,GLADEWATER ISD,7,TRADITIONAL ISD/CSD,1755,727,0,106,1390,125,119,-999,102,15,28,151,321,1755
STATE,DISTRICT,2022-2023,87901,GLASSCOCK COUNTY ISD,18,TRADITIONAL ISD/CSD,295,101,0,29,50,25,25,-999,19,-999,-999,39,32,295
STATE,DISTRICT,2022-2023,213901,GLEN ROSE ISD,11,TRADITIONAL ISD/CSD,1967,765,70,132,845,199,129,-999,138,17,128,212,239,476
STATE,DISTRICT,2022-2023,126911,GODLEY ISD,11,TRADITIONAL ISD/CSD,2811,1486,0,295,1285,359,311,11,196,22,276,342,397,2811
STATE,DISTRICT,2022-2023,169906,GOLD BURG ISD,9,TRADITIONAL ISD/CSD,154,37,0,11,94,10,10,0,-999,0,0,10,25,154
STATE,DISTRICT,2022-2023,57835,GOLDEN RULE CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,1450,914,186,24,1372,824,177,0,13,0,-999,26,144,1450
STATE,DISTRICT,2022-2023,167901,GOLDTHWAITE ISD,12,TRADITIONAL ISD/CSD,537,138,0,88,236,26,26,-999,35,-999,41,92,69,537
STATE,DISTRICT,2022-2023,88902,GOLIAD ISD,3,TRADITIONAL ISD/CSD,1312,633,0,95,664,17,15,-999,96,24,12,166,187,1312
STATE,DISTRICT,2022-2023,89901,GONZALES ISD,13,TRADITIONAL ISD/CSD,2605,1935,188,203,1854,616,320,11,164,15,22,243,414,2605
STATE,DISTRICT,2022-2023,187903,GOODRICH ISD,6,TRADITIONAL ISD/CSD,262,60,0,-999,221,53,12,0,-999,-999,-999,-999,26,262
STATE,DISTRICT,2022-2023,246802,GOODWATER MONTESSORI SCHOOL,13,OPEN ENROLLMENT CHARTER,410,29,0,18,148,22,20,-999,-999,0,-999,25,47,410
STATE,DISTRICT,2022-2023,101911,GOOSE CREEK CISD,4,TRADITIONAL ISD/CSD,24431,12869,1879,1582,18949,5338,1400,15,1782,238,61,1832,3635,12323
STATE,DISTRICT,2022-2023,182901,GORDON ISD,11,TRADITIONAL ISD/CSD,239,77,0,14,141,20,17,0,17,-999,12,20,25,239
STATE,DISTRICT,2022-2023,67904,GORMAN ISD,14,TRADITIONAL ISD/CSD,253,134,0,40,183,19,18,0,-999,35,0,34,42,134
STATE,DISTRICT,2022-2023,156905,GRADY ISD,18,TRADITIONAL ISD/CSD,258,91,0,19,48,14,14,0,36,0,0,42,12,258
STATE,DISTRICT,2022-2023,182902,GRAFORD ISD,11,TRADITIONAL ISD/CSD,321,100,0,16,179,24,24,0,41,-999,-999,28,41,321
STATE,DISTRICT,2022-2023,252901,GRAHAM ISD,9,TRADITIONAL ISD/CSD,2261,1022,48,250,1342,283,125,12,55,29,-999,299,382,2257
STATE,DISTRICT,2022-2023,111901,GRANBURY ISD,11,TRADITIONAL ISD/CSD,7954,3179,274,673,4364,839,533,-999,668,94,146,914,1178,7954
STATE,DISTRICT,2022-2023,57910,GRAND PRAIRIE ISD,10,TRADITIONAL ISD/CSD,27019,18631,3581,1253,20380,9840,4849,58,1800,739,94,1868,2688,18625
STATE,DISTRICT,2022-2023,234904,GRAND SALINE ISD,7,TRADITIONAL ISD/CSD,1214,654,0,129,721,163,151,0,64,30,13,170,150,1202
STATE,DISTRICT,2022-2023,238904,GRANDFALLS-ROYALTY ISD,18,TRADITIONAL ISD/CSD,137,68,0,-999,88,-999,-999,-999,0,0,0,10,17,137
STATE,DISTRICT,2022-2023,126904,GRANDVIEW ISD,11,TRADITIONAL ISD/CSD,1403,378,0,81,545,84,80,-999,90,-999,13,107,196,962
STATE,DISTRICT,2022-2023,90905,GRANDVIEW-HOPKINS ISD,16,TRADITIONAL ISD/CSD,44,17,0,-999,-999,0,0,0,0,0,0,0,10,0
STATE,DISTRICT,2022-2023,246905,GRANGER ISD,13,TRADITIONAL ISD/CSD,549,112,0,42,354,84,67,0,13,-999,-999,45,56,542
STATE,DISTRICT,2022-2023,226907,GRAPE CREEK ISD,15,TRADITIONAL ISD/CSD,1172,563,0,87,790,65,65,-999,85,-999,60,69,249,848
STATE,DISTRICT,2022-2023,113902,GRAPELAND ISD,6,TRADITIONAL ISD/CSD,615,43,0,27,387,-999,-999,0,29,0,-999,18,88,-999
STATE,DISTRICT,2022-2023,220906,GRAPEVINE-COLLEYVILLE ISD,11,TRADITIONAL ISD/CSD,13772,4147,541,1050,3520,1552,1026,13,2591,174,853,1286,1570,2014
STATE,DISTRICT,2022-2023,15835,GREAT HEARTS TEXAS,20,OPEN ENROLLMENT CHARTER,9970,1758,0,269,2605,986,885,14,0,0,674,686,878,1224
STATE,DISTRICT,2022-2023,116905,GREENVILLE ISD,10,TRADITIONAL ISD/CSD,5422,3139,417,378,4077,1454,681,-999,415,32,148,540,809,3702
STATE,DISTRICT,2022-2023,165902,GREENWOOD ISD,18,TRADITIONAL ISD/CSD,3140,1284,0,173,1217,307,120,-999,237,32,-999,220,356,3140
STATE,DISTRICT,2022-2023,205902,GREGORY-PORTLAND ISD,2,TRADITIONAL ISD/CSD,4937,1987,87,481,2531,284,185,11,327,-999,206,442,732,1770
STATE,DISTRICT,2022-2023,147902,GROESBECK ISD,12,TRADITIONAL ISD/CSD,1573,665,0,117,1026,100,99,-999,116,25,-999,154,221,1115
