SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SECTION 504,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2022-2023,33901,GROOM ISD,16,TRADITIONAL ISD/CSD,150,50,0,25,52,-999,-999,0,-999,-999,-999,18,33,150
STATE,DISTRICT,2022-2023,228901,GROVETON ISD,6,TRADITIONAL ISD/CSD,768,100,0,26,506,14,15,0,53,-999,-999,38,129,768
STATE,DISTRICT,2022-2023,98901,GRUVER ISD,16,TRADITIONAL ISD/CSD,441,188,0,28,202,88,88,0,40,0,0,31,48,441
STATE,DISTRICT,2022-2023,91917,GUNTER ISD,10,TRADITIONAL ISD/CSD,1158,297,0,57,241,65,63,-999,90,18,53,155,131,414
STATE,DISTRICT,2022-2023,47903,GUSTINE ISD,14,TRADITIONAL ISD/CSD,141,75,0,10,106,48,30,0,-999,0,0,-999,29,141
STATE,DISTRICT,2022-2023,135001,GUTHRIE CSD,17,TRADITIONAL ISD/CSD,119,39,0,11,18,-999,-999,0,-999,0,13,12,10,0
STATE,DISTRICT,2022-2023,95903,HALE CENTER ISD,17,TRADITIONAL ISD/CSD,585,353,0,26,392,53,53,-999,-999,-999,-999,53,61,585
STATE,DISTRICT,2022-2023,143901,HALLETTSVILLE ISD,3,TRADITIONAL ISD/CSD,1172,429,0,69,469,41,41,0,69,-999,-999,142,160,1172
STATE,DISTRICT,2022-2023,161924,HALLSBURG ISD,12,TRADITIONAL ISD/CSD,146,47,0,17,65,-999,-999,0,12,-999,-999,16,16,146
STATE,DISTRICT,2022-2023,102904,HALLSVILLE ISD,7,TRADITIONAL ISD/CSD,19818,14745,0,1469,10766,1586,830,33,683,216,530,2248,3224,3734
STATE,DISTRICT,2022-2023,97902,HAMILTON ISD,12,TRADITIONAL ISD/CSD,817,297,0,137,436,60,60,0,63,51,-999,134,98,816
STATE,DISTRICT,2022-2023,127903,HAMLIN COLLEGIATE ISD,14,TRADITIONAL ISD/CSD,418,178,0,17,292,22,16,0,-999,51,-999,14,61,415
STATE,DISTRICT,2022-2023,123914,HAMSHIRE-FANNETT ISD,5,TRADITIONAL ISD/CSD,2065,896,0,135,922,145,125,-999,151,-999,59,166,250,798
STATE,DISTRICT,2022-2023,219901,HAPPY ISD,16,TRADITIONAL ISD/CSD,270,88,0,24,97,13,13,0,-999,-999,-999,30,33,270
STATE,DISTRICT,2022-2023,146904,HARDIN ISD,5,TRADITIONAL ISD/CSD,1317,554,0,106,818,46,45,-999,60,15,-999,73,162,1317
STATE,DISTRICT,2022-2023,100905,HARDIN-JEFFERSON ISD,5,TRADITIONAL ISD/CSD,2697,734,0,236,1155,109,108,-999,146,31,46,315,402,1317
STATE,DISTRICT,2022-2023,15904,HARLANDALE ISD,20,TRADITIONAL ISD/CSD,12174,9499,1701,511,10685,2414,633,30,811,89,120,954,1576,11469
STATE,DISTRICT,2022-2023,102905,HARLETON ISD,7,TRADITIONAL ISD/CSD,705,231,0,34,342,11,11,-999,64,10,36,68,95,332
STATE,DISTRICT,2022-2023,31903,HARLINGEN CISD,1,TRADITIONAL ISD/CSD,17034,10086,1851,907,13505,2654,1389,33,1252,65,253,1132,2074,11600
STATE,DISTRICT,2022-2023,230905,HARMONY ISD,7,TRADITIONAL ISD/CSD,1009,361,0,84,552,68,66,-999,67,12,-999,118,93,727
STATE,DISTRICT,2022-2023,227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,13,OPEN ENROLLMENT CHARTER,4471,2856,0,135,2776,2253,1109,-999,517,11,-999,200,327,3798
STATE,DISTRICT,2022-2023,101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,4,OPEN ENROLLMENT CHARTER,6731,2375,0,190,4903,2088,668,0,864,-999,-999,178,615,6244
STATE,DISTRICT,2022-2023,101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,4,OPEN ENROLLMENT CHARTER,3501,1761,0,120,2909,1453,431,0,206,-999,0,107,335,3267
STATE,DISTRICT,2022-2023,101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,4,OPEN ENROLLMENT CHARTER,5405,1833,0,123,3113,1428,727,-999,633,-999,-999,150,364,5405
STATE,DISTRICT,2022-2023,161807,HARMONY PUBLIC SCHOOLS - NORTH TEXAS,12,OPEN ENROLLMENT CHARTER,10249,3997,0,428,6945,3238,1301,-999,1020,27,-999,395,1156,10249
STATE,DISTRICT,2022-2023,15828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,20,OPEN ENROLLMENT CHARTER,4826,2585,0,133,4066,2039,1145,-999,353,60,32,257,441,4826
STATE,DISTRICT,2022-2023,71806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,19,OPEN ENROLLMENT CHARTER,4967,1803,0,118,3695,1473,797,-999,456,-999,27,227,441,4967
STATE,DISTRICT,2022-2023,86902,HARPER ISD,15,TRADITIONAL ISD/CSD,584,219,0,30,215,17,16,0,42,-999,17,46,79,584
STATE,DISTRICT,2022-2023,244901,HARROLD ISD,9,TRADITIONAL ISD/CSD,138,32,0,10,57,-999,-999,0,12,0,0,-999,23,0
STATE,DISTRICT,2022-2023,35902,HART ISD,16,TRADITIONAL ISD/CSD,207,116,0,-999,173,52,54,0,-999,44,0,-999,26,207
STATE,DISTRICT,2022-2023,103902,HARTLEY ISD,16,TRADITIONAL ISD/CSD,230,104,0,-999,140,72,42,0,15,-999,0,-999,20,230
STATE,DISTRICT,2022-2023,225907,HARTS BLUFF ISD,8,TRADITIONAL ISD/CSD,868,501,170,136,487,284,131,-999,22,25,13,146,82,690
STATE,DISTRICT,2022-2023,104901,HASKELL CISD,14,TRADITIONAL ISD/CSD,539,226,0,14,358,-999,-999,-999,14,23,20,32,93,539
STATE,DISTRICT,2022-2023,250902,HAWKINS ISD,7,TRADITIONAL ISD/CSD,769,414,0,47,472,12,12,25,67,102,68,87,100,769
STATE,DISTRICT,2022-2023,127904,HAWLEY ISD,14,TRADITIONAL ISD/CSD,819,451,0,60,433,-999,-999,-999,82,39,99,48,146,819
STATE,DISTRICT,2022-2023,105906,HAYS CISD,13,TRADITIONAL ISD/CSD,22297,12612,1726,1795,10702,4604,2828,40,1417,211,1886,2393,3330,10064
STATE,DISTRICT,2022-2023,198905,HEARNE ISD,6,TRADITIONAL ISD/CSD,751,362,0,24,711,150,85,-999,27,0,-999,31,143,751
STATE,DISTRICT,2022-2023,65902,HEDLEY ISD,16,TRADITIONAL ISD/CSD,117,29,0,12,100,-999,-999,0,-999,0,-999,11,36,117
STATE,DISTRICT,2022-2023,202903,HEMPHILL ISD,7,TRADITIONAL ISD/CSD,840,243,0,46,535,14,14,0,43,21,0,64,113,839
STATE,DISTRICT,2022-2023,237902,HEMPSTEAD ISD,4,TRADITIONAL ISD/CSD,1638,1260,207,18,1409,576,122,-999,109,39,-999,78,154,1637
STATE,DISTRICT,2022-2023,201902,HENDERSON ISD,7,TRADITIONAL ISD/CSD,3400,1941,106,181,2133,581,302,14,239,15,35,286,500,2358
STATE,DISTRICT,2022-2023,39902,HENRIETTA ISD,9,TRADITIONAL ISD/CSD,994,410,0,93,468,11,11,-999,68,19,83,101,195,479
STATE,DISTRICT,2022-2023,15833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,20,OPEN ENROLLMENT CHARTER,75,23,0,0,36,0,0,0,0,0,-999,13,-999,75
STATE,DISTRICT,2022-2023,59901,HEREFORD ISD,16,TRADITIONAL ISD/CSD,3952,2820,327,155,3343,1043,565,10,103,40,99,166,489,3952
STATE,DISTRICT,2022-2023,15815,HERITAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,542,518,0,-999,468,311,-999,-999,-999,13,12,33,63,542
STATE,DISTRICT,2022-2023,208901,HERMLEIGH ISD,14,TRADITIONAL ISD/CSD,243,138,0,-999,111,15,-999,0,29,14,0,19,25,243
STATE,DISTRICT,2022-2023,97903,HICO ISD,12,TRADITIONAL ISD/CSD,623,227,0,46,329,70,70,0,18,-999,-999,59,83,623
STATE,DISTRICT,2022-2023,108905,HIDALGO ISD,1,TRADITIONAL ISD/CSD,3010,2444,1302,41,2672,2047,1125,-999,266,0,15,150,288,3010
STATE,DISTRICT,2022-2023,84903,HIGH ISLAND ISD,5,TRADITIONAL ISD/CSD,151,14,0,-999,90,0,0,-999,-999,-999,0,14,28,151
STATE,DISTRICT,2022-2023,220819,HIGH POINT ACADEMY,11,OPEN ENROLLMENT CHARTER,1404,301,0,130,458,113,88,-999,89,-999,117,167,180,1404
STATE,DISTRICT,2022-2023,177905,HIGHLAND ISD,14,TRADITIONAL ISD/CSD,226,68,0,15,56,0,0,0,33,-999,19,19,25,226
STATE,DISTRICT,2022-2023,57911,HIGHLAND PARK ISD,10,TRADITIONAL ISD/CSD,6551,584,0,570,27,73,65,-999,1074,0,0,1056,796,0
STATE,DISTRICT,2022-2023,188903,HIGHLAND PARK ISD,16,TRADITIONAL ISD/CSD,789,377,0,81,396,65,60,-999,34,-999,10,85,113,788
STATE,DISTRICT,2022-2023,109904,HILLSBORO ISD,12,TRADITIONAL ISD/CSD,2011,1058,34,113,1536,375,218,15,79,45,87,86,339,2011
STATE,DISTRICT,2022-2023,84908,HITCHCOCK ISD,4,TRADITIONAL ISD/CSD,1841,607,0,87,1544,137,128,-999,69,140,0,103,281,1678
STATE,DISTRICT,2022-2023,14905,HOLLAND ISD,12,TRADITIONAL ISD/CSD,634,204,0,55,261,21,21,-999,45,-999,10,81,85,445
STATE,DISTRICT,2022-2023,5902,HOLLIDAY ISD,9,TRADITIONAL ISD/CSD,1137,365,0,95,255,-999,-999,-999,67,-999,55,133,160,512
STATE,DISTRICT,2022-2023,163904,HONDO ISD,20,TRADITIONAL ISD/CSD,1772,814,0,148,1228,44,40,12,72,-999,52,206,223,1772
STATE,DISTRICT,2022-2023,74907,HONEY GROVE ISD,8,TRADITIONAL ISD/CSD,617,193,0,75,365,57,57,-999,38,18,25,83,104,399
STATE,DISTRICT,2022-2023,19902,HOOKS ISD,8,TRADITIONAL ISD/CSD,920,335,0,122,525,31,31,-999,73,-999,-999,137,116,920
STATE,DISTRICT,2022-2023,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,1469,886,84,28,1055,461,13,0,58,0,20,24,117,1469
STATE,DISTRICT,2022-2023,101878,HOUSTON CLASSICAL CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,185,90,0,-999,130,27,20,0,0,-999,-999,-999,17,185
STATE,DISTRICT,2022-2023,101828,HOUSTON GATEWAY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,2128,1349,414,20,1810,1237,813,0,0,11,-999,44,124,2128
STATE,DISTRICT,2022-2023,101821,HOUSTON HEIGHTS HIGH SCHOOL,4,OPEN ENROLLMENT CHARTER,173,155,0,-999,149,0,0,0,0,0,-999,-999,23,173
STATE,DISTRICT,2022-2023,101912,HOUSTON ISD,4,TRADITIONAL ISD/CSD,189934,123187,32783,6126,150922,70203,31120,41,26544,7243,293,7659,17554,172851
STATE,DISTRICT,2022-2023,91905,HOWE ISD,10,TRADITIONAL ISD/CSD,1283,514,0,116,681,152,149,-999,50,-999,49,145,219,931
STATE,DISTRICT,2022-2023,19913,HUBBARD ISD,8,TRADITIONAL ISD/CSD,77,17,0,0,49,11,11,0,-999,0,-999,0,11,77
STATE,DISTRICT,2022-2023,109905,HUBBARD ISD,12,TRADITIONAL ISD/CSD,447,235,0,52,279,-999,-999,0,37,0,33,53,68,447
STATE,DISTRICT,2022-2023,72908,HUCKABAY ISD,11,TRADITIONAL ISD/CSD,313,53,0,10,39,-999,-999,0,-999,0,0,-999,24,311
STATE,DISTRICT,2022-2023,3902,HUDSON ISD,7,TRADITIONAL ISD/CSD,2768,1095,0,216,1496,199,61,-999,174,12,159,252,382,2760
STATE,DISTRICT,2022-2023,101925,HUFFMAN ISD,4,TRADITIONAL ISD/CSD,3717,1892,59,329,1620,324,149,-999,198,33,283,346,618,1684
STATE,DISTRICT,2022-2023,34903,HUGHES SPRINGS ISD,8,TRADITIONAL ISD/CSD,1149,475,0,194,681,59,55,-999,79,-999,0,186,149,1149
STATE,DISTRICT,2022-2023,146905,HULL-DAISETTA ISD,5,TRADITIONAL ISD/CSD,431,301,0,48,318,-999,-999,0,21,167,30,57,87,431
STATE,DISTRICT,2022-2023,101913,HUMBLE ISD,4,TRADITIONAL ISD/CSD,48758,26507,1850,3569,23597,5659,3040,114,3736,665,5339,4143,5851,9420
STATE,DISTRICT,2022-2023,133902,HUNT ISD,20,TRADITIONAL ISD/CSD,202,47,0,16,96,23,23,0,20,0,0,21,23,202
STATE,DISTRICT,2022-2023,3904,HUNTINGTON ISD,7,TRADITIONAL ISD/CSD,1593,663,0,132,941,20,19,-999,70,-999,11,155,286,1593
STATE,DISTRICT,2022-2023,236902,HUNTSVILLE ISD,6,TRADITIONAL ISD/CSD,11313,7098,138,594,7368,1594,713,21,667,294,270,939,1452,5802
STATE,DISTRICT,2022-2023,220916,HURST-EULESS-BEDFORD ISD,11,TRADITIONAL ISD/CSD,22947,11836,775,1215,13947,5037,3936,15,1564,555,1010,1568,3037,10869
STATE,DISTRICT,2022-2023,246906,HUTTO ISD,13,TRADITIONAL ISD/CSD,9620,4643,579,597,4120,1379,785,14,609,77,662,908,1523,6078
STATE,DISTRICT,2022-2023,152910,IDALOU ISD,17,TRADITIONAL ISD/CSD,988,233,0,97,333,22,21,0,70,-999,43,121,120,410
STATE,DISTRICT,2022-2023,108807,IDEA PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,74217,44231,455,851,64575,32080,2239,-999,0,63,-999,1749,6570,73190
STATE,DISTRICT,2022-2023,43801,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,10,OPEN ENROLLMENT CHARTER,1399,220,0,59,34,201,188,0,0,0,-999,116,83,0
STATE,DISTRICT,2022-2023,120905,INDUSTRIAL ISD,3,TRADITIONAL ISD/CSD,1188,242,0,105,423,28,28,0,89,0,13,144,121,544
STATE,DISTRICT,2022-2023,205903,INGLESIDE ISD,2,TRADITIONAL ISD/CSD,2023,1061,92,185,1354,198,103,-999,56,19,30,151,345,2023
STATE,DISTRICT,2022-2023,133904,INGRAM ISD,20,TRADITIONAL ISD/CSD,1240,539,17,85,864,220,174,-999,108,-999,-999,114,190,571
STATE,DISTRICT,2022-2023,15808,INSPIRE ACADEMIES,20,OPEN ENROLLMENT CHARTER,735,327,0,59,407,23,21,40,0,0,-999,96,131,735
STATE,DISTRICT,2022-2023,57830,INSPIRED VISION ACADEMY,10,OPEN ENROLLMENT CHARTER,1270,991,92,59,1189,709,43,0,51,-999,-999,40,124,1270
STATE,DISTRICT,2022-2023,57848,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),10,OPEN ENROLLMENT CHARTER,22139,16581,118,541,15908,8645,609,-999,1494,100,911,1001,1547,21692
STATE,DISTRICT,2022-2023,93903,IOLA ISD,6,TRADITIONAL ISD/CSD,587,138,0,31,195,-999,-999,0,22,0,-999,45,97,587
STATE,DISTRICT,2022-2023,243903,IOWA PARK CISD,9,TRADITIONAL ISD/CSD,1895,661,0,229,802,-999,-999,15,164,-999,150,283,330,1350
STATE,DISTRICT,2022-2023,208903,IRA ISD,14,TRADITIONAL ISD/CSD,267,47,0,-999,63,-999,-999,0,-999,-999,0,12,19,0
STATE,DISTRICT,2022-2023,186903,IRAAN-SHEFFIELD COLLEGIATE ISD,18,TRADITIONAL ISD/CSD,335,193,0,11,202,47,47,0,20,0,10,16,44,335
STATE,DISTRICT,2022-2023,18906,IREDELL ISD,12,TRADITIONAL ISD/CSD,142,63,0,-999,100,0,0,0,-999,13,-999,-999,26,142
STATE,DISTRICT,2022-2023,118902,IRION COUNTY ISD,15,TRADITIONAL ISD/CSD,333,110,0,21,122,-999,-999,0,28,-999,-999,36,50,333
STATE,DISTRICT,2022-2023,57912,IRVING ISD,10,TRADITIONAL ISD/CSD,31767,24801,8305,1931,27614,16606,7877,25,4526,599,-999,2180,2998,21496
STATE,DISTRICT,2022-2023,70907,ITALY ISD,10,TRADITIONAL ISD/CSD,634,280,0,59,417,65,65,-999,12,-999,0,59,115,633
STATE,DISTRICT,2022-2023,109907,ITASCA ISD,12,TRADITIONAL ISD/CSD,651,330,0,33,433,112,99,21,54,-999,-999,29,87,651
STATE,DISTRICT,2022-2023,119902,JACKSBORO ISD,9,TRADITIONAL ISD/CSD,1083,579,0,131,736,168,167,-999,73,14,35,134,164,1083
STATE,DISTRICT,2022-2023,37904,JACKSONVILLE ISD,7,TRADITIONAL ISD/CSD,4909,3630,1088,292,4050,1659,623,-999,478,46,-999,453,758,4909
STATE,DISTRICT,2022-2023,246907,JARRELL ISD,13,TRADITIONAL ISD/CSD,3360,2350,185,216,2074,716,256,-999,113,37,155,198,540,1751
STATE,DISTRICT,2022-2023,121904,JASPER ISD,5,TRADITIONAL ISD/CSD,2211,1652,23,84,1843,205,62,14,98,75,31,342,319,2211
STATE,DISTRICT,2022-2023,132902,JAYTON-GIRARD ISD,17,TRADITIONAL ISD/CSD,175,55,0,-999,75,0,0,-999,15,0,0,19,20,175
STATE,DISTRICT,2022-2023,57819,JEAN MASSIEU ACADEMY,10,OPEN ENROLLMENT CHARTER,181,122,0,-999,141,112,110,0,0,0,-999,-999,-999,181
STATE,DISTRICT,2022-2023,155901,JEFFERSON ISD,8,TRADITIONAL ISD/CSD,1132,575,0,149,819,15,15,0,67,21,-999,216,227,1132
STATE,DISTRICT,2022-2023,124901,JIM HOGG COUNTY ISD,1,TRADITIONAL ISD/CSD,1072,553,0,30,921,72,58,0,121,-999,43,71,134,1072
STATE,DISTRICT,2022-2023,221911,JIM NED CISD,14,TRADITIONAL ISD/CSD,1624,308,0,56,359,-999,-999,-999,138,-999,154,125,192,405
STATE,DISTRICT,2022-2023,210902,JOAQUIN ISD,7,TRADITIONAL ISD/CSD,711,274,0,95,445,49,47,-999,37,-999,32,91,183,343
STATE,DISTRICT,2022-2023,16901,JOHNSON CITY ISD,13,TRADITIONAL ISD/CSD,722,239,0,71,306,55,55,-999,30,-999,31,72,103,304
STATE,DISTRICT,2022-2023,50909,JONESBORO ISD,12,TRADITIONAL ISD/CSD,329,-999,0,21,207,0,0,0,-999,-999,-999,19,36,328
STATE,DISTRICT,2022-2023,126905,JOSHUA ISD,11,TRADITIONAL ISD/CSD,5892,2722,281,459,2997,807,525,11,150,29,401,554,775,2134
STATE,DISTRICT,2022-2023,7902,JOURDANTON ISD,20,TRADITIONAL ISD/CSD,1590,689,0,122,916,57,46,10,66,13,21,197,252,1132
STATE,DISTRICT,2022-2023,15822,JUBILEE ACADEMIES,20,OPEN ENROLLMENT CHARTER,6192,4339,605,265,5233,1674,707,-999,345,80,132,385,571,6191
STATE,DISTRICT,2022-2023,15916,JUDSON ISD,20,TRADITIONAL ISD/CSD,25871,17333,1163,1621,18085,2981,1500,97,1363,239,2273,1398,4019,15978
STATE,DISTRICT,2022-2023,134901,JUNCTION ISD,15,TRADITIONAL ISD/CSD,619,324,0,36,395,32,32,0,62,0,-999,53,90,619
STATE,DISTRICT,2022-2023,102901,KARNACK ISD,7,TRADITIONAL ISD/CSD,130,69,0,-999,116,-999,-999,-999,-999,-999,-999,-999,17,130
STATE,DISTRICT,2022-2023,128901,KARNES CITY ISD,20,TRADITIONAL ISD/CSD,4835,2088,0,239,2922,248,228,-999,151,49,32,436,460,737
STATE,DISTRICT,2022-2023,105801,KATHERINE ANNE PORTER SCHOOL,13,OPEN ENROLLMENT CHARTER,86,26,0,-999,26,0,0,0,36,0,12,30,20,0
STATE,DISTRICT,2022-2023,101914,KATY ISD,4,TRADITIONAL ISD/CSD,92667,42933,4783,6174,40219,21749,14912,139,7868,753,3612,4662,13688,15762
STATE,DISTRICT,2022-2023,129903,KAUFMAN ISD,10,TRADITIONAL ISD/CSD,4332,1989,112,274,3103,1123,566,23,293,18,46,353,538,2013
STATE,DISTRICT,2022-2023,126906,KEENE ISD,11,TRADITIONAL ISD/CSD,1053,555,0,63,704,223,124,-999,67,-999,36,67,145,1053
STATE,DISTRICT,2022-2023,220907,KELLER ISD,11,TRADITIONAL ISD/CSD,34078,10984,788,2959,11079,3880,2196,19,2922,169,4089,4061,4745,6118
STATE,DISTRICT,2022-2023,242905,KELTON ISD,16,TRADITIONAL ISD/CSD,153,36,0,-999,92,-999,-999,0,19,0,0,14,22,153
STATE,DISTRICT,2022-2023,129904,KEMP ISD,10,TRADITIONAL ISD/CSD,1835,969,69,120,1322,333,248,-999,80,24,10,199,299,1835
STATE,DISTRICT,2022-2023,131001,KENEDY COUNTY WIDE CSD,2,TRADITIONAL ISD/CSD,98,31,0,14,40,-999,-999,0,15,0,17,11,16,0
STATE,DISTRICT,2022-2023,128902,KENEDY ISD,3,TRADITIONAL ISD/CSD,729,329,0,50,608,49,49,0,31,0,17,57,124,723
STATE,DISTRICT,2022-2023,113906,KENNARD ISD,6,TRADITIONAL ISD/CSD,258,146,0,29,172,-999,-999,-999,18,17,-999,34,45,258
STATE,DISTRICT,2022-2023,220914,KENNEDALE ISD,11,TRADITIONAL ISD/CSD,2855,1322,88,176,1655,354,264,23,262,25,274,289,289,2855
STATE,DISTRICT,2022-2023,175907,KERENS ISD,12,TRADITIONAL ISD/CSD,570,242,0,75,434,56,53,-999,29,0,-999,85,76,570
STATE,DISTRICT,2022-2023,248901,KERMIT ISD,18,TRADITIONAL ISD/CSD,1374,885,61,37,1005,357,77,-999,37,19,0,41,165,1374
STATE,DISTRICT,2022-2023,133903,KERRVILLE ISD,20,TRADITIONAL ISD/CSD,4878,2244,129,333,2772,433,193,24,402,43,31,593,631,3379
STATE,DISTRICT,2022-2023,105803,KI CHARTER ACADEMY,13,OPEN ENROLLMENT CHARTER,429,368,0,16,384,0,0,0,0,0,0,68,130,429
STATE,DISTRICT,2022-2023,92902,KILGORE ISD,7,TRADITIONAL ISD/CSD,3821,2201,408,283,2874,819,443,19,181,57,22,416,308,1797
STATE,DISTRICT,2022-2023,14906,KILLEEN ISD,12,TRADITIONAL ISD/CSD,43935,23620,1240,3086,26511,5244,3230,155,1388,372,20137,4718,6873,26820
STATE,DISTRICT,2022-2023,137901,KINGSVILLE ISD,2,TRADITIONAL ISD/CSD,2694,1547,0,67,2226,102,90,-999,68,-999,44,127,447,2596
STATE,DISTRICT,2022-2023,227820,KIPP TEXAS PUBLIC SCHOOLS,4,OPEN ENROLLMENT CHARTER,33068,21267,0,809,29446,13670,-999,47,0,1242,207,942,3045,33068
STATE,DISTRICT,2022-2023,121905,KIRBYVILLE CISD,5,TRADITIONAL ISD/CSD,1502,652,0,71,974,39,38,25,92,16,59,193,271,731
STATE,DISTRICT,2022-2023,101915,KLEIN ISD,4,TRADITIONAL ISD/CSD,53712,25836,3617,3215,28820,10918,5524,241,3620,162,830,3825,6714,7148
STATE,DISTRICT,2022-2023,58905,KLONDIKE ISD,17,TRADITIONAL ISD/CSD,254,56,0,12,72,16,16,-999,10,0,15,13,29,254
STATE,DISTRICT,2022-2023,232901,KNIPPA ISD,20,TRADITIONAL ISD/CSD,416,108,0,16,173,13,13,0,26,0,0,44,39,416
STATE,DISTRICT,2022-2023,138902,KNOX CITY-O'BRIEN CISD,9,TRADITIONAL ISD/CSD,209,78,0,28,137,14,14,0,0,-999,-999,24,43,209
STATE,DISTRICT,2022-2023,18907,KOPPERL ISD,12,TRADITIONAL ISD/CSD,186,43,0,27,125,0,0,0,16,0,-999,19,36,186
STATE,DISTRICT,2022-2023,100903,KOUNTZE ISD,5,TRADITIONAL ISD/CSD,1115,594,0,100,731,47,47,-999,78,46,-999,118,197,787
STATE,DISTRICT,2022-2023,219905,KRESS ISD,16,TRADITIONAL ISD/CSD,279,149,0,35,179,19,-999,-999,-999,0,0,27,30,279
STATE,DISTRICT,2022-2023,61905,KRUM ISD,11,TRADITIONAL ISD/CSD,2298,1213,86,178,892,361,269,-999,147,11,53,246,383,649
STATE,DISTRICT,2022-2023,57839,LA ACADEMIA DE ESTRELLAS,10,OPEN ENROLLMENT CHARTER,1001,777,155,66,885,707,519,0,25,0,0,65,120,1000
STATE,DISTRICT,2022-2023,71807,LA FE PREPARATORY SCHOOL,19,OPEN ENROLLMENT CHARTER,184,165,175,0,184,164,0,0,0,0,-999,-999,13,184
STATE,DISTRICT,2022-2023,31905,LA FERIA ISD,1,TRADITIONAL ISD/CSD,2926,1466,190,94,2555,448,237,-999,155,303,35,138,402,2925
STATE,DISTRICT,2022-2023,125906,LA GLORIA ISD,2,TRADITIONAL ISD/CSD,102,18,0,-999,74,0,0,0,0,0,0,0,18,102
STATE,DISTRICT,2022-2023,75902,LA GRANGE ISD,13,TRADITIONAL ISD/CSD,1883,825,73,105,1085,332,207,-999,120,15,15,120,313,1298
STATE,DISTRICT,2022-2023,108912,LA JOYA ISD,1,TRADITIONAL ISD/CSD,24804,20073,6716,1066,23226,14222,6961,17,2485,800,160,1155,2971,24352
STATE,DISTRICT,2022-2023,101916,LA PORTE ISD,4,TRADITIONAL ISD/CSD,7100,3123,283,378,4270,872,593,28,599,116,25,491,994,7097
STATE,DISTRICT,2022-2023,254902,LA PRYOR ISD,20,TRADITIONAL ISD/CSD,491,283,0,26,449,22,21,0,21,-999,-999,38,63,491
STATE,DISTRICT,2022-2023,161906,LA VEGA ISD,12,TRADITIONAL ISD/CSD,3017,1963,379,293,2810,738,309,-999,109,11,15,338,295,2135
STATE,DISTRICT,2022-2023,247903,LA VERNIA ISD,20,TRADITIONAL ISD/CSD,3515,717,70,217,1024,124,87,-999,260,-999,228,309,510,174
STATE,DISTRICT,2022-2023,108914,LA VILLA ISD,1,TRADITIONAL ISD/CSD,566,364,0,54,530,103,85,0,40,38,12,46,52,566
STATE,DISTRICT,2022-2023,15913,LACKLAND ISD,20,TRADITIONAL ISD/CSD,968,192,0,25,162,18,15,-999,69,-999,880,59,116,69
STATE,DISTRICT,2022-2023,227912,LAGO VISTA ISD,13,TRADITIONAL ISD/CSD,1798,416,0,94,464,123,123,-999,130,14,20,168,237,63
STATE,DISTRICT,2022-2023,61912,LAKE DALLAS ISD,11,TRADITIONAL ISD/CSD,3900,1984,85,450,1675,498,342,10,275,12,25,666,504,2607
STATE,DISTRICT,2022-2023,111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,11,OPEN ENROLLMENT CHARTER,41,39,0,-999,33,-999,-999,0,0,-999,0,-999,10,41
STATE,DISTRICT,2022-2023,227913,LAKE TRAVIS ISD,13,TRADITIONAL ISD/CSD,11399,2958,259,650,1163,908,605,15,961,17,52,1281,1345,763
STATE,DISTRICT,2022-2023,220910,LAKE WORTH ISD,11,TRADITIONAL ISD/CSD,3447,2254,224,116,3115,894,578,-999,117,33,102,160,423,3447
STATE,DISTRICT,2022-2023,79901,LAMAR CISD,4,TRADITIONAL ISD/CSD,42461,18364,1351,1854,20289,8395,6085,123,3641,314,49,2746,5829,17884
STATE,DISTRICT,2022-2023,58906,LAMESA ISD,17,TRADITIONAL ISD/CSD,1588,906,0,168,1266,87,86,-999,112,25,19,161,225,1588
STATE,DISTRICT,2022-2023,141901,LAMPASAS ISD,12,TRADITIONAL ISD/CSD,3567,1589,0,344,1830,141,125,33,204,48,977,454,647,1685
STATE,DISTRICT,2022-2023,57913,LANCASTER ISD,10,TRADITIONAL ISD/CSD,7032,4248,306,120,6089,754,436,47,582,314,322,248,647,7032
