SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,CTE,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2019-2020,218901,SONORA ISD,15,TRADITIONAL ISD/CSD,779,393,0,238,26,480,120,119,-999,-999,-999,-999,89,779
STATE,DISTRICT,2019-2020,15908,SOUTH SAN ANTONIO ISD,20,TRADITIONAL ISD/CSD,8533,6193,787,2695,234,7727,1574,540,63,580,65,31,969,8533
STATE,DISTRICT,2019-2020,31916,SOUTH TEXAS ISD,1,TRADITIONAL ISD/CSD,4126,879,0,3515,43,2250,233,225,-999,648,12,15,125,4126
STATE,DISTRICT,2019-2020,85903,SOUTHLAND ISD,17,TRADITIONAL ISD/CSD,133,80,0,49,-999,100,-999,-999,0,-999,0,-999,12,133
STATE,DISTRICT,2019-2020,15917,SOUTHSIDE ISD,20,TRADITIONAL ISD/CSD,5781,3903,736,1976,347,4938,1025,348,84,480,96,40,767,5746
STATE,DISTRICT,2019-2020,15912,SOUTHWEST ISD,20,TRADITIONAL ISD/CSD,13864,9876,1388,2936,638,11683,2467,1066,77,1468,286,506,2031,13864
STATE,DISTRICT,2019-2020,15807,SOUTHWEST PREPARATORY SCHOOL,20,OPEN ENROLLMENT CHARTER,970,766,0,399,38,816,91,75,-999,48,27,14,57,970
STATE,DISTRICT,2019-2020,101838,SOUTHWEST SCHOOL,4,OPEN ENROLLMENT CHARTER,2042,1672,576,456,-999,1812,1327,536,50,0,54,-999,178,1723
STATE,DISTRICT,2019-2020,98904,SPEARMAN ISD,16,TRADITIONAL ISD/CSD,837,399,0,247,24,504,180,55,0,45,17,0,70,579
STATE,DISTRICT,2019-2020,170907,SPLENDORA ISD,6,TRADITIONAL ISD/CSD,4177,2317,329,1314,139,2676,799,344,14,285,218,20,470,4118
STATE,DISTRICT,2019-2020,101920,SPRING BRANCH ISD,4,TRADITIONAL ISD/CSD,35188,20011,5888,7759,1146,20882,12913,5963,23,3476,515,21,3225,17911
STATE,DISTRICT,2019-2020,117907,SPRING CREEK ISD,16,TRADITIONAL ISD/CSD,105,28,0,-999,-999,43,-999,-999,-999,-999,-999,-999,-999,0
STATE,DISTRICT,2019-2020,92907,SPRING HILL ISD,7,TRADITIONAL ISD/CSD,2074,600,0,605,54,919,95,95,17,116,-999,36,200,987
STATE,DISTRICT,2019-2020,101919,SPRING ISD,4,TRADITIONAL ISD/CSD,35336,22129,4853,12293,525,29190,9871,4770,143,2262,198,118,3404,25597
STATE,DISTRICT,2019-2020,140907,SPRINGLAKE-EARTH ISD,17,TRADITIONAL ISD/CSD,326,196,0,118,13,256,61,61,0,20,-999,-999,54,326
STATE,DISTRICT,2019-2020,184902,SPRINGTOWN ISD,11,TRADITIONAL ISD/CSD,3584,1805,15,1234,175,1805,242,142,20,160,17,60,387,2008
STATE,DISTRICT,2019-2020,63903,SPUR ISD,17,TRADITIONAL ISD/CSD,246,90,0,107,10,155,-999,-999,0,14,27,0,41,246
STATE,DISTRICT,2019-2020,229905,SPURGER ISD,5,TRADITIONAL ISD/CSD,406,179,0,201,-999,272,-999,0,-999,-999,28,0,66,405
STATE,DISTRICT,2019-2020,57836,ST ANTHONY SCHOOL,10,OPEN ENROLLMENT CHARTER,318,100,0,0,-999,233,0,0,0,39,0,0,24,318
STATE,DISTRICT,2019-2020,13801,ST MARY'S ACADEMY CHARTER SCHOOL,2,OPEN ENROLLMENT CHARTER,429,201,0,0,-999,313,-999,-999,-999,39,-999,10,37,429
STATE,DISTRICT,2019-2020,79910,STAFFORD MSD,4,TRADITIONAL ISD/CSD,3512,1796,337,1259,30,2586,735,323,11,153,56,48,318,3512
STATE,DISTRICT,2019-2020,127906,STAMFORD ISD,14,TRADITIONAL ISD/CSD,640,345,0,236,81,413,29,25,-999,14,-999,-999,69,441
STATE,DISTRICT,2019-2020,156902,STANTON ISD,18,TRADITIONAL ISD/CSD,1128,621,0,272,33,642,110,95,-999,60,-999,0,95,794
STATE,DISTRICT,2019-2020,101859,STEP CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,519,295,0,0,0,476,284,280,0,0,0,0,32,517
STATE,DISTRICT,2019-2020,174801,STEPHEN F AUSTIN STATE UNIVERSITY,7,OPEN ENROLLMENT CHARTER,254,96,0,0,-999,19,11,-999,0,0,0,-999,19,0
STATE,DISTRICT,2019-2020,72903,STEPHENVILLE ISD,11,TRADITIONAL ISD/CSD,3841,1432,291,1144,189,1905,474,115,32,261,36,66,414,2787
STATE,DISTRICT,2019-2020,216901,STERLING CITY ISD,15,TRADITIONAL ISD/CSD,343,136,0,156,17,148,29,29,-999,-999,0,0,55,335
STATE,DISTRICT,2019-2020,247906,STOCKDALE ISD,20,TRADITIONAL ISD/CSD,826,312,0,214,63,400,41,41,0,85,15,13,126,381
STATE,DISTRICT,2019-2020,211902,STRATFORD ISD,16,TRADITIONAL ISD/CSD,563,299,0,142,-999,334,106,102,0,13,0,0,51,563
STATE,DISTRICT,2019-2020,182905,STRAWN ISD,11,TRADITIONAL ISD/CSD,161,38,0,54,0,108,24,24,0,-999,-999,0,19,161
STATE,DISTRICT,2019-2020,140908,SUDAN ISD,17,TRADITIONAL ISD/CSD,497,241,0,159,23,267,42,42,-999,37,17,-999,53,495
STATE,DISTRICT,2019-2020,112910,SULPHUR BLUFF ISD,8,TRADITIONAL ISD/CSD,224,97,0,99,24,121,-999,-999,-999,15,-999,-999,31,224
STATE,DISTRICT,2019-2020,112901,SULPHUR SPRINGS ISD,8,TRADITIONAL ISD/CSD,4396,2462,310,1318,319,2586,651,339,15,234,73,12,539,2108
STATE,DISTRICT,2019-2020,110907,SUNDOWN ISD,17,TRADITIONAL ISD/CSD,607,233,0,189,35,261,20,20,-999,62,-999,-999,59,281
STATE,DISTRICT,2019-2020,57919,SUNNYVALE ISD,10,TRADITIONAL ISD/CSD,1979,445,0,629,77,304,127,121,-999,202,-999,12,248,1979
STATE,DISTRICT,2019-2020,171902,SUNRAY ISD,16,TRADITIONAL ISD/CSD,561,266,0,226,22,231,83,67,0,24,-999,-999,71,412
STATE,DISTRICT,2019-2020,20906,SWEENY ISD,4,TRADITIONAL ISD/CSD,2029,866,0,819,128,1074,77,53,15,76,62,-999,192,2029
STATE,DISTRICT,2019-2020,143905,SWEET HOME ISD,3,TRADITIONAL ISD/CSD,139,20,0,0,-999,22,0,0,0,10,0,0,-999,0
STATE,DISTRICT,2019-2020,177902,SWEETWATER ISD,14,TRADITIONAL ISD/CSD,2138,967,0,652,158,1547,60,32,-999,112,38,-999,339,944
STATE,DISTRICT,2019-2020,205907,TAFT ISD,2,TRADITIONAL ISD/CSD,988,689,0,258,30,925,23,23,0,43,27,20,119,725
STATE,DISTRICT,2019-2020,153904,TAHOKA ISD,17,TRADITIONAL ISD/CSD,612,286,0,194,46,441,16,15,-999,48,18,12,67,612
STATE,DISTRICT,2019-2020,146907,TARKINGTON ISD,4,TRADITIONAL ISD/CSD,1872,693,0,470,86,1044,63,62,-999,87,335,13,249,1310
STATE,DISTRICT,2019-2020,201910,TATUM ISD,7,TRADITIONAL ISD/CSD,1500,398,0,648,65,854,227,191,-999,119,0,-999,127,1500
STATE,DISTRICT,2019-2020,246911,TAYLOR ISD,13,TRADITIONAL ISD/CSD,3117,1682,77,1125,125,1984,448,176,-999,182,61,24,333,3117
STATE,DISTRICT,2019-2020,81904,TEAGUE ISD,12,TRADITIONAL ISD/CSD,1172,511,0,446,71,714,94,76,11,98,25,31,164,1172
STATE,DISTRICT,2019-2020,123803,TEKOA ACADEMY OF ACCELERATED STUDI,5,OPEN ENROLLMENT CHARTER,464,171,0,68,0,440,0,0,0,0,-999,-999,15,461
STATE,DISTRICT,2019-2020,14909,TEMPLE ISD,12,TRADITIONAL ISD/CSD,8720,5575,383,2387,522,6645,1125,549,47,540,91,110,1146,6368
STATE,DISTRICT,2019-2020,210904,TENAHA ISD,7,TRADITIONAL ISD/CSD,513,316,0,230,-999,470,108,108,-999,15,64,-999,88,513
STATE,DISTRICT,2019-2020,22004,TERLINGUA CSD,18,TRADITIONAL ISD/CSD,115,91,0,15,-999,91,56,56,0,-999,-999,0,14,115
STATE,DISTRICT,2019-2020,222901,TERRELL COUNTY ISD,18,TRADITIONAL ISD/CSD,125,42,0,45,-999,67,-999,-999,-999,10,-999,0,23,125
STATE,DISTRICT,2019-2020,129906,TERRELL ISD,10,TRADITIONAL ISD/CSD,4804,2707,18,1775,181,3695,1039,370,-999,249,-999,-999,530,2377
STATE,DISTRICT,2019-2020,57804,TEXANS CAN ACADEMIES,10,OPEN ENROLLMENT CHARTER,5269,4887,0,1798,34,4567,1392,1175,0,0,-999,0,402,5246
STATE,DISTRICT,2019-2020,19907,TEXARKANA ISD,8,TRADITIONAL ISD/CSD,8257,4312,135,2582,352,5642,600,246,-999,377,47,106,873,4598
STATE,DISTRICT,2019-2020,84906,TEXAS CITY ISD,4,TRADITIONAL ISD/CSD,8451,5101,438,2345,229,6604,899,314,24,291,349,14,1046,5711
STATE,DISTRICT,2019-2020,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,OPEN ENROLLMENT CHARTER,13079,5051,0,637,386,4752,1290,895,17,0,63,363,903,4306
STATE,DISTRICT,2019-2020,227805,TEXAS EMPOWERMENT ACADEMY,13,OPEN ENROLLMENT CHARTER,366,151,0,0,-999,308,-999,0,0,0,-999,0,33,366
STATE,DISTRICT,2019-2020,226801,TEXAS LEADERSHIP,15,OPEN ENROLLMENT CHARTER,2962,1795,0,404,109,1436,122,99,-999,0,11,101,255,2962
STATE,DISTRICT,2019-2020,105802,TEXAS PREPARATORY SCHOOL,13,OPEN ENROLLMENT CHARTER,191,110,0,0,-999,135,0,0,-999,0,0,0,20,191
STATE,DISTRICT,2019-2020,220814,TEXAS SCHOOL OF THE ARTS,11,OPEN ENROLLMENT CHARTER,330,93,0,0,13,61,37,37,0,18,0,-999,24,0
STATE,DISTRICT,2019-2020,170801,TEXAS SERENITY ACADEMY,6,OPEN ENROLLMENT CHARTER,486,327,0,0,-999,460,104,102,0,0,-999,0,40,486
STATE,DISTRICT,2019-2020,211901,TEXHOMA ISD,16,TRADITIONAL ISD/CSD,172,87,0,0,-999,106,62,61,0,-999,-999,0,24,0
STATE,DISTRICT,2019-2020,56902,TEXLINE ISD,16,TRADITIONAL ISD/CSD,191,65,0,64,11,120,38,41,0,-999,-999,0,15,191
STATE,DISTRICT,2019-2020,227827,THE EXCEL CENTER (FOR ADULTS),13,OPEN ENROLLMENT CHARTER,706,706,0,533,0,594,140,0,0,0,0,0,19,0
STATE,DISTRICT,2019-2020,101864,THE LAWSON ACADEMY,4,OPEN ENROLLMENT CHARTER,195,166,0,0,-999,166,-999,0,-999,0,0,0,15,195
STATE,DISTRICT,2019-2020,101868,THE PRO-VISION ACADEMY,4,OPEN ENROLLMENT CHARTER,516,455,0,242,17,423,0,0,10,0,10,0,77,516
STATE,DISTRICT,2019-2020,101861,THE RHODES SCHOOL,4,OPEN ENROLLMENT CHARTER,882,262,0,94,15,708,26,26,25,25,48,23,84,882
STATE,DISTRICT,2019-2020,101814,THE VARNETT PUBLIC SCHOOL,4,OPEN ENROLLMENT CHARTER,1576,1058,0,0,-999,1452,683,657,0,0,-999,0,65,1576
STATE,DISTRICT,2019-2020,166905,THORNDALE ISD,13,TRADITIONAL ISD/CSD,558,174,0,242,35,268,41,41,-999,30,-999,-999,51,232
STATE,DISTRICT,2019-2020,246912,THRALL ISD,13,TRADITIONAL ISD/CSD,758,303,0,324,54,277,18,18,-999,47,40,12,66,312
STATE,DISTRICT,2019-2020,149902,THREE RIVERS ISD,2,TRADITIONAL ISD/CSD,656,305,0,183,39,404,33,32,-999,60,-999,0,83,357
STATE,DISTRICT,2019-2020,72901,THREE WAY ISD,11,TRADITIONAL ISD/CSD,186,29,0,52,-999,141,29,29,0,-999,0,12,-999,186
STATE,DISTRICT,2019-2020,224901,THROCKMORTON COLLEGIATE ISD,9,TRADITIONAL ISD/CSD,162,90,0,83,14,105,0,0,0,-999,34,0,11,162
STATE,DISTRICT,2019-2020,158902,TIDEHAVEN ISD,3,TRADITIONAL ISD/CSD,982,369,0,255,42,591,103,98,0,72,-999,-999,82,703
STATE,DISTRICT,2019-2020,210905,TIMPSON ISD,7,TRADITIONAL ISD/CSD,691,276,0,289,41,457,36,36,0,13,0,0,90,691
STATE,DISTRICT,2019-2020,91907,TIOGA ISD,10,TRADITIONAL ISD/CSD,709,281,0,186,57,275,47,45,-999,67,0,32,47,709
STATE,DISTRICT,2019-2020,111903,TOLAR ISD,11,TRADITIONAL ISD/CSD,801,159,0,300,44,295,-999,-999,-999,17,0,31,49,387
STATE,DISTRICT,2019-2020,91918,TOM BEAN ISD,10,TRADITIONAL ISD/CSD,624,213,0,190,28,332,23,23,0,19,-999,0,67,265
STATE,DISTRICT,2019-2020,101921,TOMBALL ISD,4,TRADITIONAL ISD/CSD,18294,4953,739,5721,576,4382,1824,1062,59,1766,25,152,1601,3730
STATE,DISTRICT,2019-2020,71908,TORNILLO ISD,19,TRADITIONAL ISD/CSD,1002,760,219,406,-999,937,555,112,-999,45,15,-999,72,1002
STATE,DISTRICT,2019-2020,220801,TREETOPS SCHOOL INTERNATIONAL,11,OPEN ENROLLMENT CHARTER,387,64,0,81,0,95,-999,-999,0,0,0,-999,21,0
STATE,DISTRICT,2019-2020,221905,TRENT ISD,14,TRADITIONAL ISD/CSD,158,66,0,79,-999,108,-999,-999,0,10,-999,-999,25,158
STATE,DISTRICT,2019-2020,74912,TRENTON ISD,10,TRADITIONAL ISD/CSD,690,164,0,204,29,284,52,52,0,54,-999,-999,76,292
STATE,DISTRICT,2019-2020,107907,TRINIDAD ISD,7,TRADITIONAL ISD/CSD,172,46,0,50,10,127,-999,-999,-999,-999,0,0,17,19
STATE,DISTRICT,2019-2020,57813,TRINITY BASIN PREPARATORY,10,OPEN ENROLLMENT CHARTER,3842,2871,0,0,55,3475,2228,572,-999,0,13,-999,342,3842
STATE,DISTRICT,2019-2020,46802,TRINITY CHARTER SCHOOL,20,OPEN ENROLLMENT CHARTER,408,408,0,85,-999,408,16,16,260,0,-999,0,172,408
STATE,DISTRICT,2019-2020,228903,TRINITY ISD,6,TRADITIONAL ISD/CSD,1205,716,0,426,54,969,103,73,22,52,19,-999,139,1205
STATE,DISTRICT,2019-2020,71803,TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS,19,OPEN ENROLLMENT CHARTER,194,158,0,39,0,179,50,0,0,0,0,-999,19,194
STATE,DISTRICT,2019-2020,240801,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,1,OPEN ENROLLMENT CHARTER,269,231,0,93,0,242,116,0,0,0,0,-999,27,269
STATE,DISTRICT,2019-2020,152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,17,OPEN ENROLLMENT CHARTER,208,207,0,199,-999,152,-999,-999,-999,0,-999,-999,37,208
STATE,DISTRICT,2019-2020,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,1,OPEN ENROLLMENT CHARTER,475,426,0,246,-999,436,114,31,0,-999,-999,0,60,475
STATE,DISTRICT,2019-2020,61805,TRIVIUM ACADEMY,11,OPEN ENROLLMENT CHARTER,591,39,0,0,37,15,31,28,0,85,0,-999,56,0
STATE,DISTRICT,2019-2020,212904,TROUP ISD,7,TRADITIONAL ISD/CSD,1089,675,0,300,66,575,51,51,-999,74,-999,-999,112,1089
STATE,DISTRICT,2019-2020,14910,TROY ISD,12,TRADITIONAL ISD/CSD,1569,508,0,407,99,806,71,71,16,82,18,20,215,1109
STATE,DISTRICT,2019-2020,219903,TULIA ISD,16,TRADITIONAL ISD/CSD,996,520,0,309,46,818,86,82,13,42,14,-999,121,996
STATE,DISTRICT,2019-2020,178912,TULOSO-MIDWAY ISD,2,TRADITIONAL ISD/CSD,3926,1450,161,1089,223,2342,283,95,-999,222,-999,72,388,1847
STATE,DISTRICT,2019-2020,96905,TURKEY-QUITAQUE ISD,16,TRADITIONAL ISD/CSD,200,81,0,97,11,120,12,12,0,-999,0,0,22,200
STATE,DISTRICT,2019-2020,101840,TWO DIMENSIONS PREPARATORY ACADEMY,4,OPEN ENROLLMENT CHARTER,537,167,0,0,0,497,26,18,0,20,146,0,16,537
STATE,DISTRICT,2019-2020,212905,TYLER ISD,7,TRADITIONAL ISD/CSD,18260,11172,2215,5514,1360,13729,4248,1725,57,1736,211,55,1668,16841
STATE,DISTRICT,2019-2020,57845,UME PREPARATORY ACADEMY,10,OPEN ENROLLMENT CHARTER,1197,154,0,196,50,494,71,64,0,0,0,-999,54,1197
STATE,DISTRICT,2019-2020,230908,UNION GROVE ISD,7,TRADITIONAL ISD/CSD,755,267,0,293,67,332,17,16,-999,66,-999,-999,44,396
STATE,DISTRICT,2019-2020,230904,UNION HILL ISD,7,TRADITIONAL ISD/CSD,331,133,0,142,15,170,0,0,-999,-999,-999,-999,20,331
STATE,DISTRICT,2019-2020,240903,UNITED ISD,1,TRADITIONAL ISD/CSD,43033,22701,11446,15346,1429,32224,14230,4276,62,6037,254,600,4504,42539
STATE,DISTRICT,2019-2020,57808,UNIVERSAL ACADEMY,10,OPEN ENROLLMENT CHARTER,2282,817,0,142,10,724,795,292,0,131,0,-999,60,680
STATE,DISTRICT,2019-2020,101807,UNIVERSITY OF HOUSTON CHARTER SCHO,4,OPEN ENROLLMENT CHARTER,131,27,0,0,-999,65,0,0,0,0,0,0,16,57
STATE,DISTRICT,2019-2020,227506,UNIVERSITY OF TEXAS AT AUSTIN H S,13,TRADITIONAL ISD/CSD,247,33,0,57,-999,-999,0,0,0,22,0,-999,-999,0
STATE,DISTRICT,2019-2020,227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,13,OPEN ENROLLMENT CHARTER,295,117,0,0,24,163,49,47,-999,15,0,-999,46,135
STATE,DISTRICT,2019-2020,227806,UNIVERSITY OF TEXAS UNIVERSITY CHA,13,OPEN ENROLLMENT CHARTER,609,578,0,134,24,368,39,22,218,0,10,18,224,-999
STATE,DISTRICT,2019-2020,57803,UPLIFT EDUCATION,10,OPEN ENROLLMENT CHARTER,20068,10800,0,4655,273,16061,6330,3116,-999,0,183,83,1556,17105
STATE,DISTRICT,2019-2020,212804,UT TYLER UNIVERSITY ACADEMY,7,OPEN ENROLLMENT CHARTER,844,281,0,376,63,286,22,17,-999,82,12,19,57,146
STATE,DISTRICT,2019-2020,232904,UTOPIA ISD,20,TRADITIONAL ISD/CSD,229,25,0,104,13,103,12,12,0,15,0,0,31,228
STATE,DISTRICT,2019-2020,68803,UTPB STEM ACADEMY,18,OPEN ENROLLMENT CHARTER,769,310,0,379,29,79,21,10,0,50,11,-999,44,239
STATE,DISTRICT,2019-2020,232903,UVALDE CISD,20,TRADITIONAL ISD/CSD,4265,2847,422,1210,184,3549,298,49,13,427,71,0,450,4265
STATE,DISTRICT,2019-2020,122902,VALENTINE ISD,18,TRADITIONAL ISD/CSD,40,-999,0,18,0,27,-999,-999,0,0,0,0,-999,40
STATE,DISTRICT,2019-2020,18904,VALLEY MILLS ISD,12,TRADITIONAL ISD/CSD,644,222,0,171,47,354,44,44,-999,28,-999,-999,82,644
STATE,DISTRICT,2019-2020,108916,VALLEY VIEW ISD,1,TRADITIONAL ISD/CSD,4364,3288,1638,1426,34,4095,2891,1121,-999,374,-999,-999,348,4364
STATE,DISTRICT,2019-2020,49903,VALLEY VIEW ISD,11,TRADITIONAL ISD/CSD,884,382,75,310,60,432,137,96,0,47,-999,0,108,884
STATE,DISTRICT,2019-2020,227829,VALOR PUBLIC SCHOOLS,13,OPEN ENROLLMENT CHARTER,532,155,0,0,36,112,21,-999,-999,0,-999,-999,34,154
STATE,DISTRICT,2019-2020,91908,VAN ALSTYNE ISD,10,TRADITIONAL ISD/CSD,1798,380,0,539,166,454,61,57,11,117,-999,28,206,836
STATE,DISTRICT,2019-2020,234906,VAN ISD,7,TRADITIONAL ISD/CSD,2395,992,0,908,76,1232,174,169,-999,151,-999,0,273,1303
STATE,DISTRICT,2019-2020,158906,VAN VLECK ISD,3,TRADITIONAL ISD/CSD,1079,544,0,403,28,593,19,17,-999,90,18,-999,107,485
STATE,DISTRICT,2019-2020,108808,VANGUARD ACADEMY,1,OPEN ENROLLMENT CHARTER,4473,3136,1382,871,62,3313,1957,385,-999,243,-999,78,238,4473
STATE,DISTRICT,2019-2020,180902,VEGA ISD,16,TRADITIONAL ISD/CSD,383,89,0,138,19,91,24,24,-999,12,-999,-999,26,383
STATE,DISTRICT,2019-2020,126908,VENUS ISD,11,TRADITIONAL ISD/CSD,2182,946,165,611,51,1656,512,291,12,128,-999,18,203,2182
STATE,DISTRICT,2019-2020,226908,VERIBEST ISD,15,TRADITIONAL ISD/CSD,256,73,0,113,16,99,14,13,-999,12,-999,-999,34,255
STATE,DISTRICT,2019-2020,244903,VERNON ISD,9,TRADITIONAL ISD/CSD,1952,1091,0,553,72,1315,265,262,13,79,21,-999,271,1952
STATE,DISTRICT,2019-2020,235902,VICTORIA ISD,3,TRADITIONAL ISD/CSD,13846,6329,133,3227,405,9044,922,579,30,586,472,58,1737,6948
STATE,DISTRICT,2019-2020,181907,VIDOR ISD,5,TRADITIONAL ISD/CSD,4391,2417,0,1275,317,2791,76,76,11,229,645,19,635,1810
STATE,DISTRICT,2019-2020,57847,VILLAGE TECH SCHOOLS,10,OPEN ENROLLMENT CHARTER,1217,49,0,251,0,551,35,27,-999,0,0,0,86,1217
STATE,DISTRICT,2019-2020,71809,VISTA DEL FUTURO CHARTER SCHOOL,19,OPEN ENROLLMENT CHARTER,293,169,100,0,-999,195,120,0,0,0,0,20,15,293
STATE,DISTRICT,2019-2020,143904,VYSEHRAD ISD,3,TRADITIONAL ISD/CSD,119,15,0,0,-999,45,0,0,0,-999,0,0,-999,0
STATE,DISTRICT,2019-2020,161801,WACO CHARTER SCHOOL,12,OPEN ENROLLMENT CHARTER,244,75,0,0,-999,238,65,64,-999,-999,-999,0,16,244
STATE,DISTRICT,2019-2020,161914,WACO ISD,12,TRADITIONAL ISD/CSD,14899,10659,627,4352,709,13490,2983,1658,56,1251,543,19,1392,14858
STATE,DISTRICT,2019-2020,89905,WAELDER ISD,13,TRADITIONAL ISD/CSD,317,204,0,54,-999,279,85,84,0,-999,30,-999,33,317
STATE,DISTRICT,2019-2020,59902,WALCOTT ISD,16,TRADITIONAL ISD/CSD,149,53,0,0,-999,90,21,11,0,-999,0,0,22,149
STATE,DISTRICT,2019-2020,226906,WALL ISD,15,TRADITIONAL ISD/CSD,1233,274,0,480,58,194,19,19,-999,103,-999,41,91,594
STATE,DISTRICT,2019-2020,237904,WALLER ISD,4,TRADITIONAL ISD/CSD,7729,4387,769,1860,341,4855,2318,1540,23,459,30,23,739,7729
STATE,DISTRICT,2019-2020,49908,WALNUT BEND ISD,11,TRADITIONAL ISD/CSD,68,-999,0,0,0,49,-999,-999,-999,0,0,0,-999,68
STATE,DISTRICT,2019-2020,18905,WALNUT SPRINGS ISD,12,TRADITIONAL ISD/CSD,188,113,0,59,11,169,44,16,-999,-999,0,16,33,188
STATE,DISTRICT,2019-2020,229904,WARREN ISD,5,TRADITIONAL ISD/CSD,1313,418,0,330,77,762,13,11,-999,84,-999,0,138,681
STATE,DISTRICT,2019-2020,102903,WASKOM ISD,7,TRADITIONAL ISD/CSD,853,324,0,326,39,545,70,69,0,50,0,17,97,853
STATE,DISTRICT,2019-2020,226905,WATER VALLEY ISD,15,TRADITIONAL ISD/CSD,322,113,0,105,11,177,-999,-999,-999,17,-999,-999,46,180
STATE,DISTRICT,2019-2020,70801,WAXAHACHIE FAITH FAMILY ACADEMY,10,OPEN ENROLLMENT CHARTER,2666,2136,819,530,18,2622,1409,478,-999,78,31,-999,187,2664
STATE,DISTRICT,2019-2020,70912,WAXAHACHIE ISD,10,TRADITIONAL ISD/CSD,9481,4653,500,2906,642,4399,822,378,73,697,48,190,1356,7620
STATE,DISTRICT,2019-2020,227803,WAYSIDE SCHOOLS,13,OPEN ENROLLMENT CHARTER,2009,1525,435,219,92,1483,831,391,-999,0,-999,-999,181,2009
STATE,DISTRICT,2019-2020,184903,WEATHERFORD ISD,11,TRADITIONAL ISD/CSD,8105,3566,228,2496,632,3420,718,472,42,620,17,172,1056,4716
STATE,DISTRICT,2019-2020,240904,WEBB CISD,1,TRADITIONAL ISD/CSD,259,132,0,73,-999,209,19,19,0,-999,0,11,35,259
STATE,DISTRICT,2019-2020,45905,WEIMAR ISD,3,TRADITIONAL ISD/CSD,684,310,0,195,24,372,126,95,0,37,19,-999,85,488
STATE,DISTRICT,2019-2020,44902,WELLINGTON ISD,16,TRADITIONAL ISD/CSD,570,255,0,138,12,367,48,46,0,12,0,0,65,570
STATE,DISTRICT,2019-2020,223904,WELLMAN-UNION CISD,17,TRADITIONAL ISD/CSD,325,126,0,129,13,158,43,42,0,24,-999,-999,21,325
STATE,DISTRICT,2019-2020,37909,WELLS ISD,7,TRADITIONAL ISD/CSD,276,155,0,108,14,173,12,12,0,12,-999,-999,38,276
STATE,DISTRICT,2019-2020,108913,WESLACO ISD,1,TRADITIONAL ISD/CSD,17164,11061,1712,5621,493,14431,4458,1878,26,941,208,163,1598,17164
STATE,DISTRICT,2019-2020,100908,WEST HARDIN COUNTY CISD,5,TRADITIONAL ISD/CSD,590,271,0,189,45,387,-999,-999,-999,44,30,-999,51,587
STATE,DISTRICT,2019-2020,161916,WEST ISD,12,TRADITIONAL ISD/CSD,1340,600,0,556,88,546,48,48,31,67,-999,46,122,865
STATE,DISTRICT,2019-2020,181906,WEST ORANGE-COVE CISD,5,TRADITIONAL ISD/CSD,2523,1397,29,730,61,2123,196,151,19,108,39,-999,285,2523
STATE,DISTRICT,2019-2020,178915,WEST OSO ISD,2,TRADITIONAL ISD/CSD,2080,1239,89,719,38,1881,163,54,-999,137,14,-999,251,2078
STATE,DISTRICT,2019-2020,201914,WEST RUSK COUNTY CONSOLIDATED ISD,7,TRADITIONAL ISD/CSD,1032,550,0,305,61,835,138,107,-999,56,45,0,120,1032
STATE,DISTRICT,2019-2020,202905,WEST SABINE ISD,7,TRADITIONAL ISD/CSD,596,206,0,248,40,452,-999,-999,0,39,0,0,77,596
STATE,DISTRICT,2019-2020,168903,WESTBROOK ISD,14,TRADITIONAL ISD/CSD,246,107,0,102,-999,81,0,0,0,15,-999,0,25,246
STATE,DISTRICT,2019-2020,62905,WESTHOFF ISD,3,TRADITIONAL ISD/CSD,79,10,0,0,0,56,-999,-999,0,-999,0,0,-999,79
STATE,DISTRICT,2019-2020,220810,WESTLAKE ACADEMY CHARTER SCHOOL,11,OPEN ENROLLMENT CHARTER,901,19,0,231,46,17,11,10,0,0,0,40,44,0
STATE,DISTRICT,2019-2020,73904,WESTPHALIA ISD,12,TRADITIONAL ISD/CSD,157,48,0,0,10,25,-999,0,0,10,0,-999,19,157
STATE,DISTRICT,2019-2020,1908,WESTWOOD ISD,7,TRADITIONAL ISD/CSD,1514,806,0,407,58,970,92,72,18,42,-999,-999,212,861
STATE,DISTRICT,2019-2020,241904,WHARTON ISD,3,TRADITIONAL ISD/CSD,2001,816,84,513,36,1565,254,124,-999,100,66,54,241,1432
STATE,DISTRICT,2019-2020,242903,WHEELER ISD,16,TRADITIONAL ISD/CSD,459,186,0,171,18,251,102,102,0,-999,-999,0,42,459
STATE,DISTRICT,2019-2020,33904,WHITE DEER ISD,16,TRADITIONAL ISD/CSD,363,122,0,110,28,166,16,-999,-999,31,10,-999,39,363
