SCOPE,AGGREGATION LEVEL,YEAR,DISTRICT NUMBER,DISTRICT NAME,REGION,CHARTER STATUS,ALL ENROLLMENT,AT RISK,BILINGUAL,DYSLEXIC,ECONOMICALLY DISADVANTAGED,EMERGENT BILINGUAL/ENGLISH LEARNER,ESL,FOSTER CARE,GIFTED & TALENTED,HOMELESS,MILITARY CONNECTED,SPECIAL EDUCATION,TITLE I
STATE,DISTRICT,2020-2021,71902,EL PASO ISD,19,TRADITIONAL ISD/CSD,50661,30844,10886,1362,37722,16673,6044,36,6795,438,3879,5938,48096
STATE,DISTRICT,2020-2021,71810,EL PASO LEADERSHIP ACADEMY,19,OPEN ENROLLMENT CHARTER,210,135,0,-999,187,135,133,0,-999,0,12,15,210
STATE,DISTRICT,2020-2021,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20,OPEN ENROLLMENT CHARTER,466,90,0,-999,85,34,30,0,0,0,61,31,0
STATE,DISTRICT,2020-2021,243902,ELECTRA ISD,9,TRADITIONAL ISD/CSD,441,230,0,21,298,-999,-999,-999,27,11,-999,58,441
STATE,DISTRICT,2020-2021,11902,ELGIN ISD,13,TRADITIONAL ISD/CSD,4628,3462,828,248,3636,1659,757,13,393,111,-999,558,2441
STATE,DISTRICT,2020-2021,1903,ELKHART ISD,7,TRADITIONAL ISD/CSD,1200,275,0,66,571,24,23,-999,50,16,-999,147,1200
STATE,DISTRICT,2020-2021,102906,ELYSIAN FIELDS ISD,7,TRADITIONAL ISD/CSD,846,375,-999,44,432,-999,-999,11,59,0,-999,127,378
STATE,DISTRICT,2020-2021,70903,ENNIS ISD,10,TRADITIONAL ISD/CSD,5836,2751,379,467,3707,836,345,-999,496,151,0,668,5836
STATE,DISTRICT,2020-2021,49906,ERA ISD,11,TRADITIONAL ISD/CSD,472,202,0,16,171,-999,-999,-999,34,0,23,59,469
STATE,DISTRICT,2020-2021,72802,ERATH EXCELS ACADEMY INC,11,OPEN ENROLLMENT CHARTER,123,116,0,-999,123,-999,-999,0,0,0,-999,12,123
STATE,DISTRICT,2020-2021,101872,ETOILE ACADEMY CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,216,174,0,-999,204,153,0,0,0,0,0,22,183
STATE,DISTRICT,2020-2021,174910,ETOILE ISD,7,TRADITIONAL ISD/CSD,91,59,0,-999,70,0,0,0,10,-999,-999,15,91
STATE,DISTRICT,2020-2021,30906,EULA ISD,14,TRADITIONAL ISD/CSD,454,94,0,17,188,0,0,-999,25,0,-999,67,283
STATE,DISTRICT,2020-2021,107905,EUSTACE ISD,7,TRADITIONAL ISD/CSD,1592,707,0,140,1173,38,38,18,56,0,14,283,1592
STATE,DISTRICT,2020-2021,121906,EVADALE ISD,5,TRADITIONAL ISD/CSD,389,44,0,42,146,-999,-999,0,-999,0,0,62,181
STATE,DISTRICT,2020-2021,50901,EVANT ISD,12,TRADITIONAL ISD/CSD,273,161,0,22,157,23,23,0,-999,0,-999,29,273
STATE,DISTRICT,2020-2021,220904,EVERMAN ISD,11,TRADITIONAL ISD/CSD,5648,4548,932,200,5385,1749,782,16,204,103,56,610,5648
STATE,DISTRICT,2020-2021,57834,EVOLUTION ACADEMY CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,667,604,0,-999,445,46,0,-999,0,51,-999,41,667
STATE,DISTRICT,2020-2021,101811,EXCEL ACADEMY,4,OPEN ENROLLMENT CHARTER,206,206,0,-999,206,26,26,0,0,-999,-999,42,204
STATE,DISTRICT,2020-2021,108809,EXCELLENCE IN LEADERSHIP ACADEMY,1,OPEN ENROLLMENT CHARTER,300,248,233,-999,261,197,0,0,-999,0,0,35,300
STATE,DISTRICT,2020-2021,210906,EXCELSIOR ISD,7,TRADITIONAL ISD/CSD,71,34,0,11,53,-999,-999,0,0,0,0,13,71
STATE,DISTRICT,2020-2021,143906,EZZELL ISD,3,TRADITIONAL ISD/CSD,77,10,0,-999,41,0,0,-999,-999,0,-999,-999,77
STATE,DISTRICT,2020-2021,71903,FABENS ISD,19,TRADITIONAL ISD/CSD,2048,1435,404,64,1870,948,358,0,92,51,43,277,2048
STATE,DISTRICT,2020-2021,81902,FAIRFIELD ISD,12,TRADITIONAL ISD/CSD,1703,508,0,99,1082,104,103,26,49,39,-999,162,1232
STATE,DISTRICT,2020-2021,128904,FALLS CITY ISD,20,TRADITIONAL ISD/CSD,408,28,0,19,83,12,-999,0,31,0,0,33,21
STATE,DISTRICT,2020-2021,60914,FANNINDEL ISD,8,TRADITIONAL ISD/CSD,159,99,0,11,143,11,11,0,-999,12,0,27,159
STATE,DISTRICT,2020-2021,43904,FARMERSVILLE ISD,10,TRADITIONAL ISD/CSD,1884,425,22,120,1003,286,22,10,102,-999,12,269,850
STATE,DISTRICT,2020-2021,185902,FARWELL ISD,16,TRADITIONAL ISD/CSD,543,239,0,20,306,94,93,0,34,0,-999,61,543
STATE,DISTRICT,2020-2021,75906,FAYETTEVILLE ISD,13,TRADITIONAL ISD/CSD,274,82,0,12,107,14,14,0,18,-999,-999,21,274
STATE,DISTRICT,2020-2021,70905,FERRIS ISD,10,TRADITIONAL ISD/CSD,2586,1687,207,83,2103,835,397,-999,147,35,48,360,2586
STATE,DISTRICT,2020-2021,75901,FLATONIA ISD,13,TRADITIONAL ISD/CSD,602,123,0,24,291,40,40,13,74,19,0,78,602
STATE,DISTRICT,2020-2021,246902,FLORENCE ISD,13,TRADITIONAL ISD/CSD,1075,564,60,71,638,288,172,0,51,-999,113,129,729
STATE,DISTRICT,2020-2021,247901,FLORESVILLE ISD,20,TRADITIONAL ISD/CSD,3992,2307,169,188,2158,289,158,36,310,43,191,412,3982
STATE,DISTRICT,2020-2021,178914,FLOUR BLUFF ISD,2,TRADITIONAL ISD/CSD,5553,2158,0,272,2558,159,162,20,651,26,231,705,2763
STATE,DISTRICT,2020-2021,77901,FLOYDADA ISD,17,TRADITIONAL ISD/CSD,705,347,0,39,530,66,25,-999,27,18,14,66,699
STATE,DISTRICT,2020-2021,148902,FOLLETT ISD,16,TRADITIONAL ISD/CSD,170,76,0,-999,92,21,21,0,11,-999,-999,25,170
STATE,DISTRICT,2020-2021,169910,FORESTBURG ISD,9,TRADITIONAL ISD/CSD,163,76,0,16,89,0,0,0,14,-999,0,25,163
STATE,DISTRICT,2020-2021,129902,FORNEY ISD,10,TRADITIONAL ISD/CSD,12765,5596,530,867,4264,1285,860,63,714,14,146,1509,2887
STATE,DISTRICT,2020-2021,114904,FORSAN ISD,18,TRADITIONAL ISD/CSD,777,289,0,54,293,13,13,-999,44,-999,-999,66,371
STATE,DISTRICT,2020-2021,79907,FORT BEND ISD,4,TRADITIONAL ISD/CSD,76735,30286,2292,2432,32482,12940,10280,331,5281,502,484,8348,15459
STATE,DISTRICT,2020-2021,242906,FORT ELLIOTT CISD,16,TRADITIONAL ISD/CSD,144,25,0,-999,52,-999,-999,0,0,0,-999,13,0
STATE,DISTRICT,2020-2021,186902,FORT STOCKTON ISD,18,TRADITIONAL ISD/CSD,2310,1449,63,78,1537,273,133,0,56,0,-999,248,2310
STATE,DISTRICT,2020-2021,220809,FORT WORTH ACADEMY OF FINE ARTS,11,OPEN ENROLLMENT CHARTER,635,61,0,24,90,20,19,0,280,0,11,32,38
STATE,DISTRICT,2020-2021,220905,FORT WORTH ISD,11,TRADITIONAL ISD/CSD,76858,54233,12962,2920,65637,27249,11957,30,9811,1091,1908,8027,74492
STATE,DISTRICT,2020-2021,198903,FRANKLIN ISD,6,TRADITIONAL ISD/CSD,1257,320,0,95,484,33,33,-999,91,-999,16,155,485
STATE,DISTRICT,2020-2021,1904,FRANKSTON ISD,7,TRADITIONAL ISD/CSD,769,274,0,49,428,24,22,-999,62,11,19,99,769
STATE,DISTRICT,2020-2021,86901,FREDERICKSBURG ISD,13,TRADITIONAL ISD/CSD,3101,1353,202,169,1602,446,225,11,191,32,46,442,1937
STATE,DISTRICT,2020-2021,66903,FREER ISD,2,TRADITIONAL ISD/CSD,783,437,0,40,591,29,26,0,62,0,0,107,782
STATE,DISTRICT,2020-2021,152907,FRENSHIP ISD,17,TRADITIONAL ISD/CSD,10353,3781,124,556,4625,498,307,42,911,-999,126,1013,4512
STATE,DISTRICT,2020-2021,84911,FRIENDSWOOD ISD,4,TRADITIONAL ISD/CSD,6119,1212,0,571,679,141,120,-999,570,-999,269,769,1221
STATE,DISTRICT,2020-2021,185903,FRIONA ISD,16,TRADITIONAL ISD/CSD,1086,592,72,56,729,378,154,-999,38,-999,-999,110,1086
STATE,DISTRICT,2020-2021,43905,FRISCO ISD,10,TRADITIONAL ISD/CSD,63493,14288,414,3150,8220,4572,1813,17,7752,62,1251,6641,6482
STATE,DISTRICT,2020-2021,175905,FROST ISD,12,TRADITIONAL ISD/CSD,434,233,0,45,175,67,67,-999,27,15,-999,45,434
STATE,DISTRICT,2020-2021,234909,FRUITVALE ISD,7,TRADITIONAL ISD/CSD,430,246,0,50,296,15,14,-999,34,42,-999,46,430
STATE,DISTRICT,2020-2021,122901,FT DAVIS ISD,18,TRADITIONAL ISD/CSD,197,66,0,-999,85,22,22,0,27,0,0,25,197
STATE,DISTRICT,2020-2021,115901,FT HANCOCK ISD,19,TRADITIONAL ISD/CSD,409,287,193,12,381,236,103,0,26,0,-999,43,409
STATE,DISTRICT,2020-2021,15914,FT SAM HOUSTON ISD,20,TRADITIONAL ISD/CSD,1501,466,0,43,440,26,25,0,88,0,1327,202,0
STATE,DISTRICT,2020-2021,49901,GAINESVILLE ISD,11,TRADITIONAL ISD/CSD,3057,1712,284,74,2247,822,350,11,149,-999,-999,307,2216
STATE,DISTRICT,2020-2021,101910,GALENA PARK ISD,4,TRADITIONAL ISD/CSD,21918,15258,4131,563,19054,8146,3919,26,1458,374,85,2296,21917
STATE,DISTRICT,2020-2021,84902,GALVESTON ISD,4,TRADITIONAL ISD/CSD,6698,3124,633,179,5251,1451,633,21,334,413,45,710,6698
STATE,DISTRICT,2020-2021,120902,GANADO ISD,3,TRADITIONAL ISD/CSD,713,369,0,14,386,72,43,-999,51,0,0,58,338
STATE,DISTRICT,2020-2021,57909,GARLAND ISD,10,TRADITIONAL ISD/CSD,53921,23842,7041,3289,38126,18920,11013,65,4645,651,287,5400,52373
STATE,DISTRICT,2020-2021,184911,GARNER ISD,11,TRADITIONAL ISD/CSD,216,86,0,12,113,-999,-999,-999,17,0,-999,34,216
STATE,DISTRICT,2020-2021,174903,GARRISON ISD,7,TRADITIONAL ISD/CSD,691,296,0,55,355,20,20,-999,33,-999,-999,80,691
STATE,DISTRICT,2020-2021,183904,GARY ISD,7,TRADITIONAL ISD/CSD,472,106,0,31,262,12,12,0,19,0,0,63,472
STATE,DISTRICT,2020-2021,50902,GATESVILLE ISD,12,TRADITIONAL ISD/CSD,2790,1323,0,286,1668,117,107,19,232,11,301,351,1527
STATE,DISTRICT,2020-2021,57831,GATEWAY CHARTER ACADEMY,10,OPEN ENROLLMENT CHARTER,783,375,0,0,686,0,0,-999,-999,0,0,39,783
STATE,DISTRICT,2020-2021,166902,GAUSE ISD,6,TRADITIONAL ISD/CSD,167,73,0,18,111,17,17,-999,-999,0,0,11,167
STATE,DISTRICT,2020-2021,15802,GEORGE GERVIN ACADEMY,20,OPEN ENROLLMENT CHARTER,870,859,43,18,870,174,12,-999,15,-999,-999,113,868
STATE,DISTRICT,2020-2021,101804,GEORGE I SANCHEZ CHARTER,4,OPEN ENROLLMENT CHARTER,993,811,39,-999,957,468,428,0,0,21,0,78,993
STATE,DISTRICT,2020-2021,149901,GEORGE WEST ISD,2,TRADITIONAL ISD/CSD,1033,266,0,46,647,30,30,-999,85,-999,10,117,746
STATE,DISTRICT,2020-2021,246904,GEORGETOWN ISD,13,TRADITIONAL ISD/CSD,11866,5755,928,1084,4426,1715,976,33,792,45,283,1532,3774
STATE,DISTRICT,2020-2021,161925,GHOLSON ISD,12,TRADITIONAL ISD/CSD,218,87,0,17,151,11,11,-999,-999,-999,-999,28,218
STATE,DISTRICT,2020-2021,144901,GIDDINGS ISD,13,TRADITIONAL ISD/CSD,1914,846,123,58,1359,423,115,-999,134,16,10,224,1914
STATE,DISTRICT,2020-2021,230902,GILMER ISD,7,TRADITIONAL ISD/CSD,2510,1173,10,124,2039,236,66,37,111,105,27,241,1801
STATE,DISTRICT,2020-2021,92901,GLADEWATER ISD,7,TRADITIONAL ISD/CSD,1755,731,0,100,1306,125,120,-999,117,13,20,256,1754
STATE,DISTRICT,2020-2021,87901,GLASSCOCK COUNTY ISD,18,TRADITIONAL ISD/CSD,293,91,0,28,82,24,24,0,17,0,-999,27,293
STATE,DISTRICT,2020-2021,213901,GLEN ROSE ISD,11,TRADITIONAL ISD/CSD,1921,787,68,108,857,181,113,-999,142,13,126,175,478
STATE,DISTRICT,2020-2021,126911,GODLEY ISD,11,TRADITIONAL ISD/CSD,2443,1196,0,275,1166,293,229,17,154,19,62,314,2443
STATE,DISTRICT,2020-2021,169906,GOLD BURG ISD,9,TRADITIONAL ISD/CSD,133,59,0,12,94,-999,-999,0,-999,0,0,16,133
STATE,DISTRICT,2020-2021,57835,GOLDEN RULE CHARTER SCHOOL,10,OPEN ENROLLMENT CHARTER,1554,813,367,32,1552,802,251,0,30,0,-999,115,1552
STATE,DISTRICT,2020-2021,167901,GOLDTHWAITE ISD,12,TRADITIONAL ISD/CSD,515,140,0,82,221,23,21,-999,45,-999,28,64,515
STATE,DISTRICT,2020-2021,88902,GOLIAD ISD,3,TRADITIONAL ISD/CSD,1271,579,0,77,640,23,20,0,91,34,10,168,1271
STATE,DISTRICT,2020-2021,89901,GONZALES ISD,13,TRADITIONAL ISD/CSD,2654,1641,215,174,1970,605,321,10,194,-999,-999,359,2653
STATE,DISTRICT,2020-2021,187903,GOODRICH ISD,6,TRADITIONAL ISD/CSD,254,130,0,-999,227,52,14,-999,-999,0,-999,22,254
STATE,DISTRICT,2020-2021,246802,GOODWATER MONTESSORI SCHOOL,13,OPEN ENROLLMENT CHARTER,342,37,0,-999,130,20,19,-999,-999,0,17,34,0
STATE,DISTRICT,2020-2021,101911,GOOSE CREEK CISD,4,TRADITIONAL ISD/CSD,23318,11975,1791,1137,16275,4242,1305,26,1880,160,43,2769,12944
STATE,DISTRICT,2020-2021,182901,GORDON ISD,11,TRADITIONAL ISD/CSD,220,36,0,10,130,15,12,0,17,0,-999,20,220
STATE,DISTRICT,2020-2021,67904,GORMAN ISD,14,TRADITIONAL ISD/CSD,276,129,0,30,199,21,19,0,11,27,-999,39,143
STATE,DISTRICT,2020-2021,156905,GRADY ISD,18,TRADITIONAL ISD/CSD,226,55,0,18,41,11,11,0,34,0,0,-999,226
STATE,DISTRICT,2020-2021,182902,GRAFORD ISD,11,TRADITIONAL ISD/CSD,316,135,0,16,181,15,15,0,45,0,-999,26,313
STATE,DISTRICT,2020-2021,252901,GRAHAM ISD,9,TRADITIONAL ISD/CSD,2279,1005,81,176,1268,268,145,15,46,29,-999,334,2268
STATE,DISTRICT,2020-2021,111901,GRANBURY ISD,11,TRADITIONAL ISD/CSD,7469,2879,225,579,4046,691,457,20,618,38,131,1024,7428
STATE,DISTRICT,2020-2021,57910,GRAND PRAIRIE ISD,10,TRADITIONAL ISD/CSD,28230,17957,4083,1271,20145,9048,5118,44,1794,740,361,2714,20649
STATE,DISTRICT,2020-2021,234904,GRAND SALINE ISD,7,TRADITIONAL ISD/CSD,1115,440,-999,92,661,145,132,-999,55,-999,15,138,1106
STATE,DISTRICT,2020-2021,238904,GRANDFALLS-ROYALTY ISD,18,TRADITIONAL ISD/CSD,166,57,0,-999,104,-999,-999,0,-999,0,0,17,165
STATE,DISTRICT,2020-2021,126904,GRANDVIEW ISD,11,TRADITIONAL ISD/CSD,1342,333,0,61,510,64,64,-999,99,11,12,144,914
STATE,DISTRICT,2020-2021,90905,GRANDVIEW-HOPKINS ISD,16,TRADITIONAL ISD/CSD,38,13,0,-999,14,0,0,0,0,-999,0,-999,0
STATE,DISTRICT,2020-2021,246905,GRANGER ISD,13,TRADITIONAL ISD/CSD,449,204,0,22,259,58,51,-999,18,22,-999,36,449
STATE,DISTRICT,2020-2021,226907,GRAPE CREEK ISD,15,TRADITIONAL ISD/CSD,1099,470,0,81,748,53,53,-999,64,-999,48,218,792
STATE,DISTRICT,2020-2021,113902,GRAPELAND ISD,6,TRADITIONAL ISD/CSD,605,97,0,41,411,-999,-999,-999,19,13,15,88,299
STATE,DISTRICT,2020-2021,220906,GRAPEVINE-COLLEYVILLE ISD,11,TRADITIONAL ISD/CSD,13935,3161,729,803,3392,1391,844,-999,2838,280,904,1361,4727
STATE,DISTRICT,2020-2021,15835,GREAT HEARTS TEXAS,20,OPEN ENROLLMENT CHARTER,6642,1159,0,124,1461,459,425,10,0,0,170,480,0
STATE,DISTRICT,2020-2021,116905,GREENVILLE ISD,10,TRADITIONAL ISD/CSD,5277,2992,447,339,3970,1320,239,18,411,52,70,726,3587
STATE,DISTRICT,2020-2021,165902,GREENWOOD ISD,18,TRADITIONAL ISD/CSD,2845,1435,0,181,1185,201,139,-999,210,210,-999,274,2101
STATE,DISTRICT,2020-2021,205902,GREGORY-PORTLAND ISD,2,TRADITIONAL ISD/CSD,4720,1679,40,369,2526,217,161,23,302,-999,22,542,1618
STATE,DISTRICT,2020-2021,147902,GROESBECK ISD,12,TRADITIONAL ISD/CSD,1522,857,0,91,977,82,82,-999,102,23,-999,196,1042
STATE,DISTRICT,2020-2021,33901,GROOM ISD,16,TRADITIONAL ISD/CSD,137,30,0,22,32,-999,-999,-999,-999,-999,-999,23,137
STATE,DISTRICT,2020-2021,228901,GROVETON ISD,6,TRADITIONAL ISD/CSD,762,116,0,28,505,-999,-999,0,62,-999,-999,116,762
STATE,DISTRICT,2020-2021,98901,GRUVER ISD,16,TRADITIONAL ISD/CSD,439,216,0,25,209,84,66,-999,42,0,0,41,439
STATE,DISTRICT,2020-2021,91917,GUNTER ISD,10,TRADITIONAL ISD/CSD,1024,256,0,54,222,60,59,-999,69,-999,74,88,384
STATE,DISTRICT,2020-2021,47903,GUSTINE ISD,14,TRADITIONAL ISD/CSD,150,87,0,-999,101,59,49,0,-999,-999,-999,15,150
STATE,DISTRICT,2020-2021,135001,GUTHRIE CSD,17,TRADITIONAL ISD/CSD,127,25,0,-999,27,-999,-999,0,-999,0,10,10,0
STATE,DISTRICT,2020-2021,95903,HALE CENTER ISD,17,TRADITIONAL ISD/CSD,618,374,0,19,444,49,42,0,-999,-999,-999,61,618
STATE,DISTRICT,2020-2021,143901,HALLETTSVILLE ISD,3,TRADITIONAL ISD/CSD,1116,385,0,39,460,31,23,-999,69,-999,-999,146,1116
STATE,DISTRICT,2020-2021,161924,HALLSBURG ISD,12,TRADITIONAL ISD/CSD,164,52,0,11,79,-999,-999,0,-999,0,0,10,164
STATE,DISTRICT,2020-2021,102904,HALLSVILLE ISD,7,TRADITIONAL ISD/CSD,15267,9921,0,886,7201,806,437,48,636,115,245,2200,3402
STATE,DISTRICT,2020-2021,97902,HAMILTON ISD,12,TRADITIONAL ISD/CSD,792,184,0,133,398,57,57,-999,63,22,-999,107,789
STATE,DISTRICT,2020-2021,127903,HAMLIN COLLEGIATE ISD,14,TRADITIONAL ISD/CSD,443,186,0,10,304,24,17,-999,-999,47,14,51,443
STATE,DISTRICT,2020-2021,123914,HAMSHIRE-FANNETT ISD,5,TRADITIONAL ISD/CSD,1897,671,0,59,674,99,96,-999,149,30,37,188,860
STATE,DISTRICT,2020-2021,219901,HAPPY ISD,16,TRADITIONAL ISD/CSD,269,87,0,15,100,11,11,-999,-999,0,0,30,269
STATE,DISTRICT,2020-2021,146904,HARDIN ISD,4,TRADITIONAL ISD/CSD,1225,565,0,39,702,25,23,10,12,22,0,119,888
STATE,DISTRICT,2020-2021,100905,HARDIN-JEFFERSON ISD,5,TRADITIONAL ISD/CSD,2481,627,0,167,988,89,88,-999,130,20,30,334,1208
STATE,DISTRICT,2020-2021,15904,HARLANDALE ISD,20,TRADITIONAL ISD/CSD,12522,8975,1671,585,10690,2042,496,54,878,151,125,1504,11889
STATE,DISTRICT,2020-2021,102905,HARLETON ISD,7,TRADITIONAL ISD/CSD,714,229,0,0,330,-999,-999,-999,62,-999,-999,83,319
STATE,DISTRICT,2020-2021,31903,HARLINGEN CISD,1,TRADITIONAL ISD/CSD,17882,9518,2021,718,14194,2576,1131,49,1204,86,275,2125,12294
STATE,DISTRICT,2020-2021,230905,HARMONY ISD,7,TRADITIONAL ISD/CSD,1025,426,0,86,541,44,45,-999,72,-999,-999,79,717
STATE,DISTRICT,2020-2021,101858,HARMONY SCHOOL OF EXCELLENCE,4,OPEN ENROLLMENT CHARTER,5987,2240,0,132,4106,1521,1444,0,933,-999,0,438,5987
STATE,DISTRICT,2020-2021,101862,HARMONY SCHOOL OF SCIENCE - HOUSTO,4,OPEN ENROLLMENT CHARTER,3992,1395,0,72,2159,832,805,0,623,42,0,250,3992
STATE,DISTRICT,2020-2021,71806,HARMONY SCIENCE ACAD (EL PASO),19,OPEN ENROLLMENT CHARTER,4141,1531,0,87,3007,1114,1045,-999,400,0,-999,380,3770
STATE,DISTRICT,2020-2021,15828,HARMONY SCIENCE ACAD (SAN ANTONIO),20,OPEN ENROLLMENT CHARTER,4436,2351,0,120,3596,1648,1559,-999,345,53,-999,418,4436
STATE,DISTRICT,2020-2021,161807,HARMONY SCIENCE ACAD (WACO),12,OPEN ENROLLMENT CHARTER,10074,4153,0,317,6181,2924,2840,-999,970,39,-999,967,10074
STATE,DISTRICT,2020-2021,101846,HARMONY SCIENCE ACADEMY,4,OPEN ENROLLMENT CHARTER,3677,1839,0,78,2997,1322,1269,0,235,15,0,352,3677
STATE,DISTRICT,2020-2021,227816,HARMONY SCIENCE ACADEMY (AUSTIN),13,OPEN ENROLLMENT CHARTER,4517,2736,0,120,2854,2114,2072,0,414,16,-999,322,3844
STATE,DISTRICT,2020-2021,86902,HARPER ISD,13,TRADITIONAL ISD/CSD,554,210,0,26,199,11,11,0,37,0,-999,62,553
STATE,DISTRICT,2020-2021,244901,HARROLD ISD,9,TRADITIONAL ISD/CSD,107,24,0,0,58,0,0,-999,13,0,0,14,0
STATE,DISTRICT,2020-2021,35902,HART ISD,16,TRADITIONAL ISD/CSD,212,134,0,-999,174,52,54,0,-999,31,0,20,212
STATE,DISTRICT,2020-2021,103902,HARTLEY ISD,16,TRADITIONAL ISD/CSD,236,72,0,-999,139,64,64,0,10,0,0,17,236
STATE,DISTRICT,2020-2021,225907,HARTS BLUFF ISD,8,TRADITIONAL ISD/CSD,700,381,170,102,431,241,94,0,18,12,14,60,700
STATE,DISTRICT,2020-2021,104901,HASKELL CISD,14,TRADITIONAL ISD/CSD,550,254,0,12,343,11,11,-999,15,16,21,85,549
STATE,DISTRICT,2020-2021,250902,HAWKINS ISD,7,TRADITIONAL ISD/CSD,657,334,0,30,348,19,19,12,65,-999,13,78,653
STATE,DISTRICT,2020-2021,127904,HAWLEY ISD,14,TRADITIONAL ISD/CSD,780,287,0,40,429,-999,-999,-999,84,109,77,96,780
STATE,DISTRICT,2020-2021,105906,HAYS CISD,13,TRADITIONAL ISD/CSD,20322,10108,1662,1367,8859,3788,2182,55,1410,251,1787,2730,10167
STATE,DISTRICT,2020-2021,198905,HEARNE ISD,6,TRADITIONAL ISD/CSD,721,470,0,32,709,124,113,-999,12,-999,-999,132,721
STATE,DISTRICT,2020-2021,65902,HEDLEY ISD,16,TRADITIONAL ISD/CSD,113,13,0,12,82,-999,-999,0,0,0,-999,19,113
STATE,DISTRICT,2020-2021,202903,HEMPHILL ISD,7,TRADITIONAL ISD/CSD,879,269,0,39,543,16,16,0,48,30,0,120,879
STATE,DISTRICT,2020-2021,237902,HEMPSTEAD ISD,4,TRADITIONAL ISD/CSD,1511,1097,225,32,1290,488,178,-999,122,49,22,137,1511
STATE,DISTRICT,2020-2021,201902,HENDERSON ISD,7,TRADITIONAL ISD/CSD,3344,1595,73,103,2088,500,373,26,209,-999,26,415,2373
STATE,DISTRICT,2020-2021,39902,HENRIETTA ISD,9,TRADITIONAL ISD/CSD,908,341,0,72,325,-999,-999,0,57,-999,32,150,418
STATE,DISTRICT,2020-2021,15833,HENRY FORD ACADEMY ALAMEDA SCHOOL,20,OPEN ENROLLMENT CHARTER,102,63,0,0,38,0,0,0,0,0,-999,10,102
STATE,DISTRICT,2020-2021,59901,HEREFORD ISD,16,TRADITIONAL ISD/CSD,3868,2470,351,172,3009,876,442,-999,118,74,-999,443,3868
STATE,DISTRICT,2020-2021,15815,HERITAGE ACADEMY,20,OPEN ENROLLMENT CHARTER,617,528,0,-999,269,286,285,-999,10,21,-999,53,617
STATE,DISTRICT,2020-2021,208901,HERMLEIGH ISD,14,TRADITIONAL ISD/CSD,265,136,0,12,95,14,14,0,21,-999,0,19,265
STATE,DISTRICT,2020-2021,97903,HICO ISD,12,TRADITIONAL ISD/CSD,569,228,0,43,306,49,48,0,14,-999,-999,58,569
STATE,DISTRICT,2020-2021,108905,HIDALGO ISD,1,TRADITIONAL ISD/CSD,2996,2249,1123,21,2672,1875,966,-999,317,0,10,248,2996
STATE,DISTRICT,2020-2021,84903,HIGH ISLAND ISD,5,TRADITIONAL ISD/CSD,171,38,0,-999,112,0,0,0,-999,-999,0,25,171
STATE,DISTRICT,2020-2021,220819,HIGH POINT ACADEMY,11,OPEN ENROLLMENT CHARTER,1588,337,0,116,414,103,98,0,131,0,134,149,915
STATE,DISTRICT,2020-2021,177905,HIGHLAND ISD,14,TRADITIONAL ISD/CSD,218,67,0,12,52,0,0,0,23,-999,13,17,218
STATE,DISTRICT,2020-2021,57911,HIGHLAND PARK ISD,10,TRADITIONAL ISD/CSD,6648,478,0,419,10,70,62,-999,978,-999,0,682,0
STATE,DISTRICT,2020-2021,188903,HIGHLAND PARK ISD,16,TRADITIONAL ISD/CSD,886,375,0,94,415,70,55,11,14,14,16,116,886
STATE,DISTRICT,2020-2021,109904,HILLSBORO ISD,12,TRADITIONAL ISD/CSD,1876,865,64,92,1177,278,163,-999,72,17,68,263,1876
STATE,DISTRICT,2020-2021,84908,HITCHCOCK ISD,4,TRADITIONAL ISD/CSD,1644,560,0,84,1294,136,119,-999,71,128,-999,227,1499
STATE,DISTRICT,2020-2021,14905,HOLLAND ISD,12,TRADITIONAL ISD/CSD,654,172,0,61,290,12,12,-999,51,0,11,65,654
STATE,DISTRICT,2020-2021,5902,HOLLIDAY ISD,9,TRADITIONAL ISD/CSD,1069,353,0,80,240,-999,-999,0,69,-999,35,115,745
STATE,DISTRICT,2020-2021,163904,HONDO ISD,20,TRADITIONAL ISD/CSD,1823,871,0,134,1148,49,49,12,102,-999,28,224,1823
STATE,DISTRICT,2020-2021,74907,HONEY GROVE ISD,8,TRADITIONAL ISD/CSD,623,101,0,52,328,53,53,0,36,-999,12,87,424
STATE,DISTRICT,2020-2021,19902,HOOKS ISD,8,TRADITIONAL ISD/CSD,844,302,0,101,492,25,25,-999,79,-999,-999,95,844
STATE,DISTRICT,2020-2021,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1,OPEN ENROLLMENT CHARTER,1280,677,196,10,882,410,33,-999,40,0,12,70,1280
STATE,DISTRICT,2020-2021,101878,HOUSTON CLASSICAL CHARTER SCHOOL,4,OPEN ENROLLMENT CHARTER,55,24,0,0,28,16,0,0,0,0,-999,0,0
STATE,DISTRICT,2020-2021,101828,HOUSTON GATEWAY ACADEMY INC,4,OPEN ENROLLMENT CHARTER,2234,1362,388,16,2016,1131,778,0,0,17,-999,87,2234
STATE,DISTRICT,2020-2021,101821,HOUSTON HEIGHTS HIGH SCHOOL,4,OPEN ENROLLMENT CHARTER,178,147,0,0,136,0,0,0,0,0,0,25,178
