Time;Source;Event
2021-07-01 00:00:00;fridge operation;START
2021-07-01 00:00:00;REFRIGERATOR;ON
2021-07-01 00:14:00;REFRIGERATOR;OFF
2021-07-01 00:14:00;fridge operation;END
2021-07-01 00:43:20;fridge operation;START
2021-07-01 00:43:20;REFRIGERATOR;ON
2021-07-01 00:57:20;REFRIGERATOR;OFF
2021-07-01 00:57:20;fridge operation;END
2021-07-01 01:13:50;fridge operation;START
2021-07-01 01:13:50;REFRIGERATOR;ON
2021-07-01 01:27:50;REFRIGERATOR;OFF
2021-07-01 01:27:50;fridge operation;END
2021-07-01 02:12:01;fridge operation;START
2021-07-01 02:12:01;REFRIGERATOR;ON
2021-07-01 02:26:01;REFRIGERATOR;OFF
2021-07-01 02:26:01;fridge operation;END
2021-07-01 03:06:03;fridge operation;START
2021-07-01 03:06:03;REFRIGERATOR;ON
2021-07-01 03:20:03;REFRIGERATOR;OFF
2021-07-01 03:20:03;fridge operation;END
2021-07-01 03:56:04;fridge operation;START
2021-07-01 03:56:04;REFRIGERATOR;ON
2021-07-01 04:10:04;REFRIGERATOR;OFF
2021-07-01 04:10:04;fridge operation;END
2021-07-01 05:22:20;fridge operation;START
2021-07-01 05:22:20;REFRIGERATOR;ON
2021-07-01 05:36:20;REFRIGERATOR;OFF
2021-07-01 05:36:20;fridge operation;END
2021-07-01 06:40:34;fridge operation;START
2021-07-01 06:40:34;REFRIGERATOR;ON
2021-07-01 06:54:34;REFRIGERATOR;OFF
2021-07-01 06:54:34;fridge operation;END
2021-07-01 07:27:25;fridge operation;START
2021-07-01 07:27:25;REFRIGERATOR;ON
2021-07-01 07:41:25;REFRIGERATOR;OFF
2021-07-01 07:41:25;fridge operation;END
2021-07-01 08:06:33;fridge operation;START
2021-07-01 08:06:33;REFRIGERATOR;ON
2021-07-01 08:20:33;REFRIGERATOR;OFF
2021-07-01 08:20:33;fridge operation;END
2021-07-01 09:00:48;fridge operation;START
2021-07-01 09:00:48;REFRIGERATOR;ON
2021-07-01 09:14:48;REFRIGERATOR;OFF
2021-07-01 09:14:48;fridge operation;END
2021-07-01 09:51:41;fridge operation;START
2021-07-01 09:51:41;REFRIGERATOR;ON
2021-07-01 10:05:41;REFRIGERATOR;OFF
2021-07-01 10:05:41;fridge operation;END
2021-07-01 11:01:15;fridge operation;START
2021-07-01 11:01:15;REFRIGERATOR;ON
2021-07-01 11:15:15;REFRIGERATOR;OFF
2021-07-01 11:15:15;fridge operation;END
2021-07-01 11:42:02;fridge operation;START
2021-07-01 11:42:02;REFRIGERATOR;ON
2021-07-01 11:56:02;REFRIGERATOR;OFF
2021-07-01 11:56:02;fridge operation;END
2021-07-01 13:27:27;fridge operation;START
2021-07-01 13:27:27;REFRIGERATOR;ON
2021-07-01 13:41:27;REFRIGERATOR;OFF
2021-07-01 13:41:27;fridge operation;END
2021-07-01 14:28:59;fridge operation;START
2021-07-01 14:28:59;REFRIGERATOR;ON
2021-07-01 14:42:59;REFRIGERATOR;OFF
2021-07-01 14:42:59;fridge operation;END
2021-07-01 15:17:03;watching TV;START
2021-07-01 15:17:03;TV;ON
2021-07-01 15:21:47;fridge operation;START
2021-07-01 15:21:47;REFRIGERATOR;ON
2021-07-01 15:25:55;use a personal computer;START
2021-07-01 15:25:55;PC;ON
2021-07-01 15:35:47;REFRIGERATOR;OFF
2021-07-01 15:35:47;fridge operation;END
2021-07-01 15:57:20;PC;OFF
2021-07-01 15:57:20;use a personal computer;END
2021-07-01 16:14:13;watching TV;START
2021-07-01 16:14:13;TV;ON
2021-07-01 16:16:57;fridge operation;START
2021-07-01 16:16:57;REFRIGERATOR;ON
2021-07-01 16:30:57;REFRIGERATOR;OFF
2021-07-01 16:30:57;fridge operation;END
2021-07-01 17:09:27;TV;OFF
2021-07-01 17:09:28;TV;ON
2021-07-01 17:12:06;fridge operation;START
2021-07-01 17:12:06;REFRIGERATOR;ON
2021-07-01 17:13:21;TV;OFF
2021-07-01 17:13:22;TV;ON
2021-07-01 17:26:06;REFRIGERATOR;OFF
2021-07-01 17:26:06;fridge operation;END
2021-07-01 17:29:46;TV;OFF
2021-07-01 17:29:46;watching TV;END
2021-07-01 17:30:10;TV;OFF
2021-07-01 17:30:10;watching TV;END
2021-07-01 17:30:11;use a personal computer;START
2021-07-01 17:30:11;PC;ON
2021-07-01 17:48:54;use a personal computer;START
2021-07-01 17:48:54;PC;ON
2021-07-01 18:01:36;PC;OFF
2021-07-01 18:01:36;use a personal computer;END
2021-07-01 18:13:49;use a personal computer;START
2021-07-01 18:13:49;PC;ON
2021-07-01 18:18:29;fridge operation;START
2021-07-01 18:18:29;REFRIGERATOR;ON
2021-07-01 18:20:19;PC;OFF
2021-07-01 18:20:19;use a personal computer;END
2021-07-01 18:32:29;REFRIGERATOR;OFF
2021-07-01 18:32:29;fridge operation;END
2021-07-01 18:36:39;vacuuming;START
2021-07-01 18:36:39;VACUUMCLEANER;ON
2021-07-01 18:45:14;PC;OFF
2021-07-01 18:45:14;use a personal computer;END
2021-07-01 18:48:39;VACUUMCLEANER;OFF
2021-07-01 18:48:39;vacuuming;END
2021-07-01 18:54:53;fridge operation;START
2021-07-01 18:54:53;REFRIGERATOR;ON
2021-07-01 19:08:53;REFRIGERATOR;OFF
2021-07-01 19:08:53;fridge operation;END
2021-07-01 19:30:19;fridge operation;START
2021-07-01 19:30:19;REFRIGERATOR;ON
2021-07-01 19:44:19;REFRIGERATOR;OFF
2021-07-01 19:44:19;fridge operation;END
2021-07-01 20:44:33;fridge operation;START
2021-07-01 20:44:33;REFRIGERATOR;ON
2021-07-01 20:58:33;REFRIGERATOR;OFF
2021-07-01 20:58:33;fridge operation;END
2021-07-01 21:52:45;fridge operation;START
2021-07-01 21:52:45;REFRIGERATOR;ON
2021-07-01 22:06:45;REFRIGERATOR;OFF
2021-07-01 22:06:45;fridge operation;END
2021-07-01 22:52:54;fridge operation;START
2021-07-01 22:52:54;REFRIGERATOR;ON
2021-07-01 23:06:54;REFRIGERATOR;OFF
2021-07-01 23:06:54;fridge operation;END
2021-07-02 00:19:19;fridge operation;START
2021-07-02 00:19:19;REFRIGERATOR;ON
2021-07-02 00:33:19;REFRIGERATOR;OFF
2021-07-02 00:33:19;fridge operation;END
2021-07-02 00:54:24;fridge operation;START
2021-07-02 00:54:24;REFRIGERATOR;ON
2021-07-02 01:08:24;REFRIGERATOR;OFF
2021-07-02 01:08:24;fridge operation;END
2021-07-02 01:50:35;fridge operation;START
2021-07-02 01:50:35;REFRIGERATOR;ON
2021-07-02 02:04:35;REFRIGERATOR;OFF
2021-07-02 02:04:35;fridge operation;END
2021-07-02 02:45:05;fridge operation;START
2021-07-02 02:45:05;REFRIGERATOR;ON
2021-07-02 02:59:05;REFRIGERATOR;OFF
2021-07-02 02:59:05;fridge operation;END
2021-07-02 03:34:44;fridge operation;START
2021-07-02 03:34:44;REFRIGERATOR;ON
2021-07-02 03:48:44;REFRIGERATOR;OFF
2021-07-02 03:48:44;fridge operation;END
2021-07-02 04:13:51;fridge operation;START
2021-07-02 04:13:51;REFRIGERATOR;ON
2021-07-02 04:27:51;REFRIGERATOR;OFF
2021-07-02 04:27:51;fridge operation;END
2021-07-02 04:47:36;fridge operation;START
2021-07-02 04:47:36;REFRIGERATOR;ON
2021-07-02 05:01:36;REFRIGERATOR;OFF
2021-07-02 05:01:36;fridge operation;END
2021-07-02 05:23:43;fridge operation;START
2021-07-02 05:23:43;REFRIGERATOR;ON
2021-07-02 05:37:43;REFRIGERATOR;OFF
2021-07-02 05:37:43;fridge operation;END
2021-07-02 06:14:19;fridge operation;START
2021-07-02 06:14:19;REFRIGERATOR;ON
2021-07-02 06:28:19;REFRIGERATOR;OFF
2021-07-02 06:28:19;fridge operation;END
2021-07-02 07:01:39;fridge operation;START
2021-07-02 07:01:39;REFRIGERATOR;ON
2021-07-02 07:15:39;REFRIGERATOR;OFF
2021-07-02 07:15:39;fridge operation;END
2021-07-02 08:17:22;fridge operation;START
2021-07-02 08:17:22;REFRIGERATOR;ON
2021-07-02 08:31:22;REFRIGERATOR;OFF
2021-07-02 08:31:22;fridge operation;END
2021-07-02 08:48:25;fridge operation;START
2021-07-02 08:48:25;REFRIGERATOR;ON
2021-07-02 09:02:25;REFRIGERATOR;OFF
2021-07-02 09:02:25;fridge operation;END
2021-07-02 10:00:32;fridge operation;START
2021-07-02 10:00:32;REFRIGERATOR;ON
2021-07-02 10:14:32;REFRIGERATOR;OFF
2021-07-02 10:14:32;fridge operation;END
2021-07-02 11:10:25;fridge operation;START
2021-07-02 11:10:25;REFRIGERATOR;ON
2021-07-02 11:24:25;REFRIGERATOR;OFF
2021-07-02 11:24:25;fridge operation;END
2021-07-02 12:00:16;fridge operation;START
2021-07-02 12:00:16;REFRIGERATOR;ON
2021-07-02 12:14:16;REFRIGERATOR;OFF
2021-07-02 12:14:16;fridge operation;END
2021-07-02 13:38:50;fridge operation;START
2021-07-02 13:38:50;REFRIGERATOR;ON
2021-07-02 13:52:50;REFRIGERATOR;OFF
2021-07-02 13:52:50;fridge operation;END
2021-07-02 14:01:57;use a personal computer;START
2021-07-02 14:01:57;PC;ON
2021-07-02 14:12:31;watching TV;START
2021-07-02 14:12:31;TV;ON
2021-07-02 14:33:22;PC;OFF
2021-07-02 14:33:22;use a personal computer;END
2021-07-02 14:54:00;fridge operation;START
2021-07-02 14:54:00;REFRIGERATOR;ON
2021-07-02 15:08:00;REFRIGERATOR;OFF
2021-07-02 15:08:00;fridge operation;END
2021-07-02 15:25:10;TV;OFF
2021-07-02 15:25:11;TV;ON
2021-07-02 15:32:38;dishwasher operation;START
2021-07-02 15:32:48;DISHWASHER;ON
2021-07-02 15:37:39;fridge operation;START
2021-07-02 15:37:39;REFRIGERATOR;ON
2021-07-02 15:42:27;TV;OFF
2021-07-02 15:42:27;watching TV;END
2021-07-02 15:51:39;REFRIGERATOR;OFF
2021-07-02 15:51:39;fridge operation;END
2021-07-02 16:04:45;use a personal computer;START
2021-07-02 16:04:45;PC;ON
2021-07-02 16:20:32;use a personal computer;START
2021-07-02 16:20:32;PC;ON
2021-07-02 16:36:10;PC;OFF
2021-07-02 16:36:10;use a personal computer;END
2021-07-02 16:40:04;DISHWASHER;OFF
2021-07-02 16:40:04;dishwasher operation;END
2021-07-02 16:44:01;fridge operation;START
2021-07-02 16:44:01;REFRIGERATOR;ON
2021-07-02 16:51:57;PC;OFF
2021-07-02 16:51:57;use a personal computer;END
2021-07-02 16:58:01;REFRIGERATOR;OFF
2021-07-02 16:58:01;fridge operation;END
2021-07-02 17:08:15;use a personal computer;START
2021-07-02 17:08:15;PC;ON
2021-07-02 17:39:40;PC;OFF
2021-07-02 17:39:40;use a personal computer;END
2021-07-02 17:41:47;fridge operation;START
2021-07-02 17:41:47;REFRIGERATOR;ON
2021-07-02 17:55:47;REFRIGERATOR;OFF
2021-07-02 17:55:47;fridge operation;END
2021-07-02 18:16:02;dishwasher operation;START
2021-07-02 18:16:12;DISHWASHER;ON
2021-07-02 18:24:17;watching TV;START
2021-07-02 18:24:17;TV;ON
2021-07-02 19:01:24;fridge operation;START
2021-07-02 19:01:24;REFRIGERATOR;ON
2021-07-02 19:15:24;REFRIGERATOR;OFF
2021-07-02 19:15:24;fridge operation;END
2021-07-02 19:23:28;DISHWASHER;OFF
2021-07-02 19:23:28;dishwasher operation;END
2021-07-02 19:42:51;TV;OFF
2021-07-02 19:42:52;TV;ON
2021-07-02 19:56:21;fridge operation;START
2021-07-02 19:56:21;REFRIGERATOR;ON
2021-07-02 20:10:21;REFRIGERATOR;OFF
2021-07-02 20:10:21;fridge operation;END
2021-07-02 20:12:17;TV;OFF
2021-07-02 20:12:18;TV;ON
2021-07-02 20:30:01;TV;OFF
2021-07-02 20:30:01;watching TV;END
2021-07-02 20:42:07;fridge operation;START
2021-07-02 20:42:07;REFRIGERATOR;ON
2021-07-02 20:53:03;watching TV;START
2021-07-02 20:53:03;TV;ON
2021-07-02 20:56:07;REFRIGERATOR;OFF
2021-07-02 20:56:07;fridge operation;END
2021-07-02 21:35:14;watching TV;START
2021-07-02 21:35:14;TV;ON
2021-07-02 21:51:48;fridge operation;START
2021-07-02 21:51:48;REFRIGERATOR;ON
2021-07-02 22:05:48;REFRIGERATOR;OFF
2021-07-02 22:05:48;fridge operation;END
2021-07-02 22:22:40;TV;OFF
2021-07-02 22:22:41;TV;ON
2021-07-02 22:29:37;fridge operation;START
2021-07-02 22:29:37;REFRIGERATOR;ON
2021-07-02 22:38:59;TV;OFF
2021-07-02 22:38:59;watching TV;END
2021-07-02 22:43:37;REFRIGERATOR;OFF
2021-07-02 22:43:37;fridge operation;END
2021-07-02 22:59:43;TV;OFF
2021-07-02 22:59:44;TV;ON
2021-07-02 23:25:41;TV;OFF
2021-07-02 23:25:41;watching TV;END
2021-07-03 00:24:38;fridge operation;START
2021-07-03 00:24:38;REFRIGERATOR;ON
2021-07-03 00:38:38;REFRIGERATOR;OFF
2021-07-03 00:38:38;fridge operation;END
2021-07-03 01:23:08;fridge operation;START
2021-07-03 01:23:08;REFRIGERATOR;ON
2021-07-03 01:37:08;REFRIGERATOR;OFF
2021-07-03 01:37:08;fridge operation;END
2021-07-03 02:10:42;fridge operation;START
2021-07-03 02:10:42;REFRIGERATOR;ON
2021-07-03 02:24:42;REFRIGERATOR;OFF
2021-07-03 02:24:42;fridge operation;END
2021-07-03 02:55:24;fridge operation;START
2021-07-03 02:55:24;REFRIGERATOR;ON
2021-07-03 03:09:24;REFRIGERATOR;OFF
2021-07-03 03:09:24;fridge operation;END
2021-07-03 04:38:52;fridge operation;START
2021-07-03 04:38:52;REFRIGERATOR;ON
2021-07-03 04:52:52;REFRIGERATOR;OFF
2021-07-03 04:52:52;fridge operation;END
2021-07-03 05:52:49;fridge operation;START
2021-07-03 05:52:49;REFRIGERATOR;ON
2021-07-03 06:06:49;REFRIGERATOR;OFF
2021-07-03 06:06:49;fridge operation;END
2021-07-03 07:03:55;fridge operation;START
2021-07-03 07:03:55;REFRIGERATOR;ON
2021-07-03 07:17:55;REFRIGERATOR;OFF
2021-07-03 07:17:55;fridge operation;END
2021-07-03 07:58:49;fridge operation;START
2021-07-03 07:58:49;REFRIGERATOR;ON
2021-07-03 08:12:49;REFRIGERATOR;OFF
2021-07-03 08:12:49;fridge operation;END
2021-07-03 09:01:19;dishwasher operation;START
2021-07-03 09:01:26;DISHWASHER;ON
2021-07-03 09:05:15;fridge operation;START
2021-07-03 09:05:15;REFRIGERATOR;ON
2021-07-03 09:15:19;dishwasher operation;START
2021-07-03 09:15:28;DISHWASHER;ON
2021-07-03 09:19:15;REFRIGERATOR;OFF
2021-07-03 09:19:15;fridge operation;END
2021-07-03 09:25:12;use a personal computer;START
2021-07-03 09:25:12;PC;ON
2021-07-03 09:36:19;fridge operation;START
2021-07-03 09:36:19;REFRIGERATOR;ON
2021-07-03 09:50:19;REFRIGERATOR;OFF
2021-07-03 09:50:19;fridge operation;END
2021-07-03 09:56:37;PC;OFF
2021-07-03 09:56:37;use a personal computer;END
2021-07-03 10:08:42;DISHWASHER;OFF
2021-07-03 10:08:42;dishwasher operation;END
2021-07-03 10:11:44;watching TV;START
2021-07-03 10:11:44;TV;ON
2021-07-03 10:22:44;DISHWASHER;OFF
2021-07-03 10:22:44;dishwasher operation;END
2021-07-03 10:48:32;fridge operation;START
2021-07-03 10:48:32;REFRIGERATOR;ON
2021-07-03 11:02:32;REFRIGERATOR;OFF
2021-07-03 11:02:32;fridge operation;END
2021-07-03 11:02:49;vacuuming;START
2021-07-03 11:02:49;VACUUMCLEANER;ON
2021-07-03 11:14:49;VACUUMCLEANER;OFF
2021-07-03 11:14:49;vacuuming;END
2021-07-03 11:49:31;watching TV;START
2021-07-03 11:49:31;TV;ON
2021-07-03 12:00:59;fridge operation;START
2021-07-03 12:00:59;REFRIGERATOR;ON
2021-07-03 12:10:43;TV;OFF
2021-07-03 12:10:43;watching TV;END
2021-07-03 12:14:59;REFRIGERATOR;OFF
2021-07-03 12:14:59;fridge operation;END
2021-07-03 12:20:52;use a personal computer;START
2021-07-03 12:20:52;PC;ON
2021-07-03 12:52:17;PC;OFF
2021-07-03 12:52:17;use a personal computer;END
2021-07-03 13:14:54;fridge operation;START
2021-07-03 13:14:54;REFRIGERATOR;ON
2021-07-03 13:28:54;REFRIGERATOR;OFF
2021-07-03 13:28:54;fridge operation;END
2021-07-03 13:29:51;vacuuming;START
2021-07-03 13:29:51;VACUUMCLEANER;ON
2021-07-03 13:36:21;TV;OFF
2021-07-03 13:36:22;TV;ON
2021-07-03 13:41:51;VACUUMCLEANER;OFF
2021-07-03 13:41:51;vacuuming;END
2021-07-03 13:55:43;TV;OFF
2021-07-03 13:55:43;watching TV;END
2021-07-03 13:59:56;use a personal computer;START
2021-07-03 13:59:56;PC;ON
2021-07-03 14:14:09;fridge operation;START
2021-07-03 14:14:09;REFRIGERATOR;ON
2021-07-03 14:24:56;watching TV;START
2021-07-03 14:24:56;TV;ON
2021-07-03 14:28:09;REFRIGERATOR;OFF
