Time;Source;Event
2021-07-01 18:08:32;TV;ON
2021-07-01 18:13:47;REFRIGERATOR;OFF
2021-07-01 18:13:47;fridge operation;END
2021-07-01 18:58:30;TV;OFF
2021-07-01 18:58:31;TV;ON
2021-07-01 19:01:37;TV;OFF
2021-07-01 19:01:38;TV;ON
2021-07-01 19:17:28;TV;OFF
2021-07-01 19:17:28;watching TV;END
2021-07-01 19:21:49;fridge operation;START
2021-07-01 19:21:49;REFRIGERATOR;ON
2021-07-01 19:31:21;TV;OFF
2021-07-01 19:31:21;watching TV;END
2021-07-01 19:35:49;REFRIGERATOR;OFF
2021-07-01 19:35:49;fridge operation;END
2021-07-01 20:03:28;use a personal computer;START
2021-07-01 20:03:28;PC;ON
2021-07-01 20:26:57;fridge operation;START
2021-07-01 20:26:57;REFRIGERATOR;ON
2021-07-01 20:31:16;use a personal computer;START
2021-07-01 20:31:16;PC;ON
2021-07-01 20:40:57;REFRIGERATOR;OFF
2021-07-01 20:40:57;fridge operation;END
2021-07-01 21:18:47;PC;OFF
2021-07-01 21:18:47;use a personal computer;END
2021-07-01 21:41:34;use a personal computer;START
2021-07-01 21:41:34;PC;ON
2021-07-01 21:44:06;fridge operation;START
2021-07-01 21:44:06;REFRIGERATOR;ON
2021-07-01 21:46:35;PC;OFF
2021-07-01 21:46:35;use a personal computer;END
2021-07-01 21:58:06;REFRIGERATOR;OFF
2021-07-01 21:58:06;fridge operation;END
2021-07-01 22:31:06;fridge operation;START
2021-07-01 22:31:06;REFRIGERATOR;ON
2021-07-01 22:45:06;REFRIGERATOR;OFF
2021-07-01 22:45:06;fridge operation;END
2021-07-01 22:56:53;PC;OFF
2021-07-01 22:56:53;use a personal computer;END
2021-07-02 00:00:00;fridge operation;START
2021-07-02 00:00:00;REFRIGERATOR;ON
2021-07-02 00:14:00;REFRIGERATOR;OFF
2021-07-02 00:14:00;fridge operation;END
2021-07-02 00:57:42;fridge operation;START
2021-07-02 00:57:42;REFRIGERATOR;ON
2021-07-02 01:11:42;REFRIGERATOR;OFF
2021-07-02 01:11:42;fridge operation;END
2021-07-02 02:10:29;fridge operation;START
2021-07-02 02:10:29;REFRIGERATOR;ON
2021-07-02 02:24:29;REFRIGERATOR;OFF
2021-07-02 02:24:29;fridge operation;END
2021-07-02 02:47:10;fridge operation;START
2021-07-02 02:47:10;REFRIGERATOR;ON
2021-07-02 03:01:10;REFRIGERATOR;OFF
2021-07-02 03:01:10;fridge operation;END
2021-07-02 03:39:26;fridge operation;START
2021-07-02 03:39:26;REFRIGERATOR;ON
2021-07-02 03:53:26;REFRIGERATOR;OFF
2021-07-02 03:53:26;fridge operation;END
2021-07-02 04:29:22;fridge operation;START
2021-07-02 04:29:22;REFRIGERATOR;ON
2021-07-02 04:43:22;REFRIGERATOR;OFF
2021-07-02 04:43:22;fridge operation;END
2021-07-02 05:32:59;fridge operation;START
2021-07-02 05:32:59;REFRIGERATOR;ON
2021-07-02 05:46:59;REFRIGERATOR;OFF
2021-07-02 05:46:59;fridge operation;END
2021-07-02 06:36:25;fridge operation;START
2021-07-02 06:36:25;REFRIGERATOR;ON
2021-07-02 06:50:25;REFRIGERATOR;OFF
2021-07-02 06:50:25;fridge operation;END
2021-07-02 07:00:00;dishwasher operation;START
2021-07-02 07:00:05;DISHWASHER;ON
2021-07-02 07:29:17;fridge operation;START
2021-07-02 07:29:17;REFRIGERATOR;ON
2021-07-02 07:43:17;REFRIGERATOR;OFF
2021-07-02 07:43:17;fridge operation;END
2021-07-02 08:07:21;DISHWASHER;OFF
2021-07-02 08:07:21;dishwasher operation;END
2021-07-02 08:43:21;fridge operation;START
2021-07-02 08:43:21;REFRIGERATOR;ON
2021-07-02 08:57:21;REFRIGERATOR;OFF
2021-07-02 08:57:21;fridge operation;END
2021-07-02 09:43:49;fridge operation;START
2021-07-02 09:43:49;REFRIGERATOR;ON
2021-07-02 09:57:49;REFRIGERATOR;OFF
2021-07-02 09:57:49;fridge operation;END
2021-07-02 11:02:28;fridge operation;START
2021-07-02 11:02:28;REFRIGERATOR;ON
2021-07-02 11:16:28;REFRIGERATOR;OFF
2021-07-02 11:16:28;fridge operation;END
2021-07-02 11:59:27;fridge operation;START
2021-07-02 11:59:27;REFRIGERATOR;ON
2021-07-02 12:13:27;REFRIGERATOR;OFF
2021-07-02 12:13:27;fridge operation;END
2021-07-02 13:09:21;fridge operation;START
2021-07-02 13:09:21;REFRIGERATOR;ON
2021-07-02 13:23:21;REFRIGERATOR;OFF
2021-07-02 13:23:21;fridge operation;END
2021-07-02 13:56:46;fridge operation;START
2021-07-02 13:56:46;REFRIGERATOR;ON
2021-07-02 14:02:13;vacuuming;START
2021-07-02 14:02:13;VACUUMCLEANER;ON
2021-07-02 14:10:46;REFRIGERATOR;OFF
2021-07-02 14:10:46;fridge operation;END
2021-07-02 14:14:13;VACUUMCLEANER;OFF
2021-07-02 14:14:13;vacuuming;END
2021-07-02 14:36:26;fridge operation;START
2021-07-02 14:36:26;REFRIGERATOR;ON
2021-07-02 14:50:26;REFRIGERATOR;OFF
2021-07-02 14:50:26;fridge operation;END
2021-07-02 15:00:00;watching TV;START
2021-07-02 15:00:00;TV;ON
2021-07-02 15:09:10;watching TV;START
2021-07-02 15:09:10;TV;ON
2021-07-02 15:19:49;fridge operation;START
2021-07-02 15:19:49;REFRIGERATOR;ON
2021-07-02 15:33:49;REFRIGERATOR;OFF
2021-07-02 15:33:49;fridge operation;END
2021-07-02 15:57:04;TV;OFF
2021-07-02 15:57:05;TV;ON
2021-07-02 16:03:08;fridge operation;START
2021-07-02 16:03:08;REFRIGERATOR;ON
2021-07-02 16:17:08;REFRIGERATOR;OFF
2021-07-02 16:17:08;fridge operation;END
2021-07-02 16:20:07;TV;OFF
2021-07-02 16:20:07;watching TV;END
2021-07-02 16:33:23;use a personal computer;START
2021-07-02 16:33:23;PC;ON
2021-07-02 16:45:39;TV;OFF
2021-07-02 16:45:40;TV;ON
2021-07-02 16:48:24;fridge operation;START
2021-07-02 16:48:24;REFRIGERATOR;ON
2021-07-02 17:02:24;REFRIGERATOR;OFF
2021-07-02 17:02:24;fridge operation;END
2021-07-02 17:08:27;TV;OFF
2021-07-02 17:08:27;watching TV;END
2021-07-02 17:23:13;use a personal computer;START
2021-07-02 17:23:13;PC;ON
2021-07-02 17:44:17;fridge operation;START
2021-07-02 17:44:17;REFRIGERATOR;ON
2021-07-02 17:48:42;PC;OFF
2021-07-02 17:48:42;use a personal computer;END
2021-07-02 17:58:17;REFRIGERATOR;OFF
2021-07-02 17:58:17;fridge operation;END
2021-07-02 18:25:33;washing a load of laundry;START
2021-07-02 18:25:40;WASHINGMACHINE;ON
2021-07-02 18:25:54;fridge operation;START
2021-07-02 18:25:54;REFRIGERATOR;ON
2021-07-02 18:29:04;watching TV;START
2021-07-02 18:29:04;TV;ON
2021-07-02 18:38:32;PC;OFF
2021-07-02 18:38:32;use a personal computer;END
2021-07-02 18:39:54;REFRIGERATOR;OFF
2021-07-02 18:39:54;fridge operation;END
2021-07-02 18:56:29;use a personal computer;START
2021-07-02 18:56:29;PC;ON
2021-07-02 19:06:39;TV;OFF
2021-07-02 19:06:40;TV;ON
2021-07-02 19:24:07;fridge operation;START
2021-07-02 19:24:07;REFRIGERATOR;ON
2021-07-02 19:30:07;TV;OFF
2021-07-02 19:30:07;watching TV;END
2021-07-02 19:38:07;REFRIGERATOR;OFF
2021-07-02 19:38:07;fridge operation;END
2021-07-02 20:01:55;use a personal computer;START
2021-07-02 20:01:55;PC;ON
2021-07-02 20:11:48;PC;OFF
2021-07-02 20:11:48;use a personal computer;END
2021-07-02 20:24:00;dishwasher operation;START
2021-07-02 20:24:05;watching TV;START
2021-07-02 20:24:05;DISHWASHER;ON
2021-07-02 20:24:05;TV;ON
2021-07-02 20:30:19;fridge operation;START
2021-07-02 20:30:19;REFRIGERATOR;ON
2021-07-02 20:44:19;REFRIGERATOR;OFF
2021-07-02 20:44:19;fridge operation;END
2021-07-02 21:17:14;PC;OFF
2021-07-02 21:17:14;use a personal computer;END
2021-07-02 21:31:21;DISHWASHER;OFF
2021-07-02 21:31:21;dishwasher operation;END
2021-07-02 21:36:07;WASHINGMACHINE;OFF
2021-07-02 21:36:07;washing a load of laundry;END
2021-07-02 21:46:38;fridge operation;START
2021-07-02 21:46:38;REFRIGERATOR;ON
2021-07-02 21:59:29;TV;OFF
2021-07-02 21:59:30;TV;ON
2021-07-02 22:00:38;REFRIGERATOR;OFF
2021-07-02 22:00:38;fridge operation;END
2021-07-02 22:26:56;TV;OFF
2021-07-02 22:26:56;watching TV;END
2021-07-02 22:54:41;fridge operation;START
2021-07-02 22:54:41;REFRIGERATOR;ON
2021-07-02 23:08:41;REFRIGERATOR;OFF
2021-07-02 23:08:41;fridge operation;END
2021-07-03 00:11:29;fridge operation;START
2021-07-03 00:11:29;REFRIGERATOR;ON
2021-07-03 00:25:29;REFRIGERATOR;OFF
2021-07-03 00:25:29;fridge operation;END
2021-07-03 00:52:22;fridge operation;START
2021-07-03 00:52:22;REFRIGERATOR;ON
2021-07-03 01:06:22;REFRIGERATOR;OFF
2021-07-03 01:06:22;fridge operation;END
2021-07-03 02:02:51;fridge operation;START
2021-07-03 02:02:51;REFRIGERATOR;ON
2021-07-03 02:16:51;REFRIGERATOR;OFF
2021-07-03 02:16:51;fridge operation;END
2021-07-03 03:08:00;fridge operation;START
2021-07-03 03:08:00;REFRIGERATOR;ON
2021-07-03 03:22:00;REFRIGERATOR;OFF
2021-07-03 03:22:00;fridge operation;END
2021-07-03 04:06:43;fridge operation;START
2021-07-03 04:06:43;REFRIGERATOR;ON
2021-07-03 04:20:43;REFRIGERATOR;OFF
2021-07-03 04:20:43;fridge operation;END
2021-07-03 04:35:48;fridge operation;START
2021-07-03 04:35:48;REFRIGERATOR;ON
2021-07-03 04:49:48;REFRIGERATOR;OFF
2021-07-03 04:49:48;fridge operation;END
2021-07-03 05:14:55;fridge operation;START
2021-07-03 05:14:55;REFRIGERATOR;ON
2021-07-03 05:28:55;REFRIGERATOR;OFF
2021-07-03 05:28:55;fridge operation;END
2021-07-03 05:56:06;fridge operation;START
2021-07-03 05:56:06;REFRIGERATOR;ON
2021-07-03 06:10:06;REFRIGERATOR;OFF
2021-07-03 06:10:06;fridge operation;END
2021-07-03 06:56:33;fridge operation;START
2021-07-03 06:56:33;REFRIGERATOR;ON
2021-07-03 07:10:33;REFRIGERATOR;OFF
2021-07-03 07:10:33;fridge operation;END
2021-07-03 07:38:18;fridge operation;START
2021-07-03 07:38:18;REFRIGERATOR;ON
2021-07-03 07:52:18;REFRIGERATOR;OFF
2021-07-03 07:52:18;fridge operation;END
2021-07-03 08:12:48;fridge operation;START
2021-07-03 08:12:48;REFRIGERATOR;ON
2021-07-03 08:26:48;REFRIGERATOR;OFF
2021-07-03 08:26:48;fridge operation;END
2021-07-03 08:57:16;fridge operation;START
2021-07-03 08:57:16;REFRIGERATOR;ON
2021-07-03 09:11:16;REFRIGERATOR;OFF
2021-07-03 09:11:16;fridge operation;END
2021-07-03 10:09:00;fridge operation;START
2021-07-03 10:09:00;REFRIGERATOR;ON
2021-07-03 10:23:00;REFRIGERATOR;OFF
2021-07-03 10:23:00;fridge operation;END
2021-07-03 11:16:58;fridge operation;START
2021-07-03 11:16:58;REFRIGERATOR;ON
2021-07-03 11:30:58;REFRIGERATOR;OFF
2021-07-03 11:30:58;fridge operation;END
2021-07-03 12:14:30;fridge operation;START
2021-07-03 12:14:30;REFRIGERATOR;ON
2021-07-03 12:28:30;REFRIGERATOR;OFF
2021-07-03 12:28:30;fridge operation;END
2021-07-03 13:21:23;fridge operation;START
2021-07-03 13:21:23;REFRIGERATOR;ON
2021-07-03 13:35:23;REFRIGERATOR;OFF
2021-07-03 13:35:23;fridge operation;END
2021-07-03 14:02:16;fridge operation;START
2021-07-03 14:02:16;REFRIGERATOR;ON
2021-07-03 14:16:16;REFRIGERATOR;OFF
2021-07-03 14:16:16;fridge operation;END
2021-07-03 15:13:06;use a personal computer;START
2021-07-03 15:13:06;PC;ON
2021-07-03 15:54:40;use a personal computer;START
2021-07-03 15:54:40;PC;ON
2021-07-03 15:56:25;fridge operation;START
2021-07-03 15:56:25;REFRIGERATOR;ON
2021-07-03 16:10:25;REFRIGERATOR;OFF
2021-07-03 16:10:25;fridge operation;END
2021-07-03 16:28:25;PC;OFF
2021-07-03 16:28:25;use a personal computer;END
2021-07-03 17:00:03;use a personal computer;START
2021-07-03 17:00:03;PC;ON
2021-07-03 17:09:59;PC;OFF
2021-07-03 17:09:59;use a personal computer;END
2021-07-03 17:10:54;fridge operation;START
2021-07-03 17:10:54;REFRIGERATOR;ON
2021-07-03 17:24:54;REFRIGERATOR;OFF
2021-07-03 17:24:54;fridge operation;END
2021-07-03 17:31:33;use a personal computer;START
2021-07-03 17:31:33;PC;ON
2021-07-03 18:07:55;fridge operation;START
2021-07-03 18:07:55;REFRIGERATOR;ON
2021-07-03 18:15:22;PC;OFF
2021-07-03 18:15:22;use a personal computer;END
2021-07-03 18:21:55;REFRIGERATOR;OFF
2021-07-03 18:21:55;fridge operation;END
2021-07-03 18:36:27;vacuuming;START
2021-07-03 18:36:27;VACUUMCLEANER;ON
2021-07-03 18:46:52;PC;OFF
2021-07-03 18:46:52;use a personal computer;END
2021-07-03 18:48:27;VACUUMCLEANER;OFF
2021-07-03 18:48:27;vacuuming;END
2021-07-03 18:50:00;vacuuming;START
2021-07-03 18:50:00;VACUUMCLEANER;ON
2021-07-03 19:02:00;VACUUMCLEANER;OFF
2021-07-03 19:02:00;vacuuming;END
2021-07-03 19:08:03;fridge operation;START
2021-07-03 19:08:03;REFRIGERATOR;ON
2021-07-03 19:22:03;REFRIGERATOR;OFF
2021-07-03 19:22:03;fridge operation;END
2021-07-03 20:29:37;fridge operation;START
2021-07-03 20:29:37;REFRIGERATOR;ON
2021-07-03 20:43:37;REFRIGERATOR;OFF
2021-07-03 20:43:37;fridge operation;END
2021-07-03 21:39:39;fridge operation;START
2021-07-03 21:39:39;REFRIGERATOR;ON
2021-07-03 21:53:39;REFRIGERATOR;OFF
2021-07-03 21:53:39;fridge operation;END
2021-07-03 22:23:24;fridge operation;START
2021-07-03 22:23:24;REFRIGERATOR;ON
2021-07-03 22:37:24;REFRIGERATOR;OFF
2021-07-03 22:37:24;fridge operation;END
2021-07-03 23:12:31;fridge operation;START
2021-07-03 23:12:31;REFRIGERATOR;ON
2021-07-03 23:26:31;REFRIGERATOR;OFF
2021-07-03 23:26:31;fridge operation;END
2021-07-04 00:00:00;fridge operation;START
2021-07-04 00:00:00;REFRIGERATOR;ON
2021-07-04 00:14:00;REFRIGERATOR;OFF
2021-07-04 00:14:00;fridge operation;END
2021-07-04 01:21:59;fridge operation;START
2021-07-04 01:21:59;REFRIGERATOR;ON
2021-07-04 01:35:59;REFRIGERATOR;OFF
2021-07-04 01:35:59;fridge operation;END
2021-07-04 02:16:00;fridge operation;START
2021-07-04 02:16:00;REFRIGERATOR;ON
2021-07-04 02:30:00;REFRIGERATOR;OFF
2021-07-04 02:30:00;fridge operation;END
2021-07-04 02:59:06;fridge operation;START
2021-07-04 02:59:06;REFRIGERATOR;ON
2021-07-04 03:13:06;REFRIGERATOR;OFF
2021-07-04 03:13:06;fridge operation;END
2021-07-04 03:58:14;fridge operation;START
2021-07-04 03:58:14;REFRIGERATOR;ON
2021-07-04 04:12:14;REFRIGERATOR;OFF
2021-07-04 04:12:14;fridge operation;END
2021-07-04 04:53:10;fridge operation;START
2021-07-04 04:53:10;REFRIGERATOR;ON
2021-07-04 05:07:10;REFRIGERATOR;OFF
2021-07-04 05:07:10;fridge operation;END
2021-07-04 05:40:22;fridge operation;START
2021-07-04 05:40:22;REFRIGERATOR;ON
2021-07-04 05:54:22;REFRIGERATOR;OFF
2021-07-04 05:54:22;fridge operation;END
2021-07-04 06:45:48;fridge operation;START
2021-07-04 06:45:48;REFRIGERATOR;ON
2021-07-04 06:59:48;REFRIGERATOR;OFF
2021-07-04 06:59:48;fridge operation;END
2021-07-04 07:16:30;fridge operation;START
2021-07-04 07:16:30;REFRIGERATOR;ON
2021-07-04 07:30:30;REFRIGERATOR;OFF
2021-07-04 07:30:30;fridge operation;END
2021-07-04 08:01:28;fridge operation;START
2021-07-04 08:01:28;REFRIGERATOR;ON
2021-07-04 08:15:28;REFRIGERATOR;OFF
2021-07-04 08:15:28;fridge operation;END
2021-07-04 09:08:06;fridge operation;START
2021-07-04 09:08:06;REFRIGERATOR;ON
2021-07-04 09:22:06;REFRIGERATOR;OFF
2021-07-04 09:22:06;fridge operation;END
2021-07-04 10:04:38;fridge operation;START
2021-07-04 10:04:38;REFRIGERATOR;ON
2021-07-04 10:18:38;REFRIGERATOR;OFF
2021-07-04 10:18:38;fridge operation;END
2021-07-04 10:55:09;fridge operation;START
2021-07-04 10:55:09;REFRIGERATOR;ON
2021-07-04 11:09:09;REFRIGERATOR;OFF
2021-07-04 11:09:09;fridge operation;END
2021-07-04 11:35:07;fridge operation;START
2021-07-04 11:35:07;REFRIGERATOR;ON
2021-07-04 11:49:07;REFRIGERATOR;OFF
2021-07-04 11:49:07;fridge operation;END
2021-07-04 12:34:45;fridge operation;START
2021-07-04 12:34:45;REFRIGERATOR;ON
2021-07-04 12:48:45;REFRIGERATOR;OFF
2021-07-04 12:48:45;fridge operation;END
2021-07-04 13:22:57;fridge operation;START
2021-07-04 13:22:57;REFRIGERATOR;ON
2021-07-04 13:36:57;REFRIGERATOR;OFF
2021-07-04 13:36:57;fridge operation;END
2021-07-04 13:54:22;fridge operation;START
2021-07-04 13:54:22;REFRIGERATOR;ON
2021-07-04 14:03:16;dishwasher operation;START
2021-07-04 14:03:24;DISHWASHER;ON
2021-07-04 14:05:52;use a personal computer;START
2021-07-04 14:05:52;PC;ON
2021-07-04 14:08:22;REFRIGERATOR;OFF
2021-07-04 14:08:22;fridge operation;END
2021-07-04 15:04:01;fridge operation;START
2021-07-04 15:04:01;REFRIGERATOR;ON
2021-07-04 15:10:40;DISHWASHER;OFF
2021-07-04 15:10:40;dishwasher operation;END
2021-07-04 15:13:06;washing a load of laundry;START
2021-07-04 15:13:12;WASHINGMACHINE;ON
2021-07-04 15:18:01;REFRIGERATOR;OFF
2021-07-04 15:18:01;fridge operation;END
2021-07-04 15:21:11;PC;OFF
2021-07-04 15:21:11;use a personal computer;END
2021-07-04 15:27:27;watching TV;START
2021-07-04 15:27:27;TV;ON
2021-07-04 16:16:44;fridge operation;START
2021-07-04 16:16:44;REFRIGERATOR;ON
2021-07-04 16:30:44;REFRIGERATOR;OFF
2021-07-04 16:30:44;fridge operation;END
2021-07-04 17:12:22;TV;OFF
2021-07-04 17:12:23;TV;ON
2021-07-04 17:17:44;fridge operation;START
2021-07-04 17:17:44;REFRIGERATOR;ON
2021-07-04 17:24:02;dishwasher operation;START
2021-07-04 17:24:07;DISHWASHER;ON
2021-07-04 17:30:15;watching TV;START
2021-07-04 17:30:15;TV;ON
2021-07-04 17:31:44;REFRIGERATOR;OFF
2021-07-04 17:31:44;fridge operation;END
2021-07-04 17:34:44;TV;OFF
2021-07-04 17:34:44;watching TV;END
2021-07-04 17:37:36;use a personal computer;START
2021-07-04 17:37:36;PC;ON
2021-07-04 17:57:09;fridge operation;START
2021-07-04 17:57:09;REFRIGERATOR;ON
2021-07-04 18:11:09;REFRIGERATOR;OFF
2021-07-04 18:11:09;fridge operation;END
2021-07-04 18:23:39;WASHINGMACHINE;OFF
2021-07-04 18:23:39;washing a load of laundry;END
2021-07-04 18:31:23;DISHWASHER;OFF
2021-07-04 18:31:23;dishwasher operation;END
2021-07-04 18:47:52;TV;OFF
2021-07-04 18:47:53;TV;ON
2021-07-04 18:52:55;PC;OFF
2021-07-04 18:52:55;use a personal computer;END
2021-07-04 18:58:51;use a personal computer;START
2021-07-04 18:58:51;PC;ON
2021-07-04 19:11:06;TV;OFF
2021-07-04 19:11:06;watching TV;END
2021-07-04 19:19:00;fridge operation;START
2021-07-04 19:19:00;REFRIGERATOR;ON
2021-07-04 19:33:00;REFRIGERATOR;OFF
2021-07-04 19:33:00;fridge operation;END
2021-07-04 20:14:10;PC;OFF
2021-07-04 20:14:10;use a personal computer;END
2021-07-04 20:28:31;use a personal computer;START
2021-07-04 20:28:31;PC;ON
2021-07-04 20:38:54;watching TV;START
2021-07-04 20:38:54;TV;ON
2021-07-04 20:52:55;fridge operation;START
2021-07-04 20:52:55;REFRIGERATOR;ON
2021-07-04 21:06:55;REFRIGERATOR;OFF
2021-07-04 21:06:55;fridge operation;END
2021-07-04 21:43:50;PC;OFF
2021-07-04 21:43:50;use a personal computer;END
2021-07-04 21:43:51;watching TV;START
2021-07-04 21:43:51;TV;ON
2021-07-04 22:02:52;fridge operation;START
2021-07-04 22:02:52;REFRIGERATOR;ON
2021-07-04 22:14:06;TV;OFF
2021-07-04 22:14:07;TV;ON
2021-07-04 22:16:52;REFRIGERATOR;OFF
2021-07-04 22:16:52;fridge operation;END
2021-07-04 22:40:44;TV;OFF
2021-07-04 22:40:44;watching TV;END
2021-07-04 22:52:54;fridge operation;START
2021-07-04 22:52:54;REFRIGERATOR;ON
2021-07-04 23:01:52;TV;OFF
2021-07-04 23:01:53;TV;ON
2021-07-04 23:06:54;REFRIGERATOR;OFF
2021-07-04 23:06:54;fridge operation;END
2021-07-04 23:31:22;TV;OFF
2021-07-04 23:31:23;TV;ON
2021-07-04 23:47:31;TV;OFF
2021-07-04 23:47:31;watching TV;END
2021-07-05 00:18:23;fridge operation;START
2021-07-05 00:18:23;REFRIGERATOR;ON
2021-07-05 00:32:23;REFRIGERATOR;OFF
2021-07-05 00:32:23;fridge operation;END
2021-07-05 00:57:46;fridge operation;START
2021-07-05 00:57:46;REFRIGERATOR;ON
2021-07-05 01:11:46;REFRIGERATOR;OFF
2021-07-05 01:11:46;fridge operation;END
2021-07-05 02:01:11;fridge operation;START
2021-07-05 02:01:11;REFRIGERATOR;ON
2021-07-05 02:15:11;REFRIGERATOR;OFF
2021-07-05 02:15:11;fridge operation;END
2021-07-05 02:53:13;fridge operation;START
2021-07-05 02:53:13;REFRIGERATOR;ON
2021-07-05 03:07:13;REFRIGERATOR;OFF
2021-07-05 03:07:13;fridge operation;END
2021-07-05 03:40:48;fridge operation;START
2021-07-05 03:40:48;REFRIGERATOR;ON
2021-07-05 03:54:48;REFRIGERATOR;OFF
2021-07-05 03:54:48;fridge operation;END
2021-07-05 04:36:33;fridge operation;START
2021-07-05 04:36:33;REFRIGERATOR;ON
2021-07-05 04:50:33;REFRIGERATOR;OFF
2021-07-05 04:50:33;fridge operation;END
2021-07-05 05:40:36;fridge operation;START
2021-07-05 05:40:36;REFRIGERATOR;ON
2021-07-05 05:54:36;REFRIGERATOR;OFF
2021-07-05 05:54:36;fridge operation;END
2021-07-05 06:31:30;fridge operation;START
2021-07-05 06:31:30;REFRIGERATOR;ON
