Time;Source;Event
2021-07-03 19:36:09;fridge operation;END
2021-07-03 19:45:58;use a personal computer;START
2021-07-03 19:45:58;PC;ON
2021-07-03 19:53:52;dishwasher operation;START
2021-07-03 19:54:02;DISHWASHER;ON
2021-07-03 20:18:50;fridge operation;START
2021-07-03 20:18:50;REFRIGERATOR;ON
2021-07-03 20:24:11;use a personal computer;START
2021-07-03 20:24:11;PC;ON
2021-07-03 20:32:32;REFRIGERATOR;OFF
2021-07-03 20:32:32;fridge operation;END
2021-07-03 21:01:17;PC;OFF
2021-07-03 21:01:17;use a personal computer;END
2021-07-03 21:01:18;DISHWASHER;OFF
2021-07-03 21:01:18;dishwasher operation;END
2021-07-03 21:11:17;watching TV;START
2021-07-03 21:11:17;TV;ON
2021-07-03 21:20:34;fridge operation;START
2021-07-03 21:20:34;REFRIGERATOR;ON
2021-07-03 21:34:16;REFRIGERATOR;OFF
2021-07-03 21:34:16;fridge operation;END
2021-07-03 21:39:30;PC;OFF
2021-07-03 21:39:30;use a personal computer;END
2021-07-03 22:24:27;fridge operation;START
2021-07-03 22:24:27;REFRIGERATOR;ON
2021-07-03 22:31:24;watching TV;START
2021-07-03 22:31:24;TV;ON
2021-07-03 22:38:09;REFRIGERATOR;OFF
2021-07-03 22:38:09;fridge operation;END
2021-07-03 23:04:05;TV;OFF
2021-07-03 23:04:06;TV;ON
2021-07-03 23:07:50;fridge operation;START
2021-07-03 23:07:50;REFRIGERATOR;ON
2021-07-03 23:21:32;REFRIGERATOR;OFF
2021-07-03 23:21:32;fridge operation;END
2021-07-03 23:23:51;TV;OFF
2021-07-03 23:23:51;watching TV;END
2021-07-03 23:58:53;TV;OFF
2021-07-03 23:58:53;watching TV;END
2021-07-04 00:01:41;fridge operation;START
2021-07-04 00:01:41;REFRIGERATOR;ON
2021-07-04 00:15:23;REFRIGERATOR;OFF
2021-07-04 00:15:23;fridge operation;END
2021-07-04 00:51:43;fridge operation;START
2021-07-04 00:51:43;REFRIGERATOR;ON
2021-07-04 01:05:25;REFRIGERATOR;OFF
2021-07-04 01:05:25;fridge operation;END
2021-07-04 01:46:36;fridge operation;START
2021-07-04 01:46:36;REFRIGERATOR;ON
2021-07-04 02:00:18;REFRIGERATOR;OFF
2021-07-04 02:00:18;fridge operation;END
2021-07-04 02:55:48;fridge operation;START
2021-07-04 02:55:48;REFRIGERATOR;ON
2021-07-04 03:09:30;REFRIGERATOR;OFF
2021-07-04 03:09:30;fridge operation;END
2021-07-04 03:32:20;fridge operation;START
2021-07-04 03:32:20;REFRIGERATOR;ON
2021-07-04 03:46:02;REFRIGERATOR;OFF
2021-07-04 03:46:02;fridge operation;END
2021-07-04 04:09:51;fridge operation;START
2021-07-04 04:09:51;REFRIGERATOR;ON
2021-07-04 04:23:33;REFRIGERATOR;OFF
2021-07-04 04:23:33;fridge operation;END
2021-07-04 05:18:29;fridge operation;START
2021-07-04 05:18:29;REFRIGERATOR;ON
2021-07-04 05:32:11;REFRIGERATOR;OFF
2021-07-04 05:32:11;fridge operation;END
2021-07-04 06:23:07;fridge operation;START
2021-07-04 06:23:07;REFRIGERATOR;ON
2021-07-04 06:36:49;REFRIGERATOR;OFF
2021-07-04 06:36:49;fridge operation;END
2021-07-04 07:31:12;fridge operation;START
2021-07-04 07:31:12;REFRIGERATOR;ON
2021-07-04 07:44:54;REFRIGERATOR;OFF
2021-07-04 07:44:54;fridge operation;END
2021-07-04 08:36:54;fridge operation;START
2021-07-04 08:36:54;REFRIGERATOR;ON
2021-07-04 08:50:36;REFRIGERATOR;OFF
2021-07-04 08:50:36;fridge operation;END
2021-07-04 09:02:55;use a personal computer;START
2021-07-04 09:02:55;PC;ON
2021-07-04 09:33:36;fridge operation;START
2021-07-04 09:33:36;REFRIGERATOR;ON
2021-07-04 09:47:18;REFRIGERATOR;OFF
2021-07-04 09:47:18;fridge operation;END
2021-07-04 09:52:22;watching TV;START
2021-07-04 09:52:22;TV;ON
2021-07-04 10:18:14;PC;OFF
2021-07-04 10:18:14;use a personal computer;END
2021-07-04 10:23:07;fridge operation;START
2021-07-04 10:23:07;REFRIGERATOR;ON
2021-07-04 10:36:49;REFRIGERATOR;OFF
2021-07-04 10:36:49;fridge operation;END
2021-07-04 11:11:11;TV;OFF
2021-07-04 11:11:12;TV;ON
2021-07-04 11:13:22;fridge operation;START
2021-07-04 11:13:22;REFRIGERATOR;ON
2021-07-04 11:22:14;vacuuming;START
2021-07-04 11:22:14;VACUUMCLEANER;ON
2021-07-04 11:27:04;REFRIGERATOR;OFF
2021-07-04 11:27:04;fridge operation;END
2021-07-04 11:27:31;TV;OFF
2021-07-04 11:27:31;watching TV;END
2021-07-04 11:34:14;VACUUMCLEANER;OFF
2021-07-04 11:34:14;vacuuming;END
2021-07-04 11:59:42;fridge operation;START
2021-07-04 11:59:42;REFRIGERATOR;ON
2021-07-04 12:13:24;REFRIGERATOR;OFF
2021-07-04 12:13:24;fridge operation;END
2021-07-04 12:44:23;vacuuming;START
2021-07-04 12:44:23;VACUUMCLEANER;ON
2021-07-04 12:46:46;fridge operation;START
2021-07-04 12:46:46;REFRIGERATOR;ON
2021-07-04 12:56:23;VACUUMCLEANER;OFF
2021-07-04 12:56:23;vacuuming;END
2021-07-04 13:00:28;REFRIGERATOR;OFF
2021-07-04 13:00:28;fridge operation;END
2021-07-04 13:51:29;dishwasher operation;START
2021-07-04 13:51:34;DISHWASHER;ON
2021-07-04 13:53:50;fridge operation;START
2021-07-04 13:53:50;REFRIGERATOR;ON
2021-07-04 14:07:32;REFRIGERATOR;OFF
2021-07-04 14:07:32;fridge operation;END
2021-07-04 14:15:31;watching TV;START
2021-07-04 14:15:31;TV;ON
2021-07-04 14:58:50;DISHWASHER;OFF
2021-07-04 14:58:50;dishwasher operation;END
2021-07-04 15:09:59;fridge operation;START
2021-07-04 15:09:59;REFRIGERATOR;ON
2021-07-04 15:23:41;REFRIGERATOR;OFF
2021-07-04 15:23:41;fridge operation;END
2021-07-04 15:24:27;TV;OFF
2021-07-04 15:24:28;TV;ON
2021-07-04 15:41:28;dishwasher operation;START
2021-07-04 15:41:34;DISHWASHER;ON
2021-07-04 15:52:41;TV;OFF
2021-07-04 15:52:41;watching TV;END
2021-07-04 16:18:04;fridge operation;START
2021-07-04 16:18:04;REFRIGERATOR;ON
2021-07-04 16:31:46;REFRIGERATOR;OFF
2021-07-04 16:31:46;fridge operation;END
2021-07-04 16:48:50;DISHWASHER;OFF
2021-07-04 16:48:50;dishwasher operation;END
2021-07-04 16:54:26;use a personal computer;START
2021-07-04 16:54:26;PC;ON
2021-07-04 17:20:29;fridge operation;START
2021-07-04 17:20:29;REFRIGERATOR;ON
2021-07-04 17:34:11;REFRIGERATOR;OFF
2021-07-04 17:34:11;fridge operation;END
2021-07-04 18:09:45;PC;OFF
2021-07-04 18:09:45;use a personal computer;END
2021-07-04 18:33:06;fridge operation;START
2021-07-04 18:33:06;REFRIGERATOR;ON
2021-07-04 18:41:47;watching TV;START
2021-07-04 18:41:47;TV;ON
2021-07-04 18:46:48;REFRIGERATOR;OFF
2021-07-04 18:46:48;fridge operation;END
2021-07-04 18:55:04;use a personal computer;START
2021-07-04 18:55:04;PC;ON
2021-07-04 19:43:52;TV;OFF
2021-07-04 19:43:52;watching TV;END
2021-07-04 19:59:57;watching TV;START
2021-07-04 19:59:57;TV;ON
2021-07-04 20:03:23;fridge operation;START
2021-07-04 20:03:23;REFRIGERATOR;ON
2021-07-04 20:10:23;PC;OFF
2021-07-04 20:10:23;use a personal computer;END
2021-07-04 20:17:05;REFRIGERATOR;OFF
2021-07-04 20:17:05;fridge operation;END
2021-07-04 20:36:23;TV;OFF
2021-07-04 20:36:24;TV;ON
2021-07-04 21:02:28;TV;OFF
2021-07-04 21:02:28;watching TV;END
2021-07-04 21:24:15;fridge operation;START
2021-07-04 21:24:15;REFRIGERATOR;ON
2021-07-04 21:37:57;REFRIGERATOR;OFF
2021-07-04 21:37:57;fridge operation;END
2021-07-04 21:49:29;use a personal computer;START
2021-07-04 21:49:29;PC;ON
2021-07-04 22:14:01;fridge operation;START
2021-07-04 22:14:01;REFRIGERATOR;ON
2021-07-04 22:27:43;REFRIGERATOR;OFF
2021-07-04 22:27:43;fridge operation;END
2021-07-04 23:04:48;PC;OFF
2021-07-04 23:04:48;use a personal computer;END
2021-07-04 23:11:44;fridge operation;START
2021-07-04 23:11:44;REFRIGERATOR;ON
2021-07-04 23:25:26;REFRIGERATOR;OFF
2021-07-04 23:25:26;fridge operation;END
2021-07-05 00:00:00;fridge operation;START
2021-07-05 00:00:00;REFRIGERATOR;ON
2021-07-05 00:13:42;REFRIGERATOR;OFF
2021-07-05 00:13:42;fridge operation;END
2021-07-05 00:51:28;fridge operation;START
2021-07-05 00:51:28;REFRIGERATOR;ON
2021-07-05 01:05:10;REFRIGERATOR;OFF
2021-07-05 01:05:10;fridge operation;END
2021-07-05 02:11:00;fridge operation;START
2021-07-05 02:11:00;REFRIGERATOR;ON
2021-07-05 02:24:42;REFRIGERATOR;OFF
2021-07-05 02:24:42;fridge operation;END
2021-07-05 03:03:26;fridge operation;START
2021-07-05 03:03:26;REFRIGERATOR;ON
2021-07-05 03:17:08;REFRIGERATOR;OFF
2021-07-05 03:17:08;fridge operation;END
2021-07-05 03:51:21;fridge operation;START
2021-07-05 03:51:21;REFRIGERATOR;ON
2021-07-05 04:05:03;REFRIGERATOR;OFF
2021-07-05 04:05:03;fridge operation;END
2021-07-05 05:02:10;fridge operation;START
2021-07-05 05:02:10;REFRIGERATOR;ON
2021-07-05 05:15:52;REFRIGERATOR;OFF
2021-07-05 05:15:52;fridge operation;END
2021-07-05 06:08:10;fridge operation;START
2021-07-05 06:08:10;REFRIGERATOR;ON
2021-07-05 06:21:52;REFRIGERATOR;OFF
2021-07-05 06:21:52;fridge operation;END
2021-07-05 07:25:55;fridge operation;START
2021-07-05 07:25:55;REFRIGERATOR;ON
2021-07-05 07:39:37;REFRIGERATOR;OFF
2021-07-05 07:39:37;fridge operation;END
2021-07-05 08:10:28;fridge operation;START
2021-07-05 08:10:28;REFRIGERATOR;ON
2021-07-05 08:24:10;REFRIGERATOR;OFF
2021-07-05 08:24:10;fridge operation;END
2021-07-05 08:57:11;fridge operation;START
2021-07-05 08:57:11;REFRIGERATOR;ON
2021-07-05 09:10:53;REFRIGERATOR;OFF
2021-07-05 09:10:53;fridge operation;END
2021-07-05 09:48:49;fridge operation;START
2021-07-05 09:48:49;REFRIGERATOR;ON
2021-07-05 10:02:31;REFRIGERATOR;OFF
2021-07-05 10:02:31;fridge operation;END
2021-07-05 10:25:48;fridge operation;START
2021-07-05 10:25:48;REFRIGERATOR;ON
