index,discharge_marginal_cost,storage_size
0,40.71699146878935,15
1,41.71699146878935,15
2,42.71699146878935,15
3,43.71699146878935,15
4,45.71699146878935,15
5,50.71699146878935,15
6,55.71699146878935,15
7,60.71699146878935,15
8,65.71699146878936,15
9,70.71699146878936,15
10,40.71699146878935,30
11,41.71699146878935,30
12,42.71699146878935,30
13,43.71699146878935,30
14,45.71699146878935,30
15,50.71699146878935,30
16,55.71699146878935,30
17,60.71699146878935,30
18,65.71699146878936,30
19,70.71699146878936,30
20,40.71699146878935,45
21,41.71699146878935,45
22,42.71699146878935,45
23,43.71699146878935,45
24,45.71699146878935,45
25,50.71699146878935,45
26,55.71699146878935,45
27,60.71699146878935,45
28,65.71699146878936,45
29,70.71699146878936,45
30,40.71699146878935,60
31,41.71699146878935,60
32,42.71699146878935,60
33,43.71699146878935,60
34,45.71699146878935,60
35,50.71699146878935,60
36,55.71699146878935,60
37,60.71699146878935,60
38,65.71699146878936,60
39,70.71699146878936,60
40,40.71699146878935,75
41,41.71699146878935,75
42,42.71699146878935,75
43,43.71699146878935,75
44,45.71699146878935,75
45,50.71699146878935,75
46,55.71699146878935,75
47,60.71699146878935,75
48,65.71699146878936,75
49,70.71699146878936,75
50,40.71699146878935,90
51,41.71699146878935,90
52,42.71699146878935,90
53,43.71699146878935,90
54,45.71699146878935,90
55,50.71699146878935,90
56,55.71699146878935,90
57,60.71699146878935,90
58,65.71699146878936,90
59,70.71699146878936,90
60,40.71699146878935,105
61,41.71699146878935,105
62,42.71699146878935,105
63,43.71699146878935,105
64,45.71699146878935,105
65,50.71699146878935,105
66,55.71699146878935,105
67,60.71699146878935,105
68,65.71699146878936,105
69,70.71699146878936,105
70,40.71699146878935,120
71,41.71699146878935,120
72,42.71699146878935,120
73,43.71699146878935,120
74,45.71699146878935,120
75,50.71699146878935,120
76,55.71699146878935,120
77,60.71699146878935,120
78,65.71699146878936,120
79,70.71699146878936,120
80,40.71699146878935,135
81,41.71699146878935,135
82,42.71699146878935,135
83,43.71699146878935,135
84,45.71699146878935,135
85,50.71699146878935,135
86,55.71699146878935,135
87,60.71699146878935,135
88,65.71699146878936,135
89,70.71699146878936,135
90,40.71699146878935,150
91,41.71699146878935,150
92,42.71699146878935,150
93,43.71699146878935,150
94,45.71699146878935,150
95,50.71699146878935,150
96,55.71699146878935,150
97,60.71699146878935,150
98,65.71699146878936,150
99,70.71699146878936,150
